step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.40751	26445.1	0	4708.91	4469.6	0	25052.4	0	0	0
2000	2	4.42286	26537.2	0	5039.41	4314.34	0	25308.2	0	0	0
3000	3	4.42462	26547.7	0	5134.82	4624.77	0	25602.8	0	0	0
4000	4	4.37828	26269.7	0	5293.39	4446.69	0	25382.8	0	0	0
5000	5	4.42191	26531.4	0	5033.75	4590.63	0	25512.8	0	0	0
6000	6	4.4639	26783.4	0	5266.84	4587.23	0	25705.7	0	0	0
7000	7	4.46103	26766.2	0	4986.89	4623.64	0	25295.7	0	0	0
8000	8	4.3641	26184.6	0	4999.54	4463.2	0	25427.1	0	0	0
9000	9	4.47054	26823.3	0	5081.87	4516.29	0	25442.3	0	0	0
10000	10	4.52886	27173.2	0	4953.16	4274.29	0	25734.4	0	0	0
11000	11	4.46748	26804.9	0	5416.39	4458.06	0	25973.5	0	0	0
12000	12	4.40212	26412.7	0	5126.55	4602.99	0	25383.2	0	0	0
13000	13	4.51934	27116	0	4911.27	4383.13	0	25403.5	0	0	0
14000	14	4.32854	25971.3	0	5436.79	4345.77	0	25349.8	0	0	0
15000	15	4.36575	26194.5	0	5518.1	4537.85	0	25544.7	0	0	0
16000	16	4.46695	26801.7	0	5260.41	4487.48	0	25330.2	0	0	0
17000	17	4.40271	26416.3	0	5475.78	4347.45	0	26032.9	0	0	0
18000	18	4.4732	26839.2	0	5299.49	4513.6	0	25480.7	0	0	0
19000	19	4.35428	26125.7	0	5405.63	4395.93	0	25701.7	0	0	0
20000	20	4.48465	26907.9	0	5227.27	4388.13	0	25374.8	0	0	0
21000	21	4.43104	26586.2	0	5356.99	4553.78	0	25520.2	0	0	0
22000	22	4.37493	26249.6	0	5242.78	4359.2	0	25949.5	0	0	0
