step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.50347	27020.8	0	5177.19	4277.66	0	25185	0	0	0	7517.15
2000	2	4.43391	26603.5	0	5127.71	4072.9	0	25694.8	0	0	0	7775.57
3000	3	4.39953	26397.2	0	5333.47	4495.82	0	25463.8	0	0	0	7963.24
4000	4	4.46682	26800.9	0	5347.85	4654.12	0	25413.4	0	0	0	7387.05
5000	5	4.37174	26230.5	0	4956.54	4342.36	0	25576.5	0	0	0	7802.98
6000	6	4.46997	26819.8	0	5263.19	4161.48	0	25734.5	0	0	0	7960.2
7000	7	4.41944	26516.7	0	5277.54	4392.07	0	25408.1	0	0	0	7522.14
8000	8	4.3873	26323.8	0	5370.83	4388.05	0	25258.9	0	0	0	7088.81
9000	9	4.47487	26849.2	0	4947.83	4424.8	0	25424.4	0	0	0	9043.72
10000	10	4.49871	26992.3	0	5258.2	4454.62	0	25755.6	0	0	0	8147.02
11000	11	4.35646	26138.7	0	5176.89	4293.75	0	25165.6	0	0	0	7690.97
12000	12	4.41983	26519	0	5227.93	4312.68	0	25794.2	0	0	0	7703.69
13000	13	4.3989	26393.4	0	4817.71	4431.07	0	25338.6	0	0	0	8127.42
14000	14	4.41225	26473.5	0	5282.77	4167.02	0	25450.1	0	0	0	7888.49
15000	15	4.37932	26275.9	0	5031.02	4381.27	0	25659.6	0	0	0	7670.59
16000	16	4.41952	26517.1	0	5423.19	4400.67	0	25796.6	0	0	0	7825.18
17000	17	4.43437	26606.2	0	5253.98	4485.55	0	25655.5	0	0	0	8142.95
18000	18	4.38611	26316.6	0	4905.24	4314.02	0	25734.2	0	0	0	7719.58
19000	19	4.37421	26245.2	0	5091.02	4472.52	0	25438.8	0	0	0	7533.7
20000	20	4.39062	26343.7	0	5269.52	4479.63	0	25592.3	0	0	0	7579.78
21000	21	4.36383	26183	0	5300.22	4564.43	0	25264.2	0	0	0	7451.64
22000	22	4.47256	26835.4	0	5232.33	4551.01	0	25409.2	0	0	0	8404.13
23000	23	4.49101	26946.1	0	5494.24	4269.3	0	25524.7	0	0	0	8354.28
24000	24	4.51447	27086.8	0	4957.23	4301.1	0	25428.7	0	0	0	8498.41
25000	25	4.34724	26083.4	0	4915.15	4268.85	0	25680.1	0	0	0	7723.85
26000	26	4.45843	26750.6	0	5024.78	4426.2	0	25772.9	0	0	0	7817.11
27000	27	4.35615	26136.9	0	5134.25	4344.8	0	25514.1	0	0	0	8246.84
28000	28	4.46341	26780.5	0	5326.03	4478.69	0	25620.1	0	0	0	7532.55
29000	29	4.43178	26590.7	0	5169.51	4580.82	0	25841.8	0	0	0	7582.84
30000	30	4.53379	27202.7	0	5125.07	4355.5	0	25987.4	0	0	0	8212.27
31000	31	4.43157	26589.4	0	5261.65	4565.65	0	25881.3	0	0	0	7523.63
32000	32	4.36246	26174.7	0	5219.51	4266.24	0	26029.5	0	0	0	7588.43
33000	33	4.37605	26256.3	0	5031.13	4308.68	0	25747.3	0	0	0	8403.01
34000	34	4.50361	27021.7	0	5280.31	4631.45	0	25270.1	0	0	0	7654.74
35000	35	4.36003	26160.2	0	5201.66	4579.24	0	25686.2	0	0	0	8495.13
36000	36	4.43007	26580.4	0	5294.28	4158.32	0	25428.7	0	0	0	7929.14
37000	37	4.39273	26356.4	0	5041.56	4433.98	0	25839	0	0	0	7584.43
38000	38	4.49062	26943.7	0	5578.96	4409.56	0	25795.4	0	0	0	7921.55
39000	39	4.44224	26653.5	0	5588.12	4446.68	0	25672.4	0	0	0	7493.26
40000	40	4.38834	26330	0	5235.39	4310.7	0	25356.4	0	0	0	8186.48
41000	41	4.3434	26060.4	0	5352.17	4254.85	0	25508.1	0	0	0	8524.86
42000	42	4.35384	26123	0	5200.73	4251.24	0	25638.9	0	0	0	7868.88
43000	43	4.45824	26749.5	0	4974.66	4385.15	0	25827	0	0	0	8315.12
44000	44	4.42765	26565.9	0	5245.24	4355.53	0	25141.9	0	0	0	7810.94
45000	45	4.3949	26369.4	0	5144.67	4254.77	0	25333.1	0	0	0	8041.85
46000	46	4.32339	25940.4	0	5256.23	4416.79	0	25527.6	0	0	0	8232.69
47000	47	4.38127	26287.6	0	5296.84	4432.8	0	25695.7	0	0	0	7807.86
48000	48	4.50439	27026.4	0	5373.73	4386.51	0	25591.9	0	0	0	7722.1
49000	49	4.48047	26882.8	0	5187.71	4595.06	0	25265.6	0	0	0	7963.35
50000	50	4.36371	26182.3	0	5137.32	4151.14	0	25648.6	0	0	0	7913.8
51000	51	4.44539	26672.3	0	5229.58	4255.69	0	25426.1	0	0	0	7597.69
52000	52	4.4509	26705.4	0	5132.56	4537.44	0	25264	0	0	0	8162.45
53000	53	4.3786	26271.6	0	5200.73	4335.82	0	25496.7	0	0	0	7910.05
54000	54	4.49063	26943.8	0	5257.57	4227.87	0	25655.4	0	0	0	7942.61
55000	55	4.4375	26625	0	4863.12	4411.31	0	25649.2	0	0	0	7652.47
56000	56	4.38441	26306.5	0	5074.87	4449.12	0	25515.5	0	0	0	8371.09
57000	57	4.37935	26276.1	0	5126.11	4140.17	0	25278.2	0	0	0	7809.73
58000	58	4.44185	26651.1	0	5038.79	4180.3	0	25969	0	0	0	7427.08
59000	59	4.47009	26820.5	0	5239.04	4560.69	0	25710.7	0	0	0	9861.98
60000	60	4.44821	26689.2	0	5119.45	4284.31	0	25766.6	0	0	0	7987.76
61000	61	4.3998	26398.8	0	5391.28	4651.58	0	26011.8	0	0	0	7623.24
62000	62	4.47719	26863.2	0	5100.06	4521.84	0	26073.3	0	0	0	8057.41
63000	63	4.48233	26894	0	5273.11	4616.99	0	25669.2	0	0	0	8355.06
64000	64	4.36969	26218.1	0	5322.86	4480.12	0	25767.2	0	0	0	8071.75
65000	65	4.35576	26134.5	0	5228.05	4302.25	0	25344.1	0	0	0	7572.6
66000	66	4.4724	26834.4	0	5168.5	4480.7	0	25354.3	0	0	0	7830.37
67000	67	4.59423	27565.4	0	5245.38	4540.67	0	25441.4	0	0	0	7574.03
68000	68	4.4335	26601	0	5172.88	4568.02	0	25519.6	0	0	0	7507.05
69000	69	4.35628	26137.7	0	4999.57	4723.83	0	25576	0	0	0	7302.77
70000	70	4.56235	27374.1	0	5362.74	4485.8	0	25922.2	0	0	0	8303.84
71000	71	4.4833	26899.8	0	5063.63	4440.65	0	26033.7	0	0	0	8469.69
72000	72	4.51602	27096.1	0	5029.61	4273.34	0	25525.9	0	0	0	7930
73000	73	4.48797	26927.8	0	5152.61	4355.99	0	25504.1	0	0	0	8006.08
74000	74	4.42933	26576	0	5222.29	4156.52	0	26146.3	0	0	0	7639.76
75000	75	4.3705	26223	0	5115.68	4441.19	0	25997.7	0	0	0	7742.39
76000	76	4.43962	26637.7	0	5331.99	4467.59	0	25488.7	0	0	0	8461.46
77000	77	4.53452	27207.1	0	5069.65	4247.93	0	25146.9	0	0	0	8219.66
78000	78	4.32385	25943.1	0	5199.9	4547.7	0	25389	0	0	0	7793.46
79000	79	4.5283	27169.8	0	5113.89	4331.78	0	25265.7	0	0	0	7962
80000	80	4.40809	26448.5	0	5514.79	4385.02	0	25507.9	0	0	0	7571.19
81000	81	4.37824	26269.4	0	5166.34	4411.98	0	25560.1	0	0	0	7746.17
82000	82	4.44068	26644.1	0	5350.87	4539.92	0	25269.9	0	0	0	9444.58
83000	83	4.37352	26241.1	0	5465.53	4389.67	0	25297.1	0	0	0	7912.62
84000	84	4.38375	26302.5	0	5077.93	4369.42	0	25743.7	0	0	0	7562.93
85000	85	4.47003	26820.2	0	5240.63	4505.23	0	25483.4	0	0	0	8064.11
86000	86	4.37085	26225.1	0	4928.46	4398.24	0	25459.8	0	0	0	7628.1
87000	87	4.42884	26573.1	0	5420.3	4268.55	0	25615.4	0	0	0	7575.27
88000	88	4.39456	26367.4	0	5287.83	4284.85	0	25350.3	0	0	0	7522.44
89000	89	4.50314	27018.9	0	5124.63	4476.07	0	25599.9	0	0	0	8254.69
