step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.48212	26892.7	0	5274.74	4535.57	0	25392.4	0	0	0	7706.76
2000	2	4.43428	26605.7	0	5038.51	4499.19	0	25636.7	0	0	0	8162.59
3000	3	4.42382	26542.9	0	5386.44	4288.52	0	25604.4	0	0	0	7444.79
4000	4	4.47594	26855.7	0	5222.26	4510.15	0	25217.6	0	0	0	7912.55
5000	5	4.43302	26598.1	0	5179.62	4233.95	0	25502	0	0	0	7766.45
6000	6	4.51238	27074.3	0	5200.24	4526.6	0	25271.3	0	0	0	8135.99
7000	7	4.38216	26293	0	5175.05	4773.37	0	25724.7	0	0	0	7969.12
8000	8	4.36632	26197.9	0	5113.04	4697.09	0	25755.2	0	0	0	7559.07
9000	9	4.41607	26496.4	0	5050.46	4031.96	0	25881.1	0	0	0	7778.87
10000	10	4.38716	26322.9	0	5291.08	4580.75	0	25878.2	0	0	0	8477.27
11000	11	4.30852	25851.1	0	5268.25	4296.59	0	25360.6	0	0	0	8075.89
12000	12	4.42528	26551.7	0	4961.8	4222.22	0	25685.1	0	0	0	8062.44
13000	13	4.47089	26825.3	0	5175.88	4459.36	0	25678.6	0	0	0	7781.92
14000	14	4.45644	26738.6	0	5424.66	4169.74	0	25866.8	0	0	0	8386.3
15000	15	4.41519	26491.1	0	5056.7	4467.11	0	26035.1	0	0	0	7710.43
16000	16	4.47566	26853.9	0	5375.98	4472.98	0	25304.7	0	0	0	8119.16
17000	17	4.36631	26197.9	0	5113.51	4391.38	0	25441.3	0	0	0	8408.74
18000	18	4.38622	26317.3	0	5217.18	4450.14	0	26026.5	0	0	0	7971.77
19000	19	4.4211	26526.6	0	5112.36	4303.51	0	25647.1	0	0	0	7527.97
20000	20	4.43454	26607.3	0	5226.73	4767.43	0	25691.2	0	0	0	7595.54
21000	21	4.489	26934	0	5026.09	4478.63	0	25714.8	0	0	0	7537.6
22000	22	4.33755	26025.3	0	5367.64	4562.97	0	25427	0	0	0	7887.46
23000	23	4.49014	26940.8	0	5210.07	4582.38	0	25477.5	0	0	0	7811.36
24000	24	4.52268	27136.1	0	4961.15	4455.22	0	25234.3	0	0	0	7358.13
25000	25	4.45429	26725.7	0	5172	4589.62	0	25671.9	0	0	0	7505.28
26000	26	4.42941	26576.4	0	5069.91	4509.86	0	25805.5	0	0	0	8030.71
27000	27	4.50854	27051.2	0	5337.01	4516.55	0	25221.2	0	0	0	7790.21
28000	28	4.40114	26406.8	0	5110.95	4315.21	0	25579.1	0	0	0	7571.15
29000	29	4.4381	26628.6	0	5327.96	4417.65	0	25390.9	0	0	0	8141.19
30000	30	4.46652	26799.1	0	5133.73	4356.89	0	25332.4	0	0	0	8552.13
31000	31	4.4858	26914.8	0	5061.11	4565.32	0	25255.5	0	0	0	8094.02
32000	32	4.50433	27026	0	5204.62	4409.58	0	25349.1	0	0	0	7859.89
33000	33	4.41546	26492.7	0	5100.82	4486.46	0	25055.4	0	0	0	7890.85
