step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.42359	26541.6	0	5203.91	4610.14	0	25514.5	0	0	0	8253.22
2000	2	4.43344	26600.7	0	5176.4	4404.59	0	25649.5	0	0	0	7985.02
3000	3	4.43342	26600.5	0	5102.89	4283.59	0	26007.3	0	0	0	7413.96
4000	4	4.40666	26440	0	5240.36	4503.09	0	25984.6	0	0	0	8440.66
5000	5	4.4611	26766.6	0	5287.51	4472.03	0	25744	0	0	0	7893.95
6000	6	4.46404	26784.2	0	5430.32	4531.59	0	26146.2	0	0	0	8061.88
7000	7	4.35501	26130	0	5228.6	4680.77	0	25304.2	0	0	0	10138.8
8000	8	4.44696	26681.8	0	5176.45	4517.53	0	25199.5	0	0	0	7521.29
9000	9	4.45454	26727.2	0	4995.25	4624.18	0	25538	0	0	0	7609.06
10000	10	4.41314	26478.8	0	4988.71	4448.52	0	25437.3	0	0	0	8225.42
11000	11	4.50097	27005.8	0	5329.32	4516.96	0	25695.4	0	0	0	7298.95
12000	12	4.33908	26034.5	0	5105.99	4358.52	0	25660.8	0	0	0	7673.17
13000	13	4.39546	26372.8	0	5283.73	4490.2	0	25528	0	0	0	7570.64
14000	14	4.48057	26883.4	0	5043.29	4640.88	0	25390.6	0	0	0	8393.29
15000	15	4.52853	27171.2	0	5084.94	4860.18	0	25493.7	0	0	0	8197
16000	16	4.39044	26342.6	0	5200.05	4128.64	0	25844.4	0	0	0	8433.54
17000	17	4.46331	26779.9	0	5127.53	4332.66	0	25680.1	0	0	0	7337.14
18000	18	4.49996	26999.8	0	5400.46	4294.45	0	25725.3	0	0	0	7911.54
19000	19	4.42661	26559.6	0	4967.74	4435.71	0	25719.1	0	0	0	7727.69
20000	20	4.40896	26453.7	0	5400.26	4554.34	0	25707	0	0	0	8296.56
21000	21	4.4972	26983.2	0	5101	4444.97	0	25804.1	0	0	0	7757.82
22000	22	4.41543	26492.6	0	5341.54	4487.93	0	25431.6	0	0	0	7897.28
23000	23	4.3949	26369.4	0	5091.2	4306.19	0	25775.1	0	0	0	7856.31
24000	24	4.43934	26636	0	5184.45	4236.96	0	25481.3	0	0	0	7935.78
25000	25	4.40464	26427.8	0	5158.96	4515.84	0	25379	0	0	0	7672.8
26000	26	4.44196	26651.8	0	5238.64	4550.66	0	25261.4	0	0	0	7766.84
27000	27	4.5419	27251.4	0	5262.21	4872.83	0	25273.3	0	0	0	7753.72
28000	28	4.35974	26158.4	0	5185.47	4473.8	0	25691.1	0	0	0	11366.3
29000	29	4.46373	26782.4	0	5330.67	4526.27	0	26029	0	0	0	7807.58
30000	30	4.49992	26999.5	0	5027.52	4242.67	0	25718.4	0	0	0	8296.56
31000	31	4.4683	26809.8	0	5297.61	4652.88	0	25655.9	0	0	0	7973.53
32000	32	4.41108	26466.5	0	5410.59	4499.98	0	25432	0	0	0	7892.08
33000	33	4.4023	26413.8	0	5341.69	4231.09	0	25530.5	0	0	0	8562.8
34000	34	4.39246	26354.8	0	5000.46	4563.1	0	25533.5	0	0	0	8330.65
35000	35	4.48866	26931.9	0	5220.36	4228.97	0	25334.6	0	0	0	8103.19
36000	36	4.41426	26485.6	0	5121.8	4418.88	0	25972.6	0	0	0	7794.48
37000	37	4.41446	26486.8	0	5205.74	4504.61	0	25448.6	0	0	0	7666.65
38000	38	4.38782	26326.9	0	5306.07	4528.76	0	25632.5	0	0	0	8470.73
39000	39	4.36798	26207.9	0	5179.68	4570.86	0	25927.3	0	0	0	7976.55
40000	40	4.49026	26941.6	0	5159.71	4334.69	0	25422.9	0	0	0	7652.33
41000	41	4.45599	26735.9	0	5303.81	4312.76	0	25453.3	0	0	0	7620.5
42000	42	4.44577	26674.6	0	5448.53	4446.93	0	25771.6	0	0	0	8064.03
43000	43	4.43304	26598.2	0	5132.61	4362.42	0	25377.6	0	0	0	7498
44000	44	4.51655	27099.3	0	5230.09	4395.81	0	25486.5	0	0	0	7727.98
45000	45	4.53501	27210	0	5480.89	4733.75	0	25464.5	0	0	0	7681.31
46000	46	4.43604	26616.3	0	5148.02	4736.5	0	25400.5	0	0	0	7753.77
47000	47	4.41553	26493.2	0	5233.53	4493.85	0	25063.6	0	0	0	7719.31
48000	48	4.42604	26556.2	0	5335.25	4496.08	0	25114.6	0	0	0	8305.75
49000	49	4.43515	26610.9	0	5234.94	4416.72	0	25546.6	0	0	0	7709.79
50000	50	4.43742	26624.5	0	5060.92	4589.56	0	25859	0	0	0	8357.08
51000	51	4.39141	26348.5	0	5174.92	4450.05	0	25466.1	0	0	0	7550.58
52000	52	4.47646	26858.8	0	5187.22	4470.14	0	25389.3	0	0	0	7508.31
53000	53	4.34171	26050.3	0	5100.63	4408.92	0	25550.9	0	0	0	7455.76
54000	54	4.31204	25872.3	0	5448.76	4445.17	0	25162.3	0	0	0	7692.65
55000	55	4.52842	27170.5	0	5304.95	4551.75	0	25006.2	0	0	0	7918.05
56000	56	4.35065	26103.9	0	5281.7	4527.04	0	25299	0	0	0	7503.17
57000	57	4.34161	26049.7	0	5098.56	4584.45	0	25523.5	0	0	0	7801.13
58000	58	4.37215	26232.9	0	5465.27	4220.78	0	25228.4	0	0	0	7892.24
59000	59	4.41849	26510.9	0	4949.85	4400.05	0	25732.5	0	0	0	8052.87
60000	60	4.41901	26514	0	4941.72	4517.19	0	25633.5	0	0	0	7827.28
61000	61	4.45675	26740.5	0	5113.07	4416.29	0	25670.4	0	0	0	7746.84
62000	62	4.43078	26584.7	0	5129.46	4611.65	0	25342	0	0	0	7766.56
63000	63	4.57409	27444.5	0	5327.08	4408.74	0	25658.5	0	0	0	8098.09
64000	64	4.4386	26631.6	0	5196.09	4506.47	0	25946.9	0	0	0	7862.48
65000	65	4.4692	26815.2	0	5240.87	4493.54	0	25179.9	0	0	0	7599.57
66000	66	4.43207	26592.4	0	5292.81	4375.51	0	25684.7	0	0	0	7896.89
67000	67	4.41758	26505.5	0	5186.34	4461.76	0	25368.7	0	0	0	9029.4
68000	68	4.44554	26673.2	0	5394.9	4371.87	0	25625.2	0	0	0	7851.95
69000	69	4.41761	26505.6	0	5407.55	4427.54	0	25286.4	0	0	0	8643.7
70000	70	4.4568	26740.8	0	5124.53	4253.45	0	25421.9	0	0	0	8152.11
71000	71	4.3799	26279.4	0	4968.38	4382.63	0	25441.8	0	0	0	7581.49
72000	72	4.49727	26983.6	0	5004.93	4161.1	0	25813.1	0	0	0	8046.13
73000	73	4.37622	26257.3	0	4975.19	4276.25	0	25520.5	0	0	0	7688.04
74000	74	4.37501	26250	0	5274.81	4489.17	0	25629.6	0	0	0	7949.88
75000	75	4.45995	26759.7	0	5535.6	4748.83	0	25843.3	0	0	0	7889.58
76000	76	4.39547	26372.8	0	5489.15	4263.06	0	25540.2	0	0	0	7692.65
77000	77	4.43179	26590.8	0	5168.32	4588.18	0	25296.3	0	0	0	8054.05
78000	78	4.46308	26778.5	0	5142.64	4400.68	0	25344.7	0	0	0	8014.05
