step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.5512	27307.2	0	4979.07	4350.31	0	25094.6	0	0	0	7710.89
2000	2	4.34285	26057.1	0	5158.67	4325.32	0	25690.8	0	0	0	7982.94
3000	3	4.41606	26496.4	0	5182.59	4448.09	0	25373.4	0	0	0	7743.09
4000	4	4.37078	26224.7	0	5301.32	4241.23	0	25563.4	0	0	0	7958.26
5000	5	4.39365	26361.9	0	5289.45	4619.92	0	25224.1	0	0	0	7666.56
6000	6	4.52953	27177.2	0	5374.58	4418.46	0	25446.3	0	0	0	7790.93
7000	7	4.41474	26488.4	0	5502.01	4473.13	0	25853.7	0	0	0	8058.63
8000	8	4.37916	26275	0	5316.83	4400.78	0	25626.9	0	0	0	7899.59
9000	9	4.47844	26870.6	0	5250.03	4453.36	0	25875.6	0	0	0	7557
10000	10	4.4001	26400.6	0	5165.16	4744.6	0	25504.9	0	0	0	8586.42
11000	11	4.44478	26668.7	0	5064.96	4497.01	0	25467.6	0	0	0	7597.33
12000	12	4.43846	26630.8	0	5174.74	4403.07	0	25020.7	0	0	0	8042.82
13000	13	4.37438	26246.3	0	5084.13	4311.11	0	25354.6	0	0	0	7588.54
14000	14	4.44007	26640.4	0	5102.24	4588.15	0	25670.4	0	0	0	8024.73
15000	15	4.41998	26519.9	0	5340.06	4322.03	0	25540.8	0	0	0	7685.66
16000	16	4.42602	26556.1	0	5425.43	4626.77	0	25996.7	0	0	0	8177.08
17000	17	4.41905	26514.3	0	5229.41	4296.4	0	25575	0	0	0	8316.15
18000	18	4.44967	26698	0	5207.98	4368.21	0	25984	0	0	0	7999.39
19000	19	4.41147	26468.8	0	5029.22	4324.99	0	25634	0	0	0	7973.79
20000	20	4.38885	26333.1	0	5273.1	4291.41	0	25558.4	0	0	0	7709.58
21000	21	4.4108	26464.8	0	4982.02	4588.95	0	25751.2	0	0	0	7949.32
