# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
7.220000000000000000e+02 1.278000000000000000e+03 1.564945226917057841e+00 1.860999999999962462e+00 1.564945226917057841e+00 1.189178999999976005e+00
1.231000000000000000e+03 7.690000000000000000e+02 2.600780234070220853e+00 4.144999999999956941e+00 2.600780234070220853e+00 1.593752499999983474e+00
1.392000000000000000e+03 6.100000000000000000e+02 3.278688524590164022e+00 5.722999999999943022e+00 3.278688524590164022e+00 1.745514999999982608e+00
1.478000000000000000e+03 5.250000000000000000e+02 3.809523809523809312e+00 6.854999999999947136e+00 3.809523809523809312e+00 1.799437499999986256e+00
1.527000000000000000e+03 4.760000000000000000e+02 4.201680672268907735e+00 7.967999999999949345e+00 4.201680672268907735e+00 1.896383999999987857e+00
1.554000000000000000e+03 4.490000000000000000e+02 4.454342984409799477e+00 8.814000000000062229e+00 4.454342984409799477e+00 1.978743000000013907e+00
1.574000000000000000e+03 4.290000000000000000e+02 4.662004662004662237e+00 9.376000000000061618e+00 4.662004662004662237e+00 2.011152000000012929e+00
1.593000000000000000e+03 4.100000000000000000e+02 4.878048780487804770e+00 9.951000000000060908e+00 4.878048780487804770e+00 2.039955000000012397e+00
1.605000000000000000e+03 3.980000000000000000e+02 5.025125628140703959e+00 1.020100000000006624e+01 5.025125628140703959e+00 2.029999000000012987e+00
1.615000000000000000e+03 3.880000000000000000e+02 5.154639175257732298e+00 1.050400000000006706e+01 5.154639175257732298e+00 2.037776000000012910e+00
1.624000000000000000e+03 3.790000000000000000e+02 5.277044854881266289e+00 1.087100000000006972e+01 5.277044854881266289e+00 2.060054500000013444e+00
1.637000000000000000e+03 3.660000000000000000e+02 5.464480874316939740e+00 1.110400000000006493e+01 5.464480874316939740e+00 2.032032000000012051e+00
1.653000000000000000e+03 3.500000000000000000e+02 5.714285714285714413e+00 1.151000000000006018e+01 5.714285714285714413e+00 2.014250000000010310e+00
1.665000000000000000e+03 3.380000000000000000e+02 5.917159763313609488e+00 1.179500000000006388e+01 5.917159763313609488e+00 1.993355000000010868e+00
1.673000000000000000e+03 3.310000000000000000e+02 6.042296072507553184e+00 1.221200000000006192e+01 6.042296072507553184e+00 2.021086000000010152e+00
1.680000000000000000e+03 3.240000000000000000e+02 6.172839506172839386e+00 1.260700000000005971e+01 6.172839506172839386e+00 2.042334000000009642e+00
1.682000000000000000e+03 3.220000000000000000e+02 6.211180124223602661e+00 1.278800000000005888e+01 6.211180124223602661e+00 2.058868000000009246e+00
1.691000000000000000e+03 3.130000000000000000e+02 6.389776357827476438e+00 1.351200000000004664e+01 6.389776357827476438e+00 2.114628000000007280e+00
1.695000000000000000e+03 3.090000000000000000e+02 6.472491909385113651e+00 1.415700000000004977e+01 6.472491909385113651e+00 2.187256500000007708e+00
1.701000000000000000e+03 3.030000000000000000e+02 6.600660066006600601e+00 1.445000000000005080e+01 6.600660066006600601e+00 2.189175000000007643e+00
1.702000000000000000e+03 3.020000000000000000e+02 6.622516556291390799e+00 1.479000000000005066e+01 6.622516556291390799e+00 2.233290000000007769e+00
1.707000000000000000e+03 2.970000000000000000e+02 6.734006734006734440e+00 1.550300000000005163e+01 6.734006734006734440e+00 2.302195500000007389e+00
1.714000000000000000e+03 2.900000000000000000e+02 6.896551724137930606e+00 1.608899999999996311e+01 6.896551724137930606e+00 2.332904999999994899e+00
1.718000000000000000e+03 2.860000000000000000e+02 6.993006993006993355e+00 1.638099999999992207e+01 6.993006993006993355e+00 2.342482999999988547e+00
