# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
7.190000000000000000e+02 1.281000000000000000e+03 1.561280249804839926e+00 1.841999999999963666e+00 1.561280249804839926e+00 1.179800999999976785e+00
1.213000000000000000e+03 7.900000000000000000e+02 2.531645569620253333e+00 4.012000000000012889e+00 2.531645569620253333e+00 1.584740000000004922e+00
1.378000000000000000e+03 6.260000000000000000e+02 3.194888178913738219e+00 5.852999999999944691e+00 3.194888178913738219e+00 1.831988999999982548e+00
1.451000000000000000e+03 5.530000000000000000e+02 3.616636528028933206e+00 6.786999999999945743e+00 3.616636528028933206e+00 1.876605499999985049e+00
1.489000000000000000e+03 5.160000000000000000e+02 3.875968992248061795e+00 7.371999999999949260e+00 3.875968992248061795e+00 1.901975999999987010e+00
1.512000000000000000e+03 4.930000000000000000e+02 4.056795131845841951e+00 7.928999999999951420e+00 4.056795131845841951e+00 1.954498499999987926e+00
1.543000000000000000e+03 4.620000000000000000e+02 4.329004329004328966e+00 8.257000000000035200e+00 4.329004329004328966e+00 1.907367000000008250e+00
1.558000000000000000e+03 4.480000000000000000e+02 4.464285714285714413e+00 8.604000000000047166e+00 4.464285714285714413e+00 1.927296000000010556e+00
1.571000000000000000e+03 4.350000000000000000e+02 4.597701149425287070e+00 9.014000000000050861e+00 4.597701149425287070e+00 1.960545000000011084e+00
1.584000000000000000e+03 4.220000000000000000e+02 4.739336492890995345e+00 9.443000000000054683e+00 4.739336492890995345e+00 1.992473000000011485e+00
1.589000000000000000e+03 4.180000000000000000e+02 4.784688995215311103e+00 9.536000000000056431e+00 4.784688995215311103e+00 1.993024000000011675e+00
1.604000000000000000e+03 4.030000000000000000e+02 4.962779156327543184e+00 9.979000000000047166e+00 4.962779156327543184e+00 2.010768500000009507e+00
1.613000000000000000e+03 3.940000000000000000e+02 5.076142131979695549e+00 1.020900000000004582e+01 5.076142131979695549e+00 2.011173000000008759e+00
1.619000000000000000e+03 3.880000000000000000e+02 5.154639175257732298e+00 1.050100000000004918e+01 5.154639175257732298e+00 2.037194000000009275e+00
1.626000000000000000e+03 3.810000000000000000e+02 5.249343832020997525e+00 1.068800000000004857e+01 5.249343832020997525e+00 2.036064000000008978e+00
1.635000000000000000e+03 3.720000000000000000e+02 5.376344086021505042e+00 1.092600000000004457e+01 5.376344086021505042e+00 2.032236000000008591e+00
1.640000000000000000e+03 3.670000000000000000e+02 5.449591280653950598e+00 1.099000000000004462e+01 5.449591280653950598e+00 2.016665000000008146e+00
1.643000000000000000e+03 3.650000000000000000e+02 5.479452054794520244e+00 1.102100000000004165e+01 5.479452054794520244e+00 2.011332500000007517e+00
1.647000000000000000e+03 3.610000000000000000e+02 5.540166204986149978e+00 1.114300000000003976e+01 5.540166204986149978e+00 2.011311500000007246e+00
1.651000000000000000e+03 3.570000000000000000e+02 5.602240896358543054e+00 1.126300000000003720e+01 5.602240896358543054e+00 2.010445500000006991e+00
1.655000000000000000e+03 3.530000000000000000e+02 5.665722379603399084e+00 1.137100000000004130e+01 5.665722379603399084e+00 2.006981500000007301e+00
1.656000000000000000e+03 3.520000000000000000e+02 5.681818181818181657e+00 1.137300000000004019e+01 5.681818181818181657e+00 2.001648000000006977e+00
1.666000000000000000e+03 3.420000000000000000e+02 5.847953216374269125e+00 1.252000000000004931e+01 5.847953216374269125e+00 2.140920000000008372e+00
1.668000000000000000e+03 3.400000000000000000e+02 5.882352941176471006e+00 1.256600000000004869e+01 5.882352941176471006e+00 2.136220000000008223e+00
1.680000000000000000e+03 3.280000000000000000e+02 6.097560975609756184e+00 1.346400000000004837e+01 6.097560975609756184e+00 2.208096000000007830e+00
1.686000000000000000e+03 3.220000000000000000e+02 6.211180124223602661e+00 1.370700000000004515e+01 6.211180124223602661e+00 2.206827000000007200e+00
