step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.44557	26673.4	0	5264.93	4372.25	0	25683.8	0	0	0	8183.54
2000	2	4.35764	26145.8	0	5232.84	4499.57	0	25350.4	0	0	0	8202.7
3000	3	4.42752	26565.1	0	5051.65	4211.51	0	25509.2	0	0	0	8081.97
4000	4	4.37912	26274.7	0	4920.25	4432.69	0	24964.6	0	0	0	7371.02
5000	5	4.48121	26887.2	0	5008.71	4523.13	0	25673.9	0	0	0	7995.94
6000	6	4.42233	26534	0	5233.99	4561.42	0	25473.7	0	0	0	7923.84
7000	7	4.45378	26722.7	0	5072.07	4390.16	0	25700.7	0	0	0	7779.41
8000	8	4.36283	26177	0	5266.57	4378.83	0	25466.1	0	0	0	7900.61
9000	9	4.34649	26078.9	0	5559.18	4349.92	0	25424.8	0	0	0	7860.75
10000	10	4.43637	26618.2	0	5401.58	4269.81	0	25398.9	0	0	0	7438.37
11000	11	4.41321	26479.3	0	5174.37	4489.44	0	25724.2	0	0	0	8860.2
12000	12	4.50461	27027.7	0	5421.67	4429.02	0	25616.4	0	0	0	7685.51
13000	13	4.42498	26549.9	0	5184.98	4438.39	0	25547	0	0	0	7639.98
14000	14	4.35702	26142.1	0	5270.33	4696.39	0	25498.3	0	0	0	7826.88
15000	15	4.35511	26130.7	0	5261.7	4468.83	0	25847.2	0	0	0	7588.06
16000	16	4.53949	27237	0	5275.84	4410.02	0	25498.7	0	0	0	7895.38
17000	17	4.50372	27022.3	0	5204.6	4176.41	0	25390.8	0	0	0	7840.68
18000	18	4.45679	26740.7	0	5156.39	4499.93	0	25741.1	0	0	0	7884.49
19000	19	4.45868	26752.1	0	5186.66	4671.52	0	25498.9	0	0	0	8220.09
20000	20	4.4529	26717.4	0	5273.74	4327.75	0	25694.2	0	0	0	7549.83
21000	21	4.42284	26537.1	0	5384.91	4526.45	0	25776.3	0	0	0	7892.33
22000	22	4.41881	26512.9	0	5189.94	4361.26	0	25694.5	0	0	0	7791.85
23000	23	4.48754	26925.2	0	5659.14	4395.6	0	25753.9	0	0	0	11748.4
24000	24	4.50096	27005.8	0	5454.49	4361.03	0	25705.3	0	0	0	7110.1
25000	25	4.50005	27000.3	0	5178.48	4412.88	0	25254.7	0	0	0	8429.83
26000	26	4.47878	26872.7	0	5029.86	4605.44	0	25785.4	0	0	0	7912.37
27000	27	4.34647	26078.8	0	5283.56	4532.86	0	25838	0	0	0	7886.96
28000	28	4.3898	26338.8	0	5080.29	4542.84	0	25423.2	0	0	0	7854.33
29000	29	4.32896	25973.8	0	5130.37	4351.77	0	25849.9	0	0	0	8753.37
30000	30	4.39047	26342.8	0	5406.3	4420.88	0	25586.8	0	0	0	8433.49
31000	31	4.38529	26311.7	0	5011.64	4425.91	0	25570.2	0	0	0	8103.52
32000	32	4.48346	26900.7	0	5321.1	4644.78	0	25460.2	0	0	0	7686.67
33000	33	4.33635	26018.1	0	5490.12	4415.69	0	25647.6	0	0	0	9220.37
34000	34	4.53901	27234.1	0	5096.58	4397.58	0	25639.1	0	0	0	7833.08
35000	35	4.39685	26381.1	0	5233.12	4401.69	0	25555.6	0	0	0	7487.81
36000	36	4.31973	25918.4	0	5078.29	4580.62	0	25806.9	0	0	0	7661.28
37000	37	4.4357	26614.2	0	5074.25	3977.85	0	25580.7	0	0	0	7763.97
38000	38	4.40592	26435.5	0	5110.9	4369.25	0	25907.4	0	0	0	7481.99
39000	39	4.45887	26753.2	0	5181.93	4306.94	0	25577.7	0	0	0	7732.15
40000	40	4.4149	26489.4	0	5088.93	4450.98	0	25573	0	0	0	7771.74
41000	41	4.42333	26540	0	5133.85	4629.89	0	25379.8	0	0	0	7698.97
42000	42	4.44436	26666.1	0	4974.76	4373.31	0	25400.9	0	0	0	7423.37
43000	43	4.39807	26388.4	0	5423.42	4609.13	0	25550.5	0	0	0	7560.19
44000	44	4.40315	26418.9	0	5409.27	4417.4	0	25565.3	0	0	0	8003.13
45000	45	4.42028	26521.7	0	5358.82	4555.72	0	25645.7	0	0	0	7749.35
46000	46	4.46753	26805.2	0	5108.17	4496.8	0	25285.7	0	0	0	7548.03
47000	47	4.49012	26940.7	0	5183.19	4386.04	0	25446.2	0	0	0	7898.84
48000	48	4.45014	26700.8	0	5400.08	4273.89	0	25025.3	0	0	0	7945.57
49000	49	4.41258	26475.5	0	5228.94	4421.89	0	25167.8	0	0	0	7797.44
50000	50	4.37302	26238.1	0	5031.66	4370.99	0	25400.5	0	0	0	7815.69
51000	51	4.33344	26000.6	0	5159.49	4427	0	25315.7	0	0	0	7581.62
52000	52	4.41529	26491.8	0	5463.63	4386.82	0	25435.6	0	0	0	7549.4
53000	53	4.37243	26234.6	0	5249.04	4405.37	0	25778.5	0	0	0	8183.42
54000	54	4.44862	26691.7	0	5032.26	4419.18	0	25933.8	0	0	0	7781.32
55000	55	4.46083	26765	0	5131.53	4579.96	0	25546.6	0	0	0	8010.28
56000	56	4.47493	26849.6	0	5206.53	4493.91	0	25948.3	0	0	0	8116.03
57000	57	4.40629	26437.7	0	4937.46	4353.69	0	25716.6	0	0	0	8079.01
58000	58	4.4459	26675.4	0	5163.72	4355.01	0	25495.3	0	0	0	7817.23
59000	59	4.33419	26005.1	0	5046.79	4509.73	0	25674.5	0	0	0	7568.03
60000	60	4.42049	26523	0	5265.2	4419.44	0	25490.5	0	0	0	8405.37
61000	61	4.40171	26410.3	0	5298.97	4676.56	0	25425.9	0	0	0	7739.74
62000	62	4.42887	26573.2	0	5240.75	4554.05	0	25496	0	0	0	7628.69
63000	63	4.47945	26876.7	0	5252.9	4431.8	0	25313.6	0	0	0	7387.83
64000	64	4.47801	26868.1	0	5137.65	4482.55	0	25218.8	0	0	0	7859.08
65000	65	4.44863	26691.8	0	5206.28	4175.67	0	25766.8	0	0	0	7599.7
66000	66	4.48198	26891.9	0	5089.7	4499.45	0	25528.6	0	0	0	7893.28
67000	67	4.49875	26992.5	0	5316.75	4439.87	0	25721.1	0	0	0	7680.37
68000	68	4.39847	26390.8	0	5022.63	4547.47	0	25393	0	0	0	7335.03
69000	69	4.41916	26515	0	5049.04	4371.41	0	25702.8	0	0	0	7816.69
70000	70	4.48336	26900.1	0	5073.39	4570.59	0	25612.3	0	0	0	7768.57
71000	71	4.54884	27293	0	5258.58	4463.28	0	25468.2	0	0	0	8064.12
72000	72	4.36661	26199.7	0	5256.39	4410.5	0	25751.3	0	0	0	7452.25
73000	73	4.52365	27141.9	0	5291.8	4462.99	0	26033.7	0	0	0	7745.06
74000	74	4.41608	26496.5	0	5079.63	4421.58	0	26033.2	0	0	0	7807.16
75000	75	4.35598	26135.9	0	5364.4	4258.27	0	25649.1	0	0	0	7735.45
76000	76	4.4128	26476.8	0	5203.83	4570.25	0	25640.9	0	0	0	7943.66
77000	77	4.46685	26801.1	0	5000.17	4318.77	0	25036.5	0	0	0	7796.24
78000	78	4.39925	26395.5	0	5324.47	4475.84	0	25423.9	0	0	0	7686.27
79000	79	4.43626	26617.6	0	5246.13	4582.02	0	25397.1	0	0	0	7681.03
80000	80	4.37941	26276.5	0	5075.15	4508.73	0	25562.3	0	0	0	7655.4
81000	81	4.47016	26821	0	5272.2	4614.5	0	25640.7	0	0	0	7517.61
82000	82	4.37103	26226.2	0	5088.69	4306.41	0	26251.7	0	0	0	7844.5
83000	83	4.43053	26583.2	0	5017.68	4235.83	0	26043.6	0	0	0	7781.04
84000	84	4.53984	27239	0	5536.2	4390.58	0	25574	0	0	0	7860.64
85000	85	4.36721	26203.3	0	5210.73	4485.32	0	25601.2	0	0	0	8085.95
86000	86	4.46892	26813.5	0	5219.57	4435.48	0	25516.1	0	0	0	7633.5
87000	87	4.50427	27025.6	0	5449.76	4112.48	0	25603.2	0	0	0	7633.78
88000	88	4.42879	26572.7	0	5279.39	4478.36	0	25960.4	0	0	0	7925.89
89000	89	4.46909	26814.6	0	5229.66	4684.21	0	25512.1	0	0	0	8132.09
90000	90	4.44408	26664.5	0	5405.72	4536.79	0	25749.8	0	0	0	8130.79
91000	91	4.42531	26551.8	0	5095.82	4406.28	0	25779.1	0	0	0	8417.08
92000	92	4.39703	26382.2	0	5050.03	4560.21	0	25597.1	0	0	0	7739.39
93000	93	4.50111	27006.7	0	5237.54	4536.35	0	25641.8	0	0	0	7709.93
94000	94	4.49137	26948.2	0	5269.55	4500.07	0	25386.4	0	0	0	7558.16
95000	95	4.36592	26195.5	0	5384.85	4666.07	0	25656.2	0	0	0	8387.27
96000	96	4.47259	26835.5	0	5192.72	4305.8	0	25832.9	0	0	0	7852.2
97000	97	4.55984	27359	0	5222.55	4498.15	0	25882.3	0	0	0	7828.15
98000	98	4.29834	25790	0	5375.87	4438.23	0	25311.6	0	0	0	7902.24
99000	99	4.48927	26935.6	0	5059.19	4488.62	0	25456.9	0	0	0	7873.91
100000	100	4.41329	26479.7	0	5223.95	4452.54	0	25513.3	0	0	0	7905.02
101000	101	4.46188	26771.3	0	5306.47	4465.02	0	25066.3	0	0	0	7795.19
102000	102	4.37099	26225.9	0	5079.38	4478.83	0	25779.8	0	0	0	7931.99
103000	103	4.49648	26978.9	0	5066.51	4582.18	0	25617	0	0	0	7403.96
104000	104	4.35377	26122.6	0	5068.41	4392.41	0	25458.8	0	0	0	7641.95
105000	105	4.48895	26933.7	0	5236.81	4431.57	0	25186.8	0	0	0	7890.86
106000	106	4.45994	26759.7	0	5209.37	4364.78	0	25359.9	0	0	0	7941.59
107000	107	4.41202	26472.1	0	5138.9	4508.41	0	25840	0	0	0	7640.67
108000	108	4.44409	26664.5	0	5176.85	4494.64	0	25648	0	0	0	8042.46
109000	109	4.44354	26661.3	0	5404.43	4326.01	0	25823.3	0	0	0	7613.34
110000	110	4.45744	26744.7	0	5636.47	4370.41	0	25891.2	0	0	0	7359.75
111000	111	4.4275	26565	0	5231.97	4399.49	0	25745.6	0	0	0	7926.46
112000	112	4.38977	26338.6	0	5206.99	4525.49	0	25401.3	0	0	0	7951.76
113000	113	4.42049	26522.9	0	5362.42	4694.83	0	25591.9	0	0	0	7865.66
114000	114	4.29457	25767.4	0	5496.93	4388.31	0	25456.6	0	0	0	7854.35
115000	115	4.44573	26674.4	0	5141.32	4533.97	0	25690.2	0	0	0	7803.94
116000	116	4.39855	26391.3	0	4876.34	4226.77	0	25547	0	0	0	7621.5
117000	117	4.41471	26488.2	0	5089.98	4344.68	0	25790.1	0	0	0	7967.61
118000	118	4.48152	26889.1	0	5041.91	4334.76	0	25551.9	0	0	0	7665.46
119000	119	4.41187	26471.2	0	5355.6	4547.23	0	25192.2	0	0	0	8001.85
120000	120	4.38832	26329.9	0	5296.72	4607.85	0	25281.1	0	0	0	8142.75
121000	121	4.40906	26454.4	0	5113.17	4495.43	0	25349.5	0	0	0	9653.02
122000	122	4.43494	26609.7	0	5185.26	4459.54	0	25969.4	0	0	0	8196.38
123000	123	4.4923	26953.8	0	5264.74	4248.27	0	25685.4	0	0	0	8005.24
124000	124	4.33707	26022.4	0	5032.33	4329.65	0	25592.9	0	0	0	7790.52
125000	125	4.42354	26541.2	0	5077.63	4472.63	0	26082.1	0	0	0	8239.82
