step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.49748	26984.9	0	5206.37	4399.38	0	25675.5	0	0	0	7364.11
2000	2	4.41255	26475.3	0	5134.9	4494.41	0	25130.1	0	0	0	7624.72
3000	3	4.45906	26754.3	0	5181.53	4420	0	25855.1	0	0	0	8063.18
4000	4	4.40212	26412.7	0	5469.93	4406.75	0	26049.6	0	0	0	7620.72
5000	5	4.47615	26856.9	0	5137.63	4556.82	0	25729.8	0	0	0	7405.64
6000	6	4.45313	26718.8	0	5236.77	4233.65	0	25788.8	0	0	0	7693.9
7000	7	4.46591	26795.4	0	5376.11	4282.87	0	25584.5	0	0	0	7498.21
8000	8	4.41861	26511.7	0	5260.44	4397.3	0	25165.4	0	0	0	7674.59
9000	9	4.46703	26802.2	0	5371.87	4462.37	0	25684.1	0	0	0	8395.67
10000	10	4.44701	26682.1	0	5128.07	4362.49	0	25628	0	0	0	8122.44
11000	11	4.37549	26252.9	0	5089.32	4455.74	0	25496.8	0	0	0	7701.6
12000	12	4.4449	26669.4	0	5079.49	4646.65	0	25312.3	0	0	0	7537.3
13000	13	4.49697	26981.8	0	5338	4712.73	0	25456.5	0	0	0	7504.55
14000	14	4.41068	26464.1	0	5443.69	4497.71	0	25662.7	0	0	0	7363.64
15000	15	4.58066	27484	0	5442.2	4600.49	0	25452.9	0	0	0	7835.98
16000	16	4.43526	26611.6	0	5292.52	4352.17	0	25327.2	0	0	0	7718.43
17000	17	4.39484	26369	0	5293.47	4347.25	0	25430.8	0	0	0	7909.14
18000	18	4.45974	26758.4	0	5217.67	4518.92	0	25610.4	0	0	0	8425.59
19000	19	4.40684	26441	0	5070.78	4477.11	0	25612.5	0	0	0	7777.24
20000	20	4.38854	26331.3	0	5125.1	4401.71	0	25948.1	0	0	0	7826.64
21000	21	4.48595	26915.7	0	5228.68	4771.19	0	25561.1	0	0	0	7765.04
22000	22	4.50242	27014.5	0	5039.09	4345.96	0	26310.1	0	0	0	7872.9
23000	23	4.48745	26924.7	0	5221.88	4424.73	0	25690.6	0	0	0	9613.62
24000	24	4.40939	26456.3	0	5022.23	4398.09	0	25399.7	0	0	0	7748.62
25000	25	4.4356	26613.6	0	5323.21	4489.82	0	25647.1	0	0	0	7652.88
26000	26	4.33919	26035.1	0	5094.99	4353.28	0	25657.1	0	0	0	7783.7
27000	27	4.408	26448	0	5459.9	4382.55	0	25411.7	0	0	0	8003.26
28000	28	4.44792	26687.5	0	4913.44	4772.1	0	25397.8	0	0	0	8281.05
29000	29	4.44086	26645.2	0	5635.57	4642.54	0	25390.5	0	0	0	7582.47
30000	30	4.45939	26756.4	0	5435.41	4546.72	0	25770.9	0	0	0	7320.87
31000	31	4.40128	26407.7	0	5091.66	4329.17	0	25652.3	0	0	0	8087.49
32000	32	4.45028	26701.7	0	5422.57	4384.72	0	25588.4	0	0	0	7675.19
33000	33	4.38465	26307.9	0	5113.7	4540.86	0	25316.4	0	0	0	7942.85
34000	34	4.397	26382	0	5029.73	4222.29	0	25737.7	0	0	0	7357.71
35000	35	4.30379	25822.8	0	5110.67	4265.76	0	25566.3	0	0	0	7983.69
36000	36	4.47134	26828.1	0	5169.4	4469.37	0	25511	0	0	0	8022.28
37000	37	4.5309	27185.4	0	5155.44	4563.5	0	25790.4	0	0	0	7579.52
