# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
7.140000000000000000e+02 1.286000000000000000e+03 1.555209953343701379e+00 1.840999999999962222e+00 1.555209953343701379e+00 1.183762999999975696e+00
1.219000000000000000e+03 7.820000000000000000e+02 2.557544757033248128e+00 4.095999999999962782e+00 2.557544757033248128e+00 1.601535999999985416e+00
1.375000000000000000e+03 6.260000000000000000e+02 3.194888178913738219e+00 5.807999999999942986e+00 3.194888178913738219e+00 1.817903999999981979e+00
1.447000000000000000e+03 5.540000000000000000e+02 3.610108303249097261e+00 6.842999999999949345e+00 3.610108303249097261e+00 1.895510999999986179e+00
1.486000000000000000e+03 5.150000000000000000e+02 3.883495145631068013e+00 7.467999999999950234e+00 3.883495145631068013e+00 1.923009999999987230e+00
1.521000000000000000e+03 4.800000000000000000e+02 4.166666666666666963e+00 8.029000000000001691e+00 4.166666666666666963e+00 1.926960000000000228e+00
1.545000000000000000e+03 4.560000000000000000e+02 4.385964912280702066e+00 8.636000000000073840e+00 4.385964912280702066e+00 1.969008000000016745e+00
1.569000000000000000e+03 4.320000000000000000e+02 4.629629629629629761e+00 9.053000000000073655e+00 4.629629629629629761e+00 1.955448000000015840e+00
1.586000000000000000e+03 4.150000000000000000e+02 4.819277108433735357e+00 9.464000000000066137e+00 4.819277108433735357e+00 1.963780000000013626e+00
1.602000000000000000e+03 3.990000000000000000e+02 5.012531328320801727e+00 9.815000000000061675e+00 5.012531328320801727e+00 1.958092500000012448e+00
1.614000000000000000e+03 3.880000000000000000e+02 5.154639175257732298e+00 1.004600000000005977e+01 5.154639175257732298e+00 1.948924000000011425e+00
1.620000000000000000e+03 3.820000000000000000e+02 5.235602094240837445e+00 1.029600000000005977e+01 5.235602094240837445e+00 1.966536000000011608e+00
1.628000000000000000e+03 3.740000000000000000e+02 5.347593582887700592e+00 1.100000000000006395e+01 5.347593582887700592e+00 2.057000000000011930e+00
1.629000000000000000e+03 3.730000000000000000e+02 5.361930294906166239e+00 1.100400000000006351e+01 5.361930294906166239e+00 2.052246000000011783e+00
1.637000000000000000e+03 3.650000000000000000e+02 5.479452054794520244e+00 1.186200000000006582e+01 5.479452054794520244e+00 2.164815000000011924e+00
1.645000000000000000e+03 3.570000000000000000e+02 5.602240896358543054e+00 1.233700000000006725e+01 5.602240896358543054e+00 2.202154500000012227e+00
1.652000000000000000e+03 3.500000000000000000e+02 5.714285714285714413e+00 1.260500000000006438e+01 5.714285714285714413e+00 2.205875000000011354e+00
1.658000000000000000e+03 3.440000000000000000e+02 5.813953488372092693e+00 1.332100000000006723e+01 5.813953488372092693e+00 2.291212000000011795e+00
1.664000000000000000e+03 3.380000000000000000e+02 5.917159763313609488e+00 1.351500000000006629e+01 5.917159763313609488e+00 2.284035000000011362e+00
1.668000000000000000e+03 3.340000000000000000e+02 5.988023952095808511e+00 1.370300000000006868e+01 5.988023952095808511e+00 2.288401000000011454e+00
1.674000000000000000e+03 3.280000000000000000e+02 6.097560975609756184e+00 1.409300000000006747e+01 6.097560975609756184e+00 2.311252000000011186e+00
1.676000000000000000e+03 3.260000000000000000e+02 6.134969325153374342e+00 1.420900000000006891e+01 6.134969325153374342e+00 2.316067000000010978e+00
1.680000000000000000e+03 3.220000000000000000e+02 6.211180124223602661e+00 1.434900000000006770e+01 6.211180124223602661e+00 2.310189000000010928e+00
