step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.45755	26745.3	0	5154.39	4292.78	0	25436.4	0	0	0	7360.7
2000	2	4.43786	26627.2	0	5187.1	4476.65	0	25380.4	0	0	0	7552.26
3000	3	4.47212	26832.7	0	5427.76	4683.06	0	25626.7	0	0	0	7943.84
4000	4	4.41683	26501	0	5290.16	4244	0	25474.4	0	0	0	7847.49
5000	5	4.35685	26141.1	0	5209.48	4623.18	0	25212.4	0	0	0	7988.6
6000	6	4.53394	27203.7	0	5380.17	4348.03	0	26060.1	0	0	0	8882.76
7000	7	4.35091	26105.5	0	4939.46	4646.85	0	25702.4	0	0	0	7804.82
8000	8	4.49883	26993	0	5075.59	4224.99	0	25628.6	0	0	0	7826.46
9000	9	4.4616	26769.6	0	5098.81	4338.35	0	25940	0	0	0	7720.95
10000	10	4.41403	26484.2	0	5045.12	4472.99	0	25539.2	0	0	0	8133.47
11000	11	4.4779	26867.4	0	5086.96	4427.66	0	25585.2	0	0	0	7589.15
12000	12	4.42406	26544.4	0	5240.71	4491.07	0	25199.7	0	0	0	7534.49
13000	13	4.36471	26188.3	0	5463.88	4287.92	0	25454.6	0	0	0	7916.3
14000	14	4.39311	26358.7	0	5012.13	4513.61	0	25601.8	0	0	0	7648.97
15000	15	4.47175	26830.5	0	4984.12	4280.18	0	25349.3	0	0	0	8285.93
16000	16	4.46781	26806.9	0	5271.4	4397.76	0	25347	0	0	0	7933.72
17000	17	4.40214	26412.8	0	5502.26	4328.94	0	25314.5	0	0	0	7711.4
18000	18	4.3791	26274.6	0	5311.53	4467.59	0	24866.7	0	0	0	8084.37
19000	19	4.45259	26715.5	0	5093.13	4381.21	0	24861.1	0	0	0	7550.26
20000	20	4.42359	26541.6	0	4938.01	4481.55	0	25762.3	0	0	0	7914.87
21000	21	4.46338	26780.3	0	4990.71	4499.61	0	25452.3	0	0	0	7925.97
22000	22	4.52467	27148	0	5209.64	4689.11	0	25193	0	0	0	7460.83
23000	23	4.4078	26446.8	0	5215.07	4621.56	0	25222	0	0	0	7985.53
24000	24	4.50307	27018.4	0	5143.91	4512.4	0	25301.4	0	0	0	7603.18
25000	25	4.50327	27019.6	0	5048.25	4506.09	0	25345.8	0	0	0	7935.56
26000	26	4.43679	26620.8	0	5287.28	4382.74	0	25471.1	0	0	0	7744.37
27000	27	4.45438	26726.3	0	5049.63	4605.51	0	25523.2	0	0	0	7989.93
28000	28	4.39855	26391.3	0	5111.94	4539.75	0	25696.9	0	0	0	7684.05
