step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.35879	26152.7	0	4934.77	4655.19	0	25172.4	0	0	0	7615.89
2000	2	4.52152	27129.1	0	5289.03	4610.31	0	25813.4	0	0	0	8291.55
3000	3	4.40656	26439.3	0	5018.36	4770.55	0	25948.6	0	0	0	7645.82
4000	4	4.424	26544	0	4943.32	4289.33	0	25923	0	0	0	7533.97
5000	5	4.39267	26356	0	5420.53	4544.58	0	25306.5	0	0	0	7700.64
6000	6	4.38515	26310.9	0	5347.35	4148.1	0	25648.1	0	0	0	8198.66
7000	7	4.47058	26823.5	0	5443.85	4535.15	0	25433.8	0	0	0	8009.64
8000	8	4.47586	26855.2	0	5270.35	4412.63	0	25458.3	0	0	0	8098.86
9000	9	4.44602	26676.1	0	5221.62	4350.04	0	25733.9	0	0	0	7553.12
10000	10	4.46585	26795.1	0	5344.7	4163.01	0	25705.9	0	0	0	7745.09
11000	11	4.55823	27349.4	0	5418.07	4466.26	0	25652.7	0	0	0	8000.86
12000	12	4.43018	26581.1	0	4955	4365.4	0	25580.3	0	0	0	7721.47
13000	13	4.46987	26819.2	0	5317.24	4495.42	0	25287.7	0	0	0	7986
14000	14	4.4078	26446.8	0	5039.02	4595.03	0	25314.4	0	0	0	8041.41
15000	15	4.26699	25602	0	5251.39	4291.37	0	25312	0	0	0	7593.04
16000	16	4.41557	26493.4	0	5067.46	4628.48	0	25683.9	0	0	0	8455.48
17000	17	4.42689	26561.4	0	5380.53	4254.77	0	25396.3	0	0	0	7784.43
18000	18	4.51766	27106	0	5039.09	4511.59	0	26041.4	0	0	0	8380.49
19000	19	4.49189	26951.4	0	5069.29	4405.59	0	25826.7	0	0	0	7451.38
20000	20	4.347	26082	0	5243.7	4369.45	0	25624.2	0	0	0	7888.93
21000	21	4.35037	26102.2	0	5209.33	4401.73	0	25651.8	0	0	0	8143.57
22000	22	4.48145	26888.7	0	5317.66	4309.94	0	25619.9	0	0	0	8210.37
23000	23	4.39278	26356.7	0	5168.03	4473.88	0	25263.2	0	0	0	8241.34
24000	24	4.48247	26894.8	0	5049.61	4400.05	0	25654.8	0	0	0	8227.28
25000	25	4.50161	27009.6	0	5330.7	4544.04	0	25182.6	0	0	0	7636.08
26000	26	4.45873	26752.4	0	5305.32	4248.67	0	25378.7	0	0	0	7550.41
27000	27	4.48002	26880.1	0	5241.2	4325.38	0	25917.5	0	0	0	7810.35
28000	28	4.42659	26559.5	0	5260.14	4376	0	25841.8	0	0	0	7948.59
29000	29	4.43703	26622.2	0	5174.28	4311.55	0	25657.7	0	0	0	8039.74
30000	30	4.32521	25951.3	0	5075.26	4714.57	0	25499.8	0	0	0	7678.39
31000	31	4.48659	26919.5	0	5055.81	4499.06	0	25715.7	0	0	0	7845.83
32000	32	4.34559	26073.6	0	5056.3	4406.35	0	26098.2	0	0	0	7803.93
33000	33	4.36528	26191.7	0	5206.92	4508.58	0	25630.1	0	0	0	7988.56
34000	34	4.45725	26743.5	0	5207.33	4279.71	0	25877	0	0	0	8247.48
35000	35	4.50018	27001.1	0	5214.91	4470.37	0	25630.3	0	0	0	8152.69
36000	36	4.38893	26333.6	0	5246.3	4653.38	0	25704.7	0	0	0	7611.31
37000	37	4.44698	26681.9	0	5301.44	4567.24	0	25814.2	0	0	0	7633.64
38000	38	4.39668	26380.1	0	5147.32	4466.93	0	25540.4	0	0	0	7971.11
39000	39	4.49443	26966.6	0	5138.06	4332.15	0	25335.3	0	0	0	7937.9
40000	40	4.47372	26842.3	0	5114.25	4358.96	0	26002.6	0	0	0	7812.77
41000	41	4.4779	26867.4	0	5163.29	4376.89	0	25386.6	0	0	0	8026.87
42000	42	4.35096	26105.7	0	5432.38	4479.8	0	25079.7	0	0	0	7811.37
43000	43	4.40558	26433.5	0	5446.46	4368.35	0	25495.8	0	0	0	7807.01
44000	44	4.52479	27148.8	0	5286.87	4424.55	0	25640.2	0	0	0	8005.49
45000	45	4.39521	26371.2	0	5085.74	4145.44	0	25233.6	0	0	0	7582.62
46000	46	4.47162	26829.7	0	5337.28	4599.88	0	25056.5	0	0	0	7508.75
47000	47	4.39793	26387.6	0	5474.29	4134.57	0	25740.2	0	0	0	8154.44
48000	48	4.34338	26060.3	0	5158.98	4322.81	0	26059.1	0	0	0	7648.83
49000	49	4.41123	26467.4	0	5298.28	4498.1	0	25309.3	0	0	0	8445.88
50000	50	4.44589	26675.3	0	4996.76	4479.75	0	25435	0	0	0	8440.02
51000	51	4.47094	26825.7	0	5116.89	4495.1	0	25520.1	0	0	0	7833.57
