step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.56488	27389.3	0	5305.68	4510.46	0	25305.7	0	0	0	7903.92
2000	2	4.45541	26732.5	0	5412.43	4577.8	0	25250.1	0	0	0	8324.03
3000	3	4.36483	26189	0	5446.82	4303.17	0	25129	0	0	0	7834.11
4000	4	4.51309	27078.5	0	5407.21	4404.14	0	25490	0	0	0	7640.02
5000	5	4.42623	26557.4	0	5283.8	4435.24	0	25951.7	0	0	0	7931.82
6000	6	4.50069	27004.2	0	4999.22	4840.88	0	25687.6	0	0	0	7703.63
7000	7	4.34293	26057.6	0	5192.42	4314.3	0	25592.7	0	0	0	7387.7
8000	8	4.46173	26770.4	0	4933.18	4278.17	0	25253.9	0	0	0	7780.19
9000	9	4.44384	26663.1	0	5146.39	4361.63	0	25657.4	0	0	0	8053.75
10000	10	4.44614	26676.8	0	5343.29	4546.78	0	25405.3	0	0	0	8269.96
11000	11	4.48726	26923.5	0	5512.34	4658.07	0	25567.9	0	0	0	7819.86
12000	12	4.4328	26596.8	0	5472.92	4659.94	0	25433.4	0	0	0	8073.25
13000	13	4.36246	26174.8	0	5202.93	4558.11	0	25541.8	0	0	0	7733.58
14000	14	4.35426	26125.6	0	5259.06	4288.8	0	25819.5	0	0	0	7489.17
15000	15	4.40439	26426.3	0	5032.96	4435.47	0	25640.6	0	0	0	8138.18
16000	16	4.3628	26176.8	0	5182.12	4486.03	0	25759.7	0	0	0	7624.66
17000	17	4.4718	26830.8	0	5557.8	4427.57	0	25625.8	0	0	0	17613.3
18000	18	4.42378	26542.7	0	5164.27	4199.7	0	26110.8	0	0	0	10910.2
19000	19	4.52233	27134	0	5303.72	4331.77	0	25844.7	0	0	0	7553.86
20000	20	4.42992	26579.5	0	5002.83	4398.41	0	25654.1	0	0	0	7531.08
21000	21	4.48684	26921	0	5323.87	4568.83	0	25771.9	0	0	0	7698.71
