step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.41864	26511.8	0	5369.5	4775.89	0	25818.2	0	0	0
2000	2	4.36616	26197	0	5137.3	4679.83	0	25846.2	0	0	0
3000	3	4.41703	26502.2	0	5402.65	4458.43	0	25541.7	0	0	0
4000	4	4.43605	26616.3	0	5175.9	4716.67	0	25754.1	0	0	0
5000	5	4.42577	26554.6	0	5475.12	4447.51	0	25226.4	0	0	0
6000	6	4.369	26214	0	5437.44	4347.75	0	25761.8	0	0	0
7000	7	4.43006	26580.3	0	5322.15	4286.99	0	25943.2	0	0	0
8000	8	4.4284	26570.4	0	5347.95	4342.78	0	25824.2	0	0	0
9000	9	4.56611	27396.6	0	5120.26	4328.56	0	25631	0	0	0
10000	10	4.49483	26969	0	5462.57	4285.13	0	25566.1	0	0	0
11000	11	4.32908	25974.5	0	5241.14	4603.65	0	25709.7	0	0	0
12000	12	4.51279	27076.7	0	5164.64	4199.16	0	25690.6	0	0	0
13000	13	4.36903	26214.2	0	5226.94	4342	0	25651.9	0	0	0
14000	14	4.41927	26515.6	0	5396.42	4199.13	0	25584.7	0	0	0
15000	15	4.50587	27035.2	0	5271.79	4537.99	0	25434.9	0	0	0
16000	16	4.41481	26488.9	0	5284.58	4378.8	0	25650.8	0	0	0
17000	17	4.36977	26218.6	0	4890.33	4366.45	0	25543.6	0	0	0
18000	18	4.44895	26693.7	0	5386.18	4517.58	0	25195.1	0	0	0
19000	19	4.32196	25931.8	0	5193.16	4329.39	0	25644.7	0	0	0
20000	20	4.45182	26710.9	0	5290.11	4288.01	0	25213.7	0	0	0
21000	21	4.39044	26342.7	0	5118.84	4483.63	0	25704	0	0	0
22000	22	4.37852	26271.1	0	5171.38	4539.37	0	25751.4	0	0	0
23000	23	4.41102	26466.1	0	4910.61	4538.48	0	25801.6	0	0	0
24000	24	4.34485	26069.1	0	5356.16	4372.3	0	25626.5	0	0	0
25000	25	4.36281	26176.9	0	5279.63	4445.97	0	25588	0	0	0
26000	26	4.47003	26820.2	0	5031.72	4541.31	0	25687	0	0	0
27000	27	4.45708	26742.5	0	5278.46	4590.09	0	25515.5	0	0	0
28000	28	4.44883	26693	0	5083.98	4245.2	0	25631.9	0	0	0
29000	29	4.42808	26568.5	0	5190.74	4271.2	0	25597.6	0	0	0
30000	30	4.39112	26346.7	0	5140.94	4738.09	0	25431.2	0	0	0
31000	31	4.42172	26530.3	0	5197.07	4411.15	0	25422.1	0	0	0
32000	32	4.37347	26240.8	0	5413.43	4487.13	0	25110.5	0	0	0
33000	33	4.33409	26004.6	0	5065.58	4598.52	0	25392.3	0	0	0
34000	34	4.45992	26759.5	0	5266.17	4424.89	0	25101.8	0	0	0
35000	35	4.45967	26758	0	5334.04	4335.21	0	25695.1	0	0	0
36000	36	4.31596	25895.7	0	5091.23	4359.31	0	25497.7	0	0	0
37000	37	4.43195	26591.7	0	5341.14	4455.97	0	25625.5	0	0	0
38000	38	4.28514	25710.9	0	5260.11	4231.47	0	25429.5	0	0	0
39000	39	4.43974	26638.5	0	5277.34	4786.23	0	25365.8	0	0	0
40000	40	4.43784	26627	0	5163.02	4476.42	0	25419.2	0	0	0
41000	41	4.39937	26396.2	0	5307.51	4496.83	0	25360	0	0	0
42000	42	4.47349	26840.9	0	5212.67	4345.8	0	25562.4	0	0	0
43000	43	4.40936	26456.2	0	5140.37	4458.33	0	25186.2	0	0	0
44000	44	4.47193	26831.6	0	5083.39	4571.84	0	25895.7	0	0	0
45000	45	4.36275	26176.5	0	4887.99	4428.6	0	25232	0	0	0
46000	46	4.36246	26174.8	0	5010.66	4646.94	0	26001.7	0	0	0
47000	47	4.29602	25776.1	0	5171.38	4458.94	0	25727.8	0	0	0
48000	48	4.46852	26811.1	0	5123.62	4599.44	0	25832.8	0	0	0
49000	49	4.40999	26459.9	0	5113.47	4425.08	0	25741.2	0	0	0
50000	50	4.48463	26907.8	0	5358.54	4335.24	0	26042.1	0	0	0
51000	51	4.36284	26177	0	5228.49	4230.04	0	25721.1	0	0	0
52000	52	4.49892	26993.5	0	4976.49	4636.85	0	25887.5	0	0	0
53000	53	4.45979	26758.7	0	5278.93	4279.1	0	25368.4	0	0	0
54000	54	4.41482	26488.9	0	5338.76	4404.5	0	25501.5	0	0	0
55000	55	4.33804	26028.2	0	5005.17	4541.55	0	25548.4	0	0	0
56000	56	4.49812	26988.7	0	4954.67	4290.46	0	25426.5	0	0	0
57000	57	4.40952	26457.1	0	5207.28	4541.47	0	25479.2	0	0	0
58000	58	4.43156	26589.3	0	5046.18	4211.86	0	25358.7	0	0	0
59000	59	4.44378	26662.7	0	5391.46	4487.8	0	25802	0	0	0
60000	60	4.43169	26590.1	0	5361.53	4523.35	0	25826.1	0	0	0
61000	61	4.58984	27539	0	4876.44	4723.15	0	25454.7	0	0	0
62000	62	4.35797	26147.8	0	5119.1	4457.51	0	25403.3	0	0	0
63000	63	4.36066	26164	0	5189.34	4501.09	0	25563.9	0	0	0
64000	64	4.4604	26762.4	0	5096.33	4461.92	0	25650	0	0	0
65000	65	4.42507	26550.4	0	5126.54	4320.39	0	25565.9	0	0	0
66000	66	4.43009	26580.6	0	5080	4244.43	0	25699	0	0	0
67000	67	4.46457	26787.4	0	5217.87	4435.86	0	25541.9	0	0	0
68000	68	4.49808	26988.5	0	5168.17	4587.92	0	25333.3	0	0	0
69000	69	4.46472	26788.3	0	5187.66	4462.32	0	25459.6	0	0	0
70000	70	4.44817	26689	0	5532.91	4293.83	0	25522.9	0	0	0
71000	71	4.39589	26375.4	0	5193.41	4363.27	0	25699.9	0	0	0
72000	72	4.50152	27009.1	0	5233.86	4381.59	0	25919	0	0	0
73000	73	4.43469	26608.1	0	5293.5	4358.72	0	25567.5	0	0	0
74000	74	4.44336	26660.2	0	5005.69	4492.97	0	26123.7	0	0	0
75000	75	4.42711	26562.6	0	5226.64	4570.85	0	25813.6	0	0	0
76000	76	4.36853	26211.2	0	5192.79	4184.83	0	25394.8	0	0	0
77000	77	4.42086	26525.1	0	5175.33	4421.32	0	25658.7	0	0	0
78000	78	4.55612	27336.7	0	5463.55	4366.68	0	25469.2	0	0	0
79000	79	4.43979	26638.7	0	5228.11	4649.03	0	25336.2	0	0	0
80000	80	4.50728	27043.7	0	5238.39	4397.01	0	25096.5	0	0	0
81000	81	4.39159	26349.5	0	4999.62	4563.65	0	25423.7	0	0	0
82000	82	4.45242	26714.5	0	5226.88	4396.97	0	25268.5	0	0	0
83000	83	4.46959	26817.5	0	5234.25	4510.16	0	25506.1	0	0	0
84000	84	4.32287	25937.2	0	5166.18	4476.77	0	25353.6	0	0	0
85000	85	4.39434	26366	0	5052.03	4094.35	0	25563	0	0	0
86000	86	4.40729	26443.7	0	5269.95	4298.72	0	25799.3	0	0	0
87000	87	4.51485	27089.1	0	5386.78	4618.6	0	25467.1	0	0	0
88000	88	4.52351	27141.1	0	5171.71	4571.02	0	25690.3	0	0	0
89000	89	4.48965	26937.9	0	4931.03	4286.7	0	25733.1	0	0	0
90000	90	4.37586	26255.2	0	5004.39	4465.24	0	25335.3	0	0	0
91000	91	4.41641	26498.4	0	5041.59	4402.18	0	25151.1	0	0	0
92000	92	4.42058	26523.5	0	5341.54	4904.95	0	25373.8	0	0	0
93000	93	4.33959	26037.5	0	5100.53	4514.35	0	25756.1	0	0	0
94000	94	4.33148	25988.9	0	5228.08	4351.41	0	25612.6	0	0	0
95000	95	4.43809	26628.5	0	5047.57	4315.71	0	25573.7	0	0	0
96000	96	4.58678	27520.7	0	5177.25	4671.27	0	25243.3	0	0	0
97000	97	4.45347	26720.8	0	5602.54	4555.06	0	25615.2	0	0	0
98000	98	4.43431	26605.8	0	5381.79	4418.39	0	25896.6	0	0	0
99000	99	4.41944	26516.6	0	5313.41	4415.43	0	25709.5	0	0	0
100000	100	4.39457	26367.4	0	5269.11	4450.92	0	25296.5	0	0	0
101000	101	4.29058	25743.5	0	5200.62	4363.74	0	25510.2	0	0	0
102000	102	4.52215	27132.9	0	5253.24	4340.96	0	25610.4	0	0	0
103000	103	4.40834	26450.1	0	5366.97	4729.31	0	25226.6	0	0	0
104000	104	4.4114	26468.4	0	5422.43	4457.42	0	25810.3	0	0	0
105000	105	4.46897	26813.8	0	5284.8	4593.45	0	25433.9	0	0	0
106000	106	4.475	26850	0	5510.06	4422.16	0	25573.8	0	0	0
107000	107	4.39315	26358.9	0	5183.18	4346.57	0	25686.6	0	0	0
108000	108	4.3564	26138.4	0	5302.57	4709.18	0	25392.3	0	0	0
109000	109	4.47098	26825.9	0	5432.49	4299.69	0	25209.5	0	0	0
110000	110	4.39701	26382	0	5338.18	4282.19	0	25377.6	0	0	0
111000	111	4.49388	26963.3	0	5355.05	4420.62	0	25091.1	0	0	0
112000	112	4.4147	26488.2	0	5240.37	4479.48	0	25458.1	0	0	0
113000	113	4.43356	26601.4	0	5215.9	4206.32	0	24942.1	0	0	0
114000	114	4.47603	26856.2	0	5152.51	4493.89	0	25010.1	0	0	0
115000	115	4.39559	26373.5	0	5171.22	4308.73	0	25238.9	0	0	0
116000	116	4.32609	25956.5	0	5006.39	4430.27	0	25501.9	0	0	0
117000	117	4.42233	26534	0	5202.48	4374.82	0	25580.4	0	0	0
118000	118	4.51445	27086.7	0	5182.88	4566.64	0	25421.9	0	0	0
119000	119	4.44436	26666.2	0	4907.82	4364.99	0	25603	0	0	0
120000	120	4.35807	26148.4	0	5109.11	4362.05	0	25722.4	0	0	0
121000	121	4.38593	26315.6	0	4875.92	4307.96	0	25704.8	0	0	0
122000	122	4.36493	26189.6	0	4930.08	4392.73	0	25732	0	0	0
123000	123	4.39527	26371.6	0	5452.73	4668.33	0	25589.8	0	0	0
