# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
2.400000000000000000e+01 1.976000000000000000e+03 1.012145748987854255e+00 1.023999999999942956e+00 1.012145748987854255e+00 1.011711999999943545e+00
4.000000000000000000e+01 1.960000000000000000e+03 1.020408163265306145e+00 1.040999999999941750e+00 1.020408163265306145e+00 1.020179999999942799e+00
5.600000000000000000e+01 1.944000000000000000e+03 1.028806584362139898e+00 1.059999999999940101e+00 1.028806584362139898e+00 1.030319999999941727e+00
6.400000000000000000e+01 1.936000000000000000e+03 1.033057851239669311e+00 1.067999999999939664e+00 1.033057851239669311e+00 1.033823999999941678e+00
8.300000000000000000e+01 1.917000000000000000e+03 1.043296817944705301e+00 1.086999999999938460e+00 1.043296817944705301e+00 1.041889499999941071e+00
1.020000000000000000e+02 1.898000000000000000e+03 1.053740779768177038e+00 1.106999999999938256e+00 1.053740779768177038e+00 1.050542999999941385e+00
1.240000000000000000e+02 1.876000000000000000e+03 1.066098081023454158e+00 1.130999999999937833e+00 1.066098081023454158e+00 1.060877999999941590e+00
1.420000000000000000e+02 1.858000000000000000e+03 1.076426264800861121e+00 1.151999999999937740e+00 1.076426264800861121e+00 1.070207999999942095e+00
1.610000000000000000e+02 1.839000000000000000e+03 1.087547580206634112e+00 1.177999999999937319e+00 1.087547580206634112e+00 1.083170999999942374e+00
1.770000000000000000e+02 1.823000000000000000e+03 1.097092704333516133e+00 1.198999999999937449e+00 1.097092704333516133e+00 1.092888499999943086e+00
1.970000000000000000e+02 1.803000000000000000e+03 1.109262340543538450e+00 1.220999999999937469e+00 1.109262340543538450e+00 1.100731499999943797e+00
2.170000000000000000e+02 1.783000000000000000e+03 1.121704991587212596e+00 1.249999999999937605e+00 1.121704991587212596e+00 1.114374999999944382e+00
2.290000000000000000e+02 1.771000000000000000e+03 1.129305477131564039e+00 1.266999999999937065e+00 1.129305477131564039e+00 1.121928499999944373e+00
2.430000000000000000e+02 1.757000000000000000e+03 1.138303927148548667e+00 1.289999999999936309e+00 1.138303927148548667e+00 1.133264999999944012e+00
2.540000000000000000e+02 1.746000000000000000e+03 1.145475372279495918e+00 1.306999999999935991e+00 1.145475372279495918e+00 1.141010999999944264e+00
2.770000000000000000e+02 1.723000000000000000e+03 1.160766105629715605e+00 1.339999999999936797e+00 1.160766105629715605e+00 1.154409999999945535e+00
2.870000000000000000e+02 1.713000000000000000e+03 1.167542323409223481e+00 1.354999999999937144e+00 1.167542323409223481e+00 1.160557499999946174e+00
