# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
8.300000000000000000e+01 1.917000000000000000e+03 1.043296817944705301e+00 1.083999999999938790e+00 1.043296817944705301e+00 1.039013999999941262e+00
1.630000000000000000e+02 1.837000000000000000e+03 1.088731627653783285e+00 1.176999999999937652e+00 1.088731627653783285e+00 1.081074499999942873e+00
2.440000000000000000e+02 1.756000000000000000e+03 1.138952164009111589e+00 1.287999999999936973e+00 1.138952164009111589e+00 1.130863999999944580e+00
3.070000000000000000e+02 1.693000000000000000e+03 1.181334908446544540e+00 1.375999999999937495e+00 1.181334908446544540e+00 1.164783999999947195e+00
3.730000000000000000e+02 1.627000000000000000e+03 1.229256299938537245e+00 1.491999999999938042e+00 1.229256299938537245e+00 1.213741999999949472e+00
4.430000000000000000e+02 1.557000000000000000e+03 1.284521515735388641e+00 1.620999999999941155e+00 1.284521515735388641e+00 1.261948499999954176e+00
5.040000000000000000e+02 1.496000000000000000e+03 1.336898395721925148e+00 1.739999999999943370e+00 1.336898395721925148e+00 1.301519999999957600e+00
5.590000000000000000e+02 1.441000000000000000e+03 1.387925052047189522e+00 1.863999999999945700e+00 1.387925052047189522e+00 1.343011999999960793e+00
5.970000000000000000e+02 1.403000000000000000e+03 1.425516749821810425e+00 1.960999999999947008e+00 1.425516749821810425e+00 1.375641499999962880e+00
6.410000000000000000e+02 1.359000000000000000e+03 1.471670345842531313e+00 2.099999999999992983e+00 1.471670345842531313e+00 1.426949999999995278e+00
6.870000000000000000e+02 1.313000000000000000e+03 1.523229246001523318e+00 2.222000000000046604e+00 1.523229246001523318e+00 1.458743000000030543e+00
7.420000000000000000e+02 1.258000000000000000e+03 1.589825119236883966e+00 2.366000000000049841e+00 1.589825119236883966e+00 1.488214000000031234e+00
7.860000000000000000e+02 1.214000000000000000e+03 1.647446457990115354e+00 2.541000000000051884e+00 1.647446457990115354e+00 1.542387000000031483e+00
8.230000000000000000e+02 1.177000000000000000e+03 1.699235344095157085e+00 2.633000000000055962e+00 1.699235344095157085e+00 1.549520500000032941e+00
8.570000000000000000e+02 1.143000000000000000e+03 1.749781277340332508e+00 2.834000000000063579e+00 1.749781277340332508e+00 1.619631000000036236e+00
8.890000000000000000e+02 1.111000000000000000e+03 1.800180018001800164e+00 2.923000000000063103e+00 1.800180018001800164e+00 1.623726500000035156e+00
9.230000000000000000e+02 1.077000000000000000e+03 1.857010213556174572e+00 3.116000000000064052e+00 1.857010213556174572e+00 1.677966000000034485e+00
9.500000000000000000e+02 1.050000000000000000e+03 1.904761904761904656e+00 3.231000000000060268e+00 1.904761904761904656e+00 1.696275000000031730e+00
9.860000000000000000e+02 1.014000000000000000e+03 1.972386587771203237e+00 3.346000000000056485e+00 1.972386587771203237e+00 1.696422000000028518e+00
1.008000000000000000e+03 9.920000000000000000e+02 2.016129032258064502e+00 3.439000000000056456e+00 2.016129032258064502e+00 1.705744000000027905e+00
1.034000000000000000e+03 9.660000000000000000e+02 2.070393374741200887e+00 3.581000000000055472e+00 2.070393374741200887e+00 1.729623000000026778e+00
1.065000000000000000e+03 9.350000000000000000e+02 2.139037433155080326e+00 3.712000000000054367e+00 2.139037433155080326e+00 1.735360000000025327e+00
1.084000000000000000e+03 9.160000000000000000e+02 2.183406113537118109e+00 3.823000000000053245e+00 2.183406113537118109e+00 1.750934000000024193e+00
1.098000000000000000e+03 9.020000000000000000e+02 2.217294900221729481e+00 3.933000000000055341e+00 2.217294900221729481e+00 1.773783000000024979e+00
1.123000000000000000e+03 8.770000000000000000e+02 2.280501710376282798e+00 4.066999999999993953e+00 2.280501710376282798e+00 1.783379499999997231e+00
1.145000000000000000e+03 8.550000000000000000e+02 2.339181286549707472e+00 4.189999999999953317e+00 2.339181286549707472e+00 1.791224999999980083e+00
