# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
9.000000000000000000e+00 1.991000000000000000e+03 1.004520341536916161e+00 1.008999999999944608e+00 1.004520341536916161e+00 1.004459499999944772e+00
1.300000000000000000e+01 1.987000000000000000e+03 1.006542526421741357e+00 1.012999999999944167e+00 1.006542526421741357e+00 1.006415499999944396e+00
1.900000000000000000e+01 1.981000000000000000e+03 1.009591115598182709e+00 1.018999999999944173e+00 1.009591115598182709e+00 1.009319499999944636e+00
3.500000000000000000e+01 1.965000000000000000e+03 1.017811704834605591e+00 1.035999999999942744e+00 1.017811704834605591e+00 1.017869999999943653e+00
4.100000000000000000e+01 1.959000000000000000e+03 1.020929045431342441e+00 1.041999999999942084e+00 1.020929045431342441e+00 1.020638999999943453e+00
5.200000000000000000e+01 1.948000000000000000e+03 1.026694045174537884e+00 1.052999999999941760e+00 1.026694045174537884e+00 1.025621999999943412e+00
6.300000000000000000e+01 1.937000000000000000e+03 1.032524522457408445e+00 1.065999999999940995e+00 1.032524522457408445e+00 1.032420999999942746e+00
7.500000000000000000e+01 1.925000000000000000e+03 1.038961038961038863e+00 1.080999999999940453e+00 1.038961038961038863e+00 1.040462499999942780e+00
8.400000000000000000e+01 1.916000000000000000e+03 1.043841336116910323e+00 1.089999999999940128e+00 1.043841336116910323e+00 1.044219999999942639e+00
1.000000000000000000e+02 1.900000000000000000e+03 1.052631578947368363e+00 1.106999999999939810e+00 1.052631578947368363e+00 1.051649999999942908e+00
1.120000000000000000e+02 1.888000000000000000e+03 1.059322033898305149e+00 1.119999999999938822e+00 1.059322033898305149e+00 1.057279999999942266e+00
1.250000000000000000e+02 1.875000000000000000e+03 1.066666666666666652e+00 1.134999999999939169e+00 1.066666666666666652e+00 1.064062499999943068e+00
1.330000000000000000e+02 1.867000000000000000e+03 1.071237279057311254e+00 1.143999999999939066e+00 1.071237279057311254e+00 1.067923999999943030e+00
1.350000000000000000e+02 1.865000000000000000e+03 1.072386058981233292e+00 1.145999999999939067e+00 1.072386058981233292e+00 1.068644999999943224e+00
1.450000000000000000e+02 1.855000000000000000e+03 1.078167115902964879e+00 1.156999999999939632e+00 1.078167115902964879e+00 1.073117499999943991e+00
1.530000000000000000e+02 1.847000000000000000e+03 1.082837033026529561e+00 1.167999999999939753e+00 1.082837033026529561e+00 1.078647999999944318e+00
1.630000000000000000e+02 1.837000000000000000e+03 1.088731627653783285e+00 1.178999999999939208e+00 1.088731627653783285e+00 1.082911499999944294e+00
1.690000000000000000e+02 1.831000000000000000e+03 1.092299290005461554e+00 1.185999999999938659e+00 1.092299290005461554e+00 1.085782999999943765e+00
1.800000000000000000e+02 1.820000000000000000e+03 1.098901098901098994e+00 1.199999999999938671e+00 1.098901098901098994e+00 1.091999999999944126e+00
1.870000000000000000e+02 1.813000000000000000e+03 1.103143960286817382e+00 1.206999999999938789e+00 1.103143960286817382e+00 1.094145499999944482e+00
