step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.43586	26615.2	0	5061.48	4390.79	0	25533.5	0	0	0
2000	2	4.36658	26199.5	0	5135.47	4542.95	0	25909.4	0	0	0
3000	3	4.34081	26044.9	0	5217.41	4431.38	0	25760.8	0	0	0
4000	4	4.56539	27392.3	0	5076.16	4472.65	0	25355.2	0	0	0
5000	5	4.43466	26608	0	5159.19	4479.21	0	25235.7	0	0	0
6000	6	4.45237	26714.2	0	5326.41	4346.82	0	25558.8	0	0	0
7000	7	4.48438	26906.3	0	4998.71	4257.81	0	25203.6	0	0	0
8000	8	4.46307	26778.4	0	5074.73	4394.6	0	25514.3	0	0	0
9000	9	4.42692	26561.5	0	5378.56	4372.47	0	25640.9	0	0	0
10000	10	4.35328	26119.7	0	5170.52	4499.71	0	25518.8	0	0	0
11000	11	4.4903	26941.8	0	5086.83	4234.6	0	25513.1	0	0	0
12000	12	4.44894	26693.6	0	5317.85	4446.88	0	25705.8	0	0	0
13000	13	4.45385	26723.1	0	5107.88	4584.69	0	25722	0	0	0
14000	14	4.3838	26302.8	0	5071.37	4406.8	0	25401.3	0	0	0
15000	15	4.54912	27294.7	0	5426.64	4286.08	0	25364	0	0	0
16000	16	4.44264	26655.9	0	5162.75	4262.27	0	25730.2	0	0	0
17000	17	4.47442	26846.5	0	5302.4	4526.48	0	25925.7	0	0	0
18000	18	4.43381	26602.8	0	5317.45	4282.9	0	25573.5	0	0	0
19000	19	4.4354	26612.4	0	5241.85	4335.09	0	25307	0	0	0
20000	20	4.37939	26276.4	0	5091.79	4459.28	0	25499.6	0	0	0
21000	21	4.5173	27103.8	0	5403.54	4420.55	0	25917.4	0	0	0
22000	22	4.4199	26519.4	0	5343.02	4245.97	0	25599.5	0	0	0
