step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.43736	26624.2	0	5276.85	4408.96	0	25759.2	0	0	0
2000	2	4.36865	26211.9	0	5273.16	4365.67	0	25738.4	0	0	0
3000	3	4.36965	26217.9	0	5340.28	4376.75	0	25310.9	0	0	0
4000	4	4.48517	26911	0	5191.08	4436.88	0	25303.9	0	0	0
5000	5	4.51123	27067.4	0	5114.9	4576.78	0	25547.3	0	0	0
6000	6	4.54036	27242.2	0	5248.07	4607.17	0	25281.7	0	0	0
7000	7	4.44124	26647.4	0	5075.4	4363.92	0	25813.6	0	0	0
8000	8	4.48221	26893.3	0	5092.78	4405.76	0	25785.7	0	0	0
9000	9	4.42965	26577.9	0	5225.78	4347.34	0	25871	0	0	0
10000	10	4.36846	26210.8	0	5030.73	4544.61	0	25741	0	0	0
11000	11	4.42736	26564.2	0	5564.47	4381.33	0	25796.5	0	0	0
12000	12	4.38877	26332.6	0	5195.88	4539.23	0	25517.1	0	0	0
13000	13	4.29489	25769.3	0	5272.55	4277.03	0	25596.7	0	0	0
14000	14	4.42494	26549.6	0	5295.43	4315.19	0	25703.6	0	0	0
15000	15	4.33813	26028.8	0	5463.55	4420.25	0	26186.2	0	0	0
16000	16	4.50891	27053.5	0	5214.17	4313.08	0	25536.6	0	0	0
17000	17	4.44098	26645.9	0	5015.98	4302.23	0	25581.5	0	0	0
18000	18	4.48728	26923.7	0	5171.16	4259.97	0	25967.7	0	0	0
19000	19	4.51705	27102.3	0	5214.66	4533.34	0	25953.6	0	0	0
20000	20	4.51098	27065.9	0	5315.77	4562.8	0	25635.4	0	0	0
21000	21	4.4185	26511	0	4967.88	4596.85	0	26066.2	0	0	0
22000	22	4.45074	26704.5	0	5221.65	4317.81	0	26254.2	0	0	0
23000	23	4.48786	26927.2	0	5404.97	4458.18	0	25718	0	0	0
24000	24	4.46582	26794.9	0	5283.41	4415.08	0	25398.7	0	0	0
25000	25	4.33485	26009.1	0	5398.93	4454.48	0	25574.4	0	0	0
26000	26	4.44713	26682.8	0	5415.14	4505.05	0	25441.7	0	0	0
27000	27	4.47026	26821.6	0	5341.4	4484.55	0	25372	0	0	0
28000	28	4.39672	26380.3	0	4999.95	4443.31	0	25297.4	0	0	0
29000	29	4.32524	25951.4	0	5173.37	4467	0	25342.1	0	0	0
30000	30	4.3282	25969.2	0	5622.56	4483.44	0	25796.1	0	0	0
31000	31	4.42876	26572.6	0	5302.99	4368.52	0	26020.7	0	0	0
32000	32	4.45288	26717.3	0	5470.7	4385.87	0	25662.5	0	0	0
33000	33	4.51386	27083.2	0	5542.17	4590.81	0	25243.1	0	0	0
34000	34	4.40006	26400.4	0	5224.6	4582.71	0	25203.5	0	0	0
35000	35	4.40295	26417.7	0	5062.93	4448.5	0	25348.4	0	0	0
36000	36	4.40098	26405.9	0	4966.46	4154.99	0	25975.3	0	0	0
37000	37	4.44075	26644.5	0	5056.77	4421.67	0	25292.9	0	0	0
38000	38	4.46328	26779.7	0	5147	4634.23	0	25774.5	0	0	0
39000	39	4.4341	26604.6	0	5380.14	4460.74	0	26018.2	0	0	0
40000	40	4.49494	26969.6	0	5303.6	4369.55	0	25688.5	0	0	0
41000	41	4.35207	26112.4	0	5278.22	4177.7	0	26030.9	0	0	0
