step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.44334	26660	0	5155.55	4540.96	0	25816.9	0	0	0	7507.69
2000	2	4.36942	26216.5	0	5191.44	4333.6	0	25781.2	0	0	0	7436.38
3000	3	4.4703	26821.8	0	5293.04	4332.19	0	25856.8	0	0	0	7801.27
4000	4	4.45032	26701.9	0	4773.36	4654.66	0	25356.7	0	0	0	7391.32
5000	5	4.38477	26308.6	0	5411.64	4355.28	0	25397.5	0	0	0	8133.94
6000	6	4.38676	26320.5	0	4762.35	4641.28	0	25490.8	0	0	0	7774.41
7000	7	4.44757	26685.4	0	5158.23	4397.21	0	25656.4	0	0	0	8330.28
8000	8	4.3969	26381.4	0	5358.6	4510.26	0	25516.2	0	0	0	8141.11
9000	9	4.40817	26449	0	5046.76	4543.8	0	25711.4	0	0	0	7632.43
10000	10	4.4552	26731.2	0	5041.65	4497.6	0	25514.6	0	0	0	8083.45
11000	11	4.4274	26564.4	0	5455.9	4026.38	0	25470.6	0	0	0	7917.37
12000	12	4.37932	26275.9	0	5207.08	4561.02	0	25413.5	0	0	0	8591.94
13000	13	4.40338	26420.3	0	5198.66	4326.15	0	25838.5	0	0	0	7489.29
14000	14	4.3782	26269.2	0	5138.14	4202.06	0	25618.5	0	0	0	7759.93
15000	15	4.35558	26133.5	0	5423.95	4425.47	0	25917.3	0	0	0	8633.05
16000	16	4.43742	26624.5	0	5250.47	4527.75	0	25466	0	0	0	7817.9
17000	17	4.5002	27001.2	0	5421.2	4241.89	0	26128.3	0	0	0	7642.99
18000	18	4.45705	26742.3	0	4992.7	4520.46	0	25653	0	0	0	7821.04
19000	19	4.41767	26506	0	5014.6	4458.18	0	25383.1	0	0	0	7572.44
20000	20	4.48222	26893.3	0	4975.46	4468.32	0	25573.1	0	0	0	8015.72
21000	21	4.41006	26460.4	0	5393.06	4368.34	0	25453.8	0	0	0	7644.62
22000	22	4.46815	26808.9	0	5092.22	4590.14	0	25734.2	0	0	0	7938.87
23000	23	4.51626	27097.5	0	5129.87	4511.34	0	25765.8	0	0	0	8124.7
24000	24	4.37839	26270.4	0	5148.76	4466.89	0	25517	0	0	0	7701.02
25000	25	4.37869	26272.2	0	5080.84	4352.9	0	25646	0	0	0	9207.3
26000	26	4.43951	26637	0	5306.75	4422.29	0	25737.1	0	0	0	8272.76
27000	27	4.52464	27147.8	0	5372.3	4638.46	0	25788.9	0	0	0	8077.08
28000	28	4.40746	26444.7	0	5340.84	4435.06	0	25687.5	0	0	0	8710.43
29000	29	4.35351	26121.1	0	5212.65	4451.35	0	25785.2	0	0	0	7762.78
30000	30	4.56904	27414.3	0	5018.69	4655.45	0	25791.5	0	0	0	8228.34
31000	31	4.41922	26515.3	0	4990.71	4459.11	0	25343.2	0	0	0	8105.7
32000	32	4.35707	26142.4	0	5342.85	4373.85	0	25293.7	0	0	0	8222.55
33000	33	4.58105	27486.3	0	5029.2	4226.89	0	25258.3	0	0	0	7043.15
34000	34	4.42594	26555.6	0	5232.05	4366.1	0	24965.3	0	0	0	7944.42
35000	35	4.43192	26591.5	0	4908.58	4411.86	0	25815.8	0	0	0	7810.29
36000	36	4.37268	26236.1	0	5194.42	4072.28	0	25414.3	0	0	0	7702
37000	37	4.39131	26347.9	0	4940.15	4612.67	0	25545.1	0	0	0	7382.68
38000	38	4.39274	26356.4	0	5291.3	4380.68	0	25612.1	0	0	0	8310.63
39000	39	4.44026	26641.6	0	5310.65	4385.25	0	25524.1	0	0	0	7763.79
40000	40	4.42627	26557.6	0	5205.64	4607.05	0	25473.6	0	0	0	8177.79
41000	41	4.45179	26710.8	0	5070.08	4350.25	0	25940.9	0	0	0	7838.89
42000	42	4.49324	26959.4	0	5228.85	4424.11	0	25408.7	0	0	0	7655.07
43000	43	4.50691	27041.4	0	5305.11	4356.17	0	25300	0	0	0	8724.37
44000	44	4.47304	26838.3	0	5243.45	4519.19	0	25533.8	0	0	0	7522.5
45000	45	4.37777	26266.6	0	4810.34	4248.72	0	26022.3	0	0	0	7728.28
46000	46	4.44479	26668.7	0	5372.6	4171.17	0	25700.2	0	0	0	7592.69
47000	47	4.29565	25773.9	0	5253.31	4439.14	0	25395.7	0	0	0	8115.22
48000	48	4.42629	26557.7	0	4843.69	4204.38	0	25814.6	0	0	0	8620.84
49000	49	4.46133	26768	0	5218.04	4538.38	0	25743.9	0	0	0	8082.8
50000	50	4.40844	26450.6	0	5284.86	4441.66	0	25656.6	0	0	0	7643.79
51000	51	4.43321	26599.3	0	5104.38	4328.98	0	25778.4	0	0	0	7712.08
52000	52	4.51651	27099.1	0	5135.8	4097.95	0	25122.4	0	0	0	7272.06
53000	53	4.3518	26110.8	0	5023.65	4471.83	0	25969.1	0	0	0	7464.4
54000	54	4.46737	26804.2	0	5099.61	4358.2	0	26012.8	0	0	0	7660.77
55000	55	4.33795	26027.7	0	4945.63	4498.04	0	25802.6	0	0	0	8094.55
56000	56	4.53516	27211	0	5206.31	4264.69	0	25805.7	0	0	0	7352.31
57000	57	4.47184	26831.1	0	5280.42	4605.58	0	25092.5	0	0	0	8106.5
58000	58	4.46034	26762	0	5337.44	4401.93	0	25320.6	0	0	0	7492.79
