# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
7.220000000000000000e+02 1.278000000000000000e+03 1.564945226917057841e+00 1.862999999999961576e+00 1.564945226917057841e+00 1.190456999999975451e+00
1.207000000000000000e+03 7.930000000000000000e+02 2.522068095838587709e+00 4.137999999999959044e+00 2.522068095838587709e+00 1.640716999999983772e+00
1.398000000000000000e+03 6.040000000000000000e+02 3.311258278145695400e+00 6.009999999999939391e+00 3.311258278145695400e+00 1.815019999999981648e+00
1.475000000000000000e+03 5.270000000000000000e+02 3.795066413662238958e+00 7.028999999999946624e+00 3.795066413662238958e+00 1.852141499999985896e+00
1.510000000000000000e+03 4.920000000000000000e+02 4.065040650406504419e+00 7.831999999999950113e+00 4.065040650406504419e+00 1.926671999999987506e+00
1.532000000000000000e+03 4.700000000000000000e+02 4.255319148936170137e+00 8.380000000000061178e+00 4.255319148936170137e+00 1.969300000000014483e+00
1.553000000000000000e+03 4.500000000000000000e+02 4.444444444444444642e+00 8.765000000000064517e+00 4.444444444444444642e+00 1.972125000000014339e+00
1.563000000000000000e+03 4.400000000000000000e+02 4.545454545454545858e+00 9.041000000000064318e+00 4.545454545454545858e+00 1.989020000000013999e+00
1.573000000000000000e+03 4.300000000000000000e+02 4.651162790697674687e+00 9.518000000000068184e+00 4.651162790697674687e+00 2.046370000000014677e+00
1.590000000000000000e+03 4.130000000000000000e+02 4.842615012106537442e+00 9.858000000000069818e+00 4.842615012106537442e+00 2.035677000000014392e+00
1.608000000000000000e+03 3.960000000000000000e+02 5.050505050505050164e+00 1.092400000000006699e+01 5.050505050505050164e+00 2.162952000000013530e+00
1.619000000000000000e+03 3.850000000000000000e+02 5.194805194805194759e+00 1.124600000000006617e+01 5.194805194805194759e+00 2.164855000000012630e+00
1.631000000000000000e+03 3.730000000000000000e+02 5.361930294906166239e+00 1.162800000000006584e+01 5.361930294906166239e+00 2.168622000000012484e+00
1.636000000000000000e+03 3.680000000000000000e+02 5.434782608695652328e+00 1.187100000000006261e+01 5.434782608695652328e+00 2.184264000000011308e+00
1.645000000000000000e+03 3.590000000000000000e+02 5.571030640668523937e+00 1.216700000000006376e+01 5.571030640668523937e+00 2.183976500000011534e+00
