# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
1.900000000000000000e+01 1.981000000000000000e+03 1.009591115598182709e+00 1.018999999999943729e+00 1.009591115598182709e+00 1.009319499999944192e+00
4.600000000000000000e+01 1.954000000000000000e+03 1.023541453428863823e+00 1.046999999999942199e+00 1.023541453428863823e+00 1.022918999999943512e+00
6.300000000000000000e+01 1.937000000000000000e+03 1.032524522457408445e+00 1.067999999999941441e+00 1.032524522457408445e+00 1.034357999999943267e+00
8.000000000000000000e+01 1.920000000000000000e+03 1.041666666666666741e+00 1.086999999999940458e+00 1.041666666666666741e+00 1.043519999999942716e+00
1.020000000000000000e+02 1.898000000000000000e+03 1.053740779768177038e+00 1.112999999999939149e+00 1.053740779768177038e+00 1.056236999999942139e+00
1.190000000000000000e+02 1.881000000000000000e+03 1.063264221158958023e+00 1.129999999999939275e+00 1.063264221158958023e+00 1.062764999999942894e+00
1.340000000000000000e+02 1.866000000000000000e+03 1.071811361200428747e+00 1.145999999999939067e+00 1.071811361200428747e+00 1.069217999999943158e+00
1.440000000000000000e+02 1.856000000000000000e+03 1.077586206896551824e+00 1.157999999999939078e+00 1.077586206896551824e+00 1.074623999999943402e+00
1.600000000000000000e+02 1.840000000000000000e+03 1.086956521739130377e+00 1.176999999999938762e+00 1.086956521739130377e+00 1.082839999999943625e+00
1.700000000000000000e+02 1.830000000000000000e+03 1.092896174863388081e+00 1.186999999999938549e+00 1.092896174863388081e+00 1.086104999999943699e+00
1.850000000000000000e+02 1.815000000000000000e+03 1.101928374655647414e+00 1.204999999999937899e+00 1.101928374655647414e+00 1.093537499999943652e+00
2.060000000000000000e+02 1.794000000000000000e+03 1.114827201783723520e+00 1.229999999999938698e+00 1.114827201783723520e+00 1.103309999999944946e+00
2.210000000000000000e+02 1.779000000000000000e+03 1.124227093872962380e+00 1.249999999999939160e+00 1.124227093872962380e+00 1.111874999999945768e+00
2.300000000000000000e+02 1.770000000000000000e+03 1.129943502824858781e+00 1.261999999999939170e+00 1.129943502824858781e+00 1.116869999999946073e+00
2.440000000000000000e+02 1.756000000000000000e+03 1.138952164009111589e+00 1.278999999999939297e+00 1.138952164009111589e+00 1.122961999999946725e+00
2.530000000000000000e+02 1.747000000000000000e+03 1.144819690898683406e+00 1.291999999999939419e+00 1.144819690898683406e+00 1.128561999999947218e+00
2.650000000000000000e+02 1.735000000000000000e+03 1.152737752161383300e+00 1.309999999999939213e+00 1.152737752161383300e+00 1.136424999999947172e+00
2.820000000000000000e+02 1.718000000000000000e+03 1.164144353899883688e+00 1.328999999999940451e+00 1.164144353899883688e+00 1.141610999999948639e+00
2.980000000000000000e+02 1.702000000000000000e+03 1.175088131609870690e+00 1.353999999999940584e+00 1.175088131609870690e+00 1.152253999999949485e+00
3.130000000000000000e+02 1.687000000000000000e+03 1.185536455245998821e+00 1.372999999999941156e+00 1.185536455245998821e+00 1.158125499999950403e+00
3.270000000000000000e+02 1.673000000000000000e+03 1.195457262402869203e+00 1.397999999999940623e+00 1.195457262402869203e+00 1.169426999999950256e+00
3.450000000000000000e+02 1.655000000000000000e+03 1.208459214501510504e+00 1.435999999999939547e+00 1.208459214501510504e+00 1.188289999999950108e+00
3.580000000000000000e+02 1.642000000000000000e+03 1.218026796589525063e+00 1.459999999999939568e+00 1.218026796589525063e+00 1.198659999999950321e+00
3.700000000000000000e+02 1.630000000000000000e+03 1.226993865030674868e+00 1.486999999999939703e+00 1.226993865030674868e+00 1.211904999999950938e+00
3.820000000000000000e+02 1.618000000000000000e+03 1.236093943139678686e+00 1.502999999999939940e+00 1.236093943139678686e+00 1.215926999999951352e+00
3.940000000000000000e+02 1.606000000000000000e+03 1.245330012453300217e+00 1.521999999999940734e+00 1.245330012453300217e+00 1.222165999999952346e+00
4.090000000000000000e+02 1.591000000000000000e+03 1.257071024512884883e+00 1.543999999999941641e+00 1.257071024512884883e+00 1.228251999999953714e+00
4.240000000000000000e+02 1.576000000000000000e+03 1.269035532994923887e+00 1.568999999999941997e+00 1.269035532994923887e+00 1.236371999999954285e+00
4.370000000000000000e+02 1.563000000000000000e+03 1.279590531030070366e+00 1.587999999999942347e+00 1.279590531030070366e+00 1.241021999999954994e+00
4.450000000000000000e+02 1.555000000000000000e+03 1.286173633440514497e+00 1.601999999999942803e+00 1.286173633440514497e+00 1.245554999999955559e+00
4.560000000000000000e+02 1.544000000000000000e+03 1.295336787564766778e+00 1.623999999999942823e+00 1.295336787564766778e+00 1.253727999999955989e+00
4.660000000000000000e+02 1.534000000000000000e+03 1.303780964797913944e+00 1.645999999999943064e+00 1.303780964797913944e+00 1.262481999999956361e+00
4.800000000000000000e+02 1.520000000000000000e+03 1.315789473684210620e+00 1.677999999999943093e+00 1.315789473684210620e+00 1.275279999999956670e+00
4.900000000000000000e+02 1.510000000000000000e+03 1.324503311258278249e+00 1.695999999999943331e+00 1.324503311258278249e+00 1.280479999999957208e+00
4.970000000000000000e+02 1.503000000000000000e+03 1.330671989354624163e+00 1.706999999999943674e+00 1.330671989354624163e+00 1.282810499999957665e+00
5.060000000000000000e+02 1.494000000000000000e+03 1.338688085676037476e+00 1.728999999999943693e+00 1.338688085676037476e+00 1.291562999999958050e+00
5.240000000000000000e+02 1.476000000000000000e+03 1.355013550135501399e+00 1.773999999999944066e+00 1.355013550135501399e+00 1.309211999999958742e+00
5.310000000000000000e+02 1.469000000000000000e+03 1.361470388019060618e+00 1.787999999999944301e+00 1.361470388019060618e+00 1.313285999999959097e+00
5.390000000000000000e+02 1.461000000000000000e+03 1.368925393566050586e+00 1.806999999999945095e+00 1.368925393566050586e+00 1.320013499999959983e+00
5.440000000000000000e+02 1.456000000000000000e+03 1.373626373626373631e+00 1.814999999999945324e+00 1.373626373626373631e+00 1.321319999999960082e+00
5.550000000000000000e+02 1.445000000000000000e+03 1.384083044982698851e+00 1.833999999999945452e+00 1.384083044982698851e+00 1.325064999999960635e+00
5.650000000000000000e+02 1.435000000000000000e+03 1.393728222996515775e+00 1.855999999999945693e+00 1.393728222996515775e+00 1.331679999999960895e+00
5.750000000000000000e+02 1.425000000000000000e+03 1.403508771929824483e+00 1.889999999999946390e+00 1.403508771929824483e+00 1.346624999999961769e+00
5.890000000000000000e+02 1.411000000000000000e+03 1.417434443656980791e+00 1.920999999999946972e+00 1.417434443656980791e+00 1.355265499999962708e+00
6.040000000000000000e+02 1.396000000000000000e+03 1.432664756446991428e+00 1.961999999999947564e+00 1.432664756446991428e+00 1.369475999999963278e+00
6.190000000000000000e+02 1.381000000000000000e+03 1.448225923244025992e+00 2.010999999999952159e+00 1.448225923244025992e+00 1.388595499999967009e+00
6.290000000000000000e+02 1.371000000000000000e+03 1.458789204959883401e+00 2.041999999999966064e+00 1.458789204959883401e+00 1.399790999999976693e+00
6.380000000000000000e+02 1.362000000000000000e+03 1.468428781204111688e+00 2.068999999999978634e+00 1.468428781204111688e+00 1.408988999999985392e+00
6.450000000000000000e+02 1.355000000000000000e+03 1.476014760147601468e+00 2.080999999999983974e+00 1.476014760147601468e+00 1.409877499999989237e+00
6.550000000000000000e+02 1.345000000000000000e+03 1.486988847583643025e+00 2.097999999999992315e+00 1.486988847583643025e+00 1.410904999999994969e+00
6.620000000000000000e+02 1.338000000000000000e+03 1.494768310911808618e+00 2.117000000000001325e+00 1.494768310911808618e+00 1.416273000000001003e+00
6.740000000000000000e+02 1.326000000000000000e+03 1.508295625942684737e+00 2.152000000000017454e+00 1.508295625942684737e+00 1.426776000000011591e+00
6.860000000000000000e+02 1.314000000000000000e+03 1.522070015220700068e+00 2.176000000000029022e+00 1.522070015220700068e+00 1.429632000000019110e+00
6.920000000000000000e+02 1.308000000000000000e+03 1.529051987767584109e+00 2.184000000000032582e+00 1.529051987767584109e+00 1.428336000000021366e+00
7.010000000000000000e+02 1.299000000000000000e+03 1.539645881447267106e+00 2.210000000000044817e+00 1.539645881447267106e+00 1.435395000000029064e+00
7.110000000000000000e+02 1.289000000000000000e+03 1.551590380139643122e+00 2.253000000000046299e+00 1.551590380139643122e+00 1.452058500000029895e+00
7.210000000000000000e+02 1.279000000000000000e+03 1.563721657544957067e+00 2.269000000000045869e+00 1.563721657544957067e+00 1.451025500000029167e+00
7.310000000000000000e+02 1.269000000000000000e+03 1.576044129235618652e+00 2.296000000000047336e+00 1.576044129235618652e+00 1.456812000000029972e+00
7.390000000000000000e+02 1.261000000000000000e+03 1.586042823156225134e+00 2.325000000000047695e+00 1.586042823156225134e+00 1.465912500000030150e+00
7.450000000000000000e+02 1.255000000000000000e+03 1.593625498007968044e+00 2.337000000000048150e+00 1.593625498007968044e+00 1.466467500000030233e+00
7.510000000000000000e+02 1.249000000000000000e+03 1.601281024819855903e+00 2.355000000000048388e+00 1.601281024819855903e+00 1.470697500000030189e+00
7.580000000000000000e+02 1.242000000000000000e+03 1.610305958132045134e+00 2.375000000000048406e+00 1.610305958132045134e+00 1.474875000000029912e+00
7.690000000000000000e+02 1.231000000000000000e+03 1.624695369618196494e+00 2.403000000000051095e+00 1.624695369618196494e+00 1.479046500000031461e+00
7.800000000000000000e+02 1.220000000000000000e+03 1.639344262295082011e+00 2.444000000000051465e+00 1.639344262295082011e+00 1.490840000000031251e+00
7.860000000000000000e+02 1.214000000000000000e+03 1.647446457990115354e+00 2.463000000000051593e+00 1.647446457990115354e+00 1.495041000000031373e+00
7.940000000000000000e+02 1.206000000000000000e+03 1.658374792703150913e+00 2.485000000000052722e+00 1.658374792703150913e+00 1.498455000000031845e+00
8.040000000000000000e+02 1.196000000000000000e+03 1.672240802675585281e+00 2.539000000000053880e+00 1.672240802675585281e+00 1.518322000000032146e+00
8.150000000000000000e+02 1.185000000000000000e+03 1.687763713080168815e+00 2.559000000000052566e+00 1.687763713080168815e+00 1.516207500000031017e+00
8.240000000000000000e+02 1.176000000000000000e+03 1.700680272108843427e+00 2.607000000000055273e+00 1.700680272108843427e+00 1.532916000000032586e+00
8.310000000000000000e+02 1.169000000000000000e+03 1.710863986313088114e+00 2.654000000000057202e+00 1.710863986313088114e+00 1.551263000000033365e+00
8.410000000000000000e+02 1.159000000000000000e+03 1.725625539257981123e+00 2.673000000000057774e+00 1.725625539257981123e+00 1.549003500000033284e+00
8.520000000000000000e+02 1.148000000000000000e+03 1.742160278745644497e+00 2.701000000000058243e+00 1.742160278745644497e+00 1.550374000000033448e+00
8.570000000000000000e+02 1.143000000000000000e+03 1.749781277340332508e+00 2.713000000000056922e+00 1.749781277340332508e+00 1.550479500000032429e+00
8.620000000000000000e+02 1.138000000000000000e+03 1.757469244288224930e+00 2.719000000000055817e+00 1.757469244288224930e+00 1.547111000000031877e+00
8.680000000000000000e+02 1.132000000000000000e+03 1.766784452296819685e+00 2.741000000000057391e+00 1.766784452296819685e+00 1.551406000000032481e+00
8.730000000000000000e+02 1.127000000000000000e+03 1.774622892635314919e+00 2.759000000000057184e+00 1.774622892635314919e+00 1.554696500000032344e+00
8.800000000000000000e+02 1.120000000000000000e+03 1.785714285714285809e+00 2.779000000000058090e+00 1.785714285714285809e+00 1.556240000000032486e+00
8.910000000000000000e+02 1.109000000000000000e+03 1.803426510369702473e+00 2.846000000000059149e+00 1.803426510369702473e+00 1.578107000000032789e+00
9.000000000000000000e+02 1.100000000000000000e+03 1.818181818181818121e+00 2.891000000000059522e+00 1.818181818181818121e+00 1.590050000000032826e+00
9.060000000000000000e+02 1.094000000000000000e+03 1.828153564899451577e+00 2.911000000000057764e+00 1.828153564899451577e+00 1.592317000000031513e+00
9.090000000000000000e+02 1.091000000000000000e+03 1.833180568285976086e+00 2.919000000000057327e+00 1.833180568285976086e+00 1.592314500000031385e+00
9.160000000000000000e+02 1.084000000000000000e+03 1.845018450184501946e+00 2.944000000000057238e+00 1.845018450184501946e+00 1.595648000000031042e+00
9.270000000000000000e+02 1.073000000000000000e+03 1.863932898415657125e+00 2.982000000000055273e+00 1.863932898415657125e+00 1.599843000000029658e+00
9.350000000000000000e+02 1.065000000000000000e+03 1.877934272300469498e+00 3.011000000000055188e+00 1.877934272300469498e+00 1.603357500000029301e+00
