0.31527 51.852 -461.039
0.315869 52.1285 94.0931
0.316469 51.7391 1490.78
0.317069 50.3399 2987.77
0.317669 48.1544 3900.02
0.318269 45.6607 3948.9
0.318869 43.4165 3441.71
0.319469 41.5314 2850.37
0.320069 39.9967 2544.4
0.320669 38.4786 2695.61
0.321269 36.7625 3027.32
0.321868 34.8465 3219.18
0.322468 32.9002 3137.06
0.323068 31.0827 2950.91
0.323668 29.3597 2826.52
0.324268 27.6914 2765.99
0.324868 26.0411 2713.8
0.325468 24.4354 2637.52
0.326068 22.8766 2553.08
0.326668 21.3723 2463.22
0.327267 19.9212 2372.01
0.327867 18.5263 2282.79
0.328467 17.1824 2197.7
0.329067 15.8896 2109.35
0.329667 14.6516 2013.97
0.330267 13.4732 1915.93
0.330867 12.3529 1823.33
0.331467 11.2856 1738.7
0.332067 10.2668 1658.27
0.332667 9.29601 1576.51
0.333266 8.37531 1491.68
0.333866 7.5063 1405.7
0.334466 6.68877 1322.98
0.335066 5.91901 1244.6
0.335666 5.19551 1168.04
0.336266 4.5176 1089.83
0.336866 3.88794 1009.54
0.337466 3.30637 929.749
0.338066 2.77244 851.267
0.338665 2.28502 772.121
0.339265 1.84605 690.402
0.339865 1.45669 607.808
0.340465 1.11681 527.712
0.341065 0.823541 451.552
0.341665 0.575041 377.066
0.342265 0.371141 301.114
0.342865 0.213767 222.216
0.343465 0.104528 142.18
0.344065 0.0431811 64.4742
0.344664 0.0271721 -8.62351
0.345264 0.0535276 -78.6379
0.345864 0.121521 -149.37
0.346464 0.23274 -223.403
0.347064 0.389558 -298.995
0.347664 0.591471 -373.377
0.348264 0.837532 -445.804
0.348864 1.12634 -518.738
0.349464 1.45991 -593.841
0.350063 1.83883 -669.808
0.350663 2.26354 -744.463
0.351263 2.73203 -817.11
0.351863 3.2439 -888.928
0.352463 3.79856 -960.432
0.353063 4.39622 -1031.33
0.353663 5.03594 -1101.74
0.354263 5.71807 -1171.87
0.354863 6.44194 -1241.25
0.355463 7.20731 -1309.6
0.356062 8.01318 -1378.2
0.356662 8.86087 -1450.44
0.357262 9.7534 -1527.27
0.357862 10.6933 -1607.29
0.358462 11.6818 -1688.05
0.359062 12.7186 -1770.06
0.359662 13.8055 -1854.94
0.360262 14.9441 -1941
0.360862 16.1343 -2020.45
0.361462 17.3682 -2086.83
0.362061 18.6381 -2137.31
0.362661 19.9326 -2180.1
0.363261 21.2537 -2222.54
0.363861 22.5992 -2272.67
0.364461 23.9805 -2331.83
0.365061 25.3969 -2398.15
0.365661 26.8577 -2475.4
0.366261 28.3668 -2564.18
0.366861 29.9342 -2657.79
0.36746 31.5556 -2725.9
0.36806 33.2047 -2757.15
0.36866 34.8636 -2831.53
0.36926 36.602 -3088.45
0.36986 38.5691 -3601
0.37046 40.9224 -4160.11
0.37106 43.5604 -4392.05
0.37166 46.192 -4176.2
0.37226 48.571 -3796.13
0.37286 50.7465 -3438.87
0.373459 52.6969 -2690.24
0.374059 53.9743 -1312.2
0.374659 54.2712 384.008
0.375259 53.5135 1263.04
