step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	tab-scaled_0	cr_3	count_0	res_fpl_0
0	0	0	0	0	5087.16	4467.66	0	15737.1	0	10063.7	0	0	-nan
1000	1	4.39617	26377	0	5021.69	4515.06	0	15610.8	0	10202.1	0	0	-nan
2000	2	4.44337	26660.2	0	5277.25	4312.34	0	15545.8	0	10026.9	0	0	-nan
3000	3	4.37075	26224.5	0	4877.57	4446.43	0	15560.8	0	10056.9	0	0	-nan
4000	4	4.32543	25952.6	0	4991.95	4304.62	0	15539.8	0	10177.6	0	0	-nan
5000	5	4.48216	26893	0	5167.06	4269.53	0	15838	0	10047.7	0	0	-nan
6000	6	4.40635	26438.1	0	5196.86	4605.98	0	15703.5	0	10179.9	0	0	-nan
7000	7	4.46814	26808.8	0	5183.6	4684.19	0	15552.4	0	9734.36	0	0	-nan
8000	8	4.39294	26357.6	0	5231.81	4605.28	0	15331.9	0	10158.3	0	0	-nan
9000	9	4.48082	26884.9	0	5107.81	4453.04	0	15650.4	0	10391.4	0	0	-nan
10000	10	4.47677	26860.6	0	5273.6	4563.88	0	15774.3	0	10208.4	0	0	-nan
11000	11	4.39952	26397.1	0	5103.4	4480.73	0	15389.7	0	9803.71	0	0	-nan
12000	12	4.37194	26231.7	0	5061.07	4443.48	0	15559.1	0	10159.1	0	0	-nan
13000	13	4.45159	26709.5	0	5442.36	4368.87	0	15376.1	0	10638.5	0	0	-nan
14000	14	4.44225	26653.5	0	5048.24	4509.1	0	15958.1	0	10242.1	0	0	-nan
15000	15	4.4584	26750.4	0	5206.53	4436.45	0	15665.2	0	10160.9	0	0	-nan
16000	16	4.45271	26716.2	0	5408.79	4438.16	0	15895.7	0	10279.8	0	0	-nan
17000	17	4.51526	27091.6	0	5456.35	4429.11	0	15470.2	0	10084.8	0	0	-nan
18000	18	4.46989	26819.3	0	5200.84	4292.53	0	15485.8	0	10164.6	0	0	-nan
19000	19	4.37757	26265.4	0	4930.08	4488.85	0	15597.9	0	10081.4	0	0	-nan
20000	20	4.49677	26980.6	0	5120	4487.2	0	15442.3	0	10251.2	0	0	-nan
21000	21	4.40565	26433.9	0	5374.13	4560.8	0	15516.1	0	10267.3	0	0	-nan
22000	22	4.51633	27098	0	5323.21	4181.18	0	15554.9	0	10321.4	0	0	-nan
23000	23	4.43354	26601.2	0	5062.7	4271.7	0	15523.7	0	10157.2	0	0	-nan
24000	24	4.40421	26425.3	0	5179.52	4442.47	0	14972.9	0	10173	0	0	-nan
25000	25	4.41325	26479.5	0	5238.42	4650.32	0	15772.7	0	10043.5	0	0	-nan
26000	26	4.36871	26212.3	0	5394.41	4530.99	0	15591.5	0	10045.2	0	0	-nan
27000	27	4.40112	26406.7	0	5132.93	4660.48	0	15516.7	0	9950.63	0	0	-nan
28000	28	4.3118	25870.8	0	5193.36	4589.19	0	15463.5	0	9750.74	0	0	-nan
29000	29	4.47339	26840.4	0	5437.67	4528.25	0	15339.7	0	9953.41	0	0	-nan
30000	30	4.4534	26720.4	0	5272.33	4395.06	0	15326.5	0	9940.05	0	0	-nan
31000	31	4.43947	26636.8	0	5154.4	4621.21	0	15193.5	0	10502.1	0	0	-nan
