# cr num_clusters num_clusters2 size_max_cluster pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
1.000000000000000000e+00 1.999000000000000000e+03 1.000000000000000000e+00 2.000000000000000000e+00 1.000500250125062607e+00 1.000999999999945267e+00 1.000500250125062607e+00 1.000499499999945252e+00
3.000000000000000000e+00 1.997000000000000000e+03 3.000000000000000000e+00 2.000000000000000000e+00 1.001502253380070151e+00 1.002999999999945047e+00 1.001502253380070151e+00 1.001495499999945027e+00
4.000000000000000000e+00 1.996000000000000000e+03 4.000000000000000000e+00 2.000000000000000000e+00 1.002004008016031955e+00 1.003999999999944936e+00 1.002004008016031955e+00 1.001991999999945149e+00
5.000000000000000000e+00 1.995000000000000000e+03 5.000000000000000000e+00 2.000000000000000000e+00 1.002506265664160345e+00 1.004999999999944826e+00 1.002506265664160345e+00 1.002487499999945131e+00
6.000000000000000000e+00 1.994000000000000000e+03 6.000000000000000000e+00 2.000000000000000000e+00 1.003009027081243731e+00 1.005999999999944716e+00 1.003009027081243731e+00 1.002981999999944973e+00
6.000000000000000000e+00 1.994000000000000000e+03 6.000000000000000000e+00 2.000000000000000000e+00 1.003009027081243731e+00 1.005999999999944716e+00 1.003009027081243731e+00 1.002981999999944973e+00
9.000000000000000000e+00 1.991000000000000000e+03 9.000000000000000000e+00 2.000000000000000000e+00 1.004520341536916161e+00 1.008999999999944386e+00 1.004520341536916161e+00 1.004459499999944549e+00
1.000000000000000000e+01 1.990000000000000000e+03 1.000000000000000000e+01 2.000000000000000000e+00 1.005025125628140614e+00 1.009999999999944276e+00 1.005025125628140614e+00 1.004949999999944721e+00
1.400000000000000000e+01 1.986000000000000000e+03 1.400000000000000000e+01 2.000000000000000000e+00 1.007049345417925457e+00 1.013999999999943835e+00 1.007049345417925457e+00 1.006901999999944231e+00
1.600000000000000000e+01 1.984000000000000000e+03 1.600000000000000000e+01 2.000000000000000000e+00 1.008064516129032251e+00 1.015999999999943615e+00 1.008064516129032251e+00 1.007871999999944146e+00
1.800000000000000000e+01 1.982000000000000000e+03 1.800000000000000000e+01 2.000000000000000000e+00 1.009081735620585230e+00 1.017999999999943617e+00 1.009081735620585230e+00 1.008837999999944168e+00
2.000000000000000000e+01 1.980000000000000000e+03 2.000000000000000000e+01 2.000000000000000000e+00 1.010101010101010166e+00 1.019999999999943396e+00 1.010101010101010166e+00 1.009799999999943854e+00
2.400000000000000000e+01 1.976000000000000000e+03 2.400000000000000000e+01 2.000000000000000000e+00 1.012145748987854255e+00 1.023999999999942956e+00 1.012145748987854255e+00 1.011711999999943545e+00
2.500000000000000000e+01 1.975000000000000000e+03 2.500000000000000000e+01 2.000000000000000000e+00 1.012658227848101333e+00 1.024999999999942846e+00 1.012658227848101333e+00 1.012187499999943396e+00
2.700000000000000000e+01 1.973000000000000000e+03 2.700000000000000000e+01 2.000000000000000000e+00 1.013684744044602182e+00 1.026999999999942625e+00 1.013684744044602182e+00 1.013135499999943345e+00
2.900000000000000000e+01 1.971000000000000000e+03 2.900000000000000000e+01 2.000000000000000000e+00 1.014713343480466712e+00 1.028999999999942627e+00 1.014713343480466712e+00 1.014079499999943623e+00
3.000000000000000000e+01 1.970000000000000000e+03 3.000000000000000000e+01 2.000000000000000000e+00 1.015228426395939021e+00 1.029999999999942517e+00 1.015228426395939021e+00 1.014549999999943442e+00
3.300000000000000000e+01 1.967000000000000000e+03 3.300000000000000000e+01 2.000000000000000000e+00 1.016776817488561191e+00 1.032999999999942631e+00 1.016776817488561191e+00 1.015955499999943612e+00
3.500000000000000000e+01 1.965000000000000000e+03 3.500000000000000000e+01 2.000000000000000000e+00 1.017811704834605591e+00 1.034999999999942411e+00 1.017811704834605591e+00 1.016887499999943323e+00
