step	time	T	Ekin	P	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	tab-dynamic_0	cr_5	count_0
38000	38	4.4579	26747.4	269.934	5243.49	4319.44	0	0	25357.4	0	0	0
39000	39	4.46507	26790.4	268.338	5282.77	4186.78	0	0	25780.4	0	0	0
40000	40	4.53721	27223.3	264.394	5404.87	4476.75	0	0	25786	0	0	0
41000	41	4.39851	26391.1	269.066	5583.65	4470.54	0	0	25760.5	0	0	0
42000	42	4.36393	26183.6	257.329	5097.79	4417.69	0	0	25327.4	0	0	0
43000	43	4.42767	26566	268.713	5059.32	4385.73	0	0	25543.4	0	0	0
44000	44	4.4001	26400.6	268.957	5196.96	4304.48	0	0	25431.5	0	0	0
45000	45	4.40357	26421.4	260.367	5147.18	4593	0	0	25426.4	0	0	0
46000	46	4.41696	26501.8	261.487	5071.28	4252.91	0	0	25327.7	0	0	0
47000	47	4.42742	26564.5	270.562	5055.88	4381.49	0	0	24975	0	0	0
48000	48	4.35065	26103.9	259.717	5329.71	4638.12	0	0	25058.6	0	0	0
49000	49	4.49066	26944	269.917	5130.78	4265.33	0	0	25539.1	0	0	0
50000	50	4.39107	26346.4	264.925	5297.43	4315.83	0	0	25778.3	0	0	0
51000	51	4.42581	26554.8	263.537	5277.2	4416.93	0	0	25312.9	0	0	0
52000	52	4.45925	26755.5	267.106	5168.63	4582.72	0	0	25658.9	0	0	0
53000	53	4.42385	26543.1	264.233	5273.36	4402.22	0	0	26040.9	0	0	0
54000	54	4.35586	26135.2	261.754	5023.58	4437.26	0	0	26058.4	0	0	0
55000	55	4.33879	26032.7	277.771	5175.7	4556.66	0	0	25981.3	0	0	0
56000	56	4.37012	26220.7	266.568	4821.34	4501.98	0	0	25576.7	0	0	0
57000	57	4.47015	26820.9	272.725	5190.1	4352.15	0	0	25735.3	0	0	0
58000	58	4.31012	25860.7	270.482	5366.52	4593.18	0	0	25279.7	0	0	0
59000	59	4.41653	26499.2	267.58	5042.66	4208.09	0	0	25446.7	0	0	0
60000	60	4.40837	26450.2	262.972	5047.86	4412.38	0	0	25741.7	0	0	0
61000	61	4.41801	26508.1	261.663	5315.09	4268.04	0	0	25201.5	0	0	0
62000	62	4.48107	26886.4	258.559	5090.22	4697.92	0	0	25045.4	0	0	0
63000	63	4.51426	27085.6	276.158	5259.82	4064.52	0	0	25497.7	0	0	0
64000	64	4.46897	26813.8	265.885	4988.64	4468.63	0	0	25160.7	0	0	0
65000	65	4.38438	26306.3	267.511	5163.43	4206.23	0	0	25658.7	0	0	0
66000	66	4.49641	26978.4	262.052	5033.69	4183.2	0	0	25126.9	0	0	0
67000	67	4.44598	26675.9	261.574	5224.18	4690.75	0	0	25409.4	0	0	0
68000	68	4.50237	27014.2	267.511	5475.15	4337.16	0	0	25540.1	0	0	0
69000	69	4.47205	26832.3	274.415	4964.95	4398.89	0	0	25189.9	0	0	0
70000	70	4.30911	25854.7	274.674	5315.64	4586.69	0	0	25565.5	0	0	0
71000	71	4.52802	27168.1	264.195	5087.98	4407.5	0	0	25398	0	0	0
72000	72	4.44098	26645.9	273.995	5069.28	4553.6	0	0	25471	0	0	0
73000	73	4.3642	26185.2	262.181	5432.83	4325.65	0	0	25352.9	0	0	0
74000	74	4.40141	26408.5	273.555	5168.26	4284.54	0	0	25171.3	0	0	0
75000	75	4.36584	26195.1	262.462	5496.33	4576.46	0	0	25275.3	0	0	0
76000	76	4.49698	26981.9	265.407	5214.77	4314.71	0	0	25037.5	0	0	0
77000	77	4.4581	26748.6	278.555	5306.34	4487.48	0	0	25483	0	0	0
78000	78	4.47174	26830.5	271.004	4931.16	4435.68	0	0	25169	0	0	0
79000	79	4.44806	26688.3	275.931	5213.84	4523.43	0	0	25397.1	0	0	0
80000	80	4.43556	26613.4	269.936	5376.15	4516.87	0	0	25303.9	0	0	0
81000	81	4.44853	26691.2	264.954	5275.03	4349.98	0	0	25254.2	0	0	0
82000	82	4.40266	26415.9	260.818	5346.79	4468.71	0	0	25254.6	0	0	0
83000	83	4.52863	27171.8	262.191	5183.7	4405.89	0	0	25543.9	0	0	0
84000	84	4.40016	26400.9	269.603	5180.12	4407.3	0	0	25112.8	0	0	0
85000	85	4.53169	27190.2	274.306	5231.57	4184.66	0	0	25134.9	0	0	0
86000	86	4.51333	27080	271.663	5181.05	4539.26	0	0	25503.1	0	0	0
87000	87	4.46957	26817.4	259.872	5213.08	4496.74	0	0	25060.6	0	0	0
88000	88	4.44573	26674.4	266.559	5120.65	4460.36	0	0	25561.5	0	0	0
89000	89	4.41352	26481.1	275.339	5247.49	4690.2	0	0	25512.7	0	0	0
90000	90	4.34552	26073.1	259.665	5271.24	4502.78	0	0	25416.3	0	0	0
91000	91	4.40749	26444.9	273.37	5388.7	4117.09	0	0	25418.5	0	0	0
92000	92	4.43707	26622.4	266.512	5316.97	4371.83	0	0	25272.9	0	0	0
93000	93	4.4931	26958.6	262.92	5229.06	4369.97	0	0	25456.6	0	0	0
94000	94	4.44228	26653.7	268.904	5417.12	4663.54	0	0	25095	0	0	0
95000	95	4.52181	27130.9	265.076	5264.16	4484.37	0	0	25270.1	0	0	0
96000	96	4.42798	26567.9	266.415	5370.43	4298.11	0	0	25497.3	0	0	0
97000	97	4.29425	25765.5	264.485	5339.71	4559.06	0	0	25205.1	0	0	0
98000	98	4.46771	26806.3	264.626	5326.66	4510.21	0	0	25170.3	0	0	0
99000	99	4.38806	26328.4	266.622	5341.34	4327.11	0	0	25323	0	0	0
100000	100	4.50949	27057	262.029	5107.77	4374.79	0	0	24976.1	0	0	0
101000	101	4.47181	26830.8	267.051	5085.24	4492.74	0	0	25179	0	0	0
102000	102	4.47687	26861.2	262.018	5131.09	4536.37	0	0	25288.8	0	0	0
103000	103	4.40242	26414.5	275.226	5094.16	4438.84	0	0	25755.5	0	0	0
104000	104	4.42033	26522	269.119	5377.37	4182.52	0	0	25181.7	0	0	0
105000	105	4.4938	26962.8	264.141	5121.6	4641.22	0	0	25591.7	0	0	0
106000	106	4.59035	27542.1	267.892	5363.72	4590.68	0	0	25253.6	0	0	0
107000	107	4.44474	26668.4	258.967	5265.93	4512.52	0	0	25319.9	0	0	0
108000	108	4.43491	26609.5	261.768	5130.3	4138.69	0	0	25464.9	0	0	0
109000	109	4.51839	27110.4	276.025	5022.88	4428.5	0	0	25925	0	0	0
110000	110	4.46669	26800.1	263.435	5168.88	4494.91	0	0	25738	0	0	0
111000	111	4.39547	26372.8	261.306	5419.64	4496.6	0	0	25660	0	0	0
112000	112	4.53409	27204.5	263.877	4993.77	4264.37	0	0	25601.9	0	0	0
113000	113	4.43964	26637.8	276.93	5137.98	4752.23	0	0	25387.6	0	0	0
114000	114	4.53041	27182.5	262.574	5252.25	4552.33	0	0	25471.1	0	0	0
115000	115	4.41316	26479	265.267	5411.19	4562.21	0	0	25595.5	0	0	0
116000	116	4.32492	25949.5	272.129	4981.73	4461.06	0	0	25659.3	0	0	0
117000	117	4.41162	26469.7	264.724	5230.56	4469.5	0	0	25303.6	0	0	0
118000	118	4.36216	26173	258.313	5177.77	4460.16	0	0	25360.5	0	0	0
119000	119	4.36858	26211.5	273.727	5173.12	4647.1	0	0	25674.5	0	0	0
120000	120	4.47801	26868.1	263.919	5269.65	4511.63	0	0	25657.3	0	0	0
121000	121	4.39612	26376.7	273.696	5426.41	4367.82	0	0	25511.9	0	0	0
122000	122	4.45759	26745.5	269.133	5058.15	4471.03	0	0	25572.7	0	0	0
123000	123	4.412	26472	275.832	5190.4	4447.67	0	0	25879.6	0	0	0
124000	124	4.42181	26530.9	260.808	5103.91	4363.53	0	0	25515.9	0	0	0
125000	125	4.38178	26290.7	274.122	5297.27	4307.44	0	0	25715.7	0	0	0
126000	126	4.35486	26129.2	259.481	5283.84	4410.12	0	0	25724.9	0	0	0
127000	127	4.47219	26833.2	267.126	5240.81	4298.64	0	0	25340.6	0	0	0
128000	128	4.45254	26715.2	265.481	5187.24	4246.35	0	0	25429.3	0	0	0
129000	129	4.48748	26924.9	266.567	5293.86	4630.51	0	0	25555.7	0	0	0
130000	130	4.47308	26838.5	275.694	5087.29	4516.26	0	0	25569.4	0	0	0
131000	131	4.48566	26914	275.971	5225.14	4390.73	0	0	25808	0	0	0
132000	132	4.44802	26688.1	268.469	5587.23	4180.69	0	0	25551.7	0	0	0
133000	133	4.46852	26811.1	271.488	5227.3	4491.71	0	0	25505.1	0	0	0
134000	134	4.38064	26283.8	282.755	5487.8	4462.7	0	0	25569.5	0	0	0
135000	135	4.4454	26672.4	266.031	5270.54	4307.85	0	0	25855.3	0	0	0
136000	136	4.35882	26152.9	270.741	5270.88	4808.97	0	0	25786.5	0	0	0
137000	137	4.41975	26518.5	269.76	5180.85	4545.87	0	0	25676.5	0	0	0
138000	138	4.37132	26227.9	255.903	5176.21	4227.63	0	0	25294	0	0	0
139000	139	4.4497	26698.2	268.505	4950.17	4395.63	0	0	25353	0	0	0
140000	140	4.4346	26607.6	263.564	4988.27	4295.27	0	0	25429.6	0	0	0
141000	141	4.41487	26489.2	267.224	5400.44	4369.43	0	0	26000.3	0	0	0
142000	142	4.41275	26476.5	258.127	5127.66	4339.86	0	0	25591.3	0	0	0
143000	143	4.39141	26348.5	263.034	5207.99	4200.61	0	0	25899.9	0	0	0
144000	144	4.4898	26938.8	269.772	5119.96	4326.14	0	0	25385	0	0	0
145000	145	4.56064	27363.9	273.866	5344.8	4531.25	0	0	25742.9	0	0	0
146000	146	4.43726	26623.6	260.825	5239.33	4455.62	0	0	25470.7	0	0	0
147000	147	4.55245	27314.7	260.742	5329.48	4584.62	0	0	25516.7	0	0	0
148000	148	4.42606	26556.4	254.605	5095.86	4378.56	0	0	25386.7	0	0	0
149000	149	4.34173	26050.4	255.619	5052.33	4242.33	0	0	25312.2	0	0	0
150000	150	4.43308	26598.5	275.615	5499.23	4561.2	0	0	25775.8	0	0	0
151000	151	4.46917	26815	258.588	5482.03	4532.65	0	0	25584.4	0	0	0
152000	152	4.45308	26718.5	260.462	5067.09	4357.55	0	0	25689.7	0	0	0
153000	153	4.53035	27182.1	268.335	5292.31	4408.9	0	0	25518.1	0	0	0
154000	154	4.40377	26422.6	267.451	5239.97	4526.28	0	0	25378.3	0	0	0
155000	155	4.38899	26333.9	276.376	5444.46	4387.9	0	0	25047.9	0	0	0
156000	156	4.4406	26643.6	265.155	4875.94	4506.09	0	0	25455.3	0	0	0
157000	157	4.40245	26414.7	261.146	5275.69	4548.94	0	0	25499.2	0	0	0
158000	158	4.44101	26646.1	271.326	5372.53	4345.72	0	0	25582.6	0	0	0
159000	159	4.40596	26435.7	264.312	5405.89	4594.54	0	0	25900.7	0	0	0
160000	160	4.49732	26983.9	276.583	5168.67	4608.4	0	0	25365.5	0	0	0
161000	161	4.36671	26200.3	267.483	5288.66	4496.74	0	0	25591.4	0	0	0
162000	162	4.45157	26709.4	263.775	5218.21	4611.66	0	0	25470.2	0	0	0
163000	163	4.55333	27320	271.267	5162.85	4431.77	0	0	25597.7	0	0	0
164000	164	4.42669	26560.1	268.356	5182.5	4460.7	0	0	25779.4	0	0	0
165000	165	4.3783	26269.8	270.438	5231.04	4667.05	0	0	25519	0	0	0
166000	166	4.48457	26907.4	268.118	5365.7	4376.83	0	0	25437.7	0	0	0
167000	167	4.40629	26437.8	273.661	5327.98	4375.3	0	0	26047.2	0	0	0
168000	168	4.54012	27240.7	280.536	5306.32	4643.19	0	0	25304.8	0	0	0
169000	169	4.47065	26823.9	281.258	5201.09	4692.17	0	0	25328.5	0	0	0
170000	170	4.50203	27012.2	273.307	5022.25	4378.34	0	0	25713.3	0	0	0
171000	171	4.46512	26790.7	273.904	5161.08	4550.92	0	0	25633.3	0	0	0
172000	172	4.54016	27241	262.511	5398.88	4560.54	0	0	25613.4	0	0	0
173000	173	4.50956	27057.4	254.009	5276.33	4472.05	0	0	25326	0	0	0
174000	174	4.46706	26802.3	272.711	5051.2	4533.53	0	0	25252.4	0	0	0
175000	175	4.4047	26428.2	266.561	4987.68	4302.94	0	0	25773.5	0	0	0
176000	176	4.46475	26788.5	271.524	5179.24	4320.45	0	0	25558.7	0	0	0
177000	177	4.48087	26885.2	276.959	5243.6	4284.99	0	0	25555.1	0	0	0
178000	178	4.35703	26142.2	255.88	5165.79	4474.37	0	0	25135.7	0	0	0
179000	179	4.39267	26356	270.544	5078.48	4465.34	0	0	26064.3	0	0	0
180000	180	4.4034	26420.4	272.02	5131.37	4395.72	0	0	25425.7	0	0	0
181000	181	4.43953	26637.2	261.108	5205.37	4436.55	0	0	25583.2	0	0	0
182000	182	4.37954	26277.2	260.532	5313.45	4479.33	0	0	25648	0	0	0
183000	183	4.41403	26484.2	267.356	5490.68	4561.57	0	0	25783.9	0	0	0
184000	184	4.3425	26055	271.022	5123.21	4506.2	0	0	25849.1	0	0	0
185000	185	4.41411	26484.7	262.68	5155.06	4398.07	0	0	25868.9	0	0	0
186000	186	4.39886	26393.2	268.231	5193.02	4262.7	0	0	26183.2	0	0	0
187000	187	4.31588	25895.3	267.916	5277.42	4542.93	0	0	25431.9	0	0	0
188000	188	4.4194	26516.4	271.992	5123.56	4554.43	0	0	25929.9	0	0	0
189000	189	4.41725	26503.5	262.712	5051.59	4672.92	0	0	25495.6	0	0	0
190000	190	4.45482	26728.9	270.781	4937.44	4253.48	0	0	25234.5	0	0	0
191000	191	4.40464	26427.8	260.775	5235.44	4272.19	0	0	25618.8	0	0	0
192000	192	4.45516	26730.9	274.389	5109.85	4521.79	0	0	25542.4	0	0	0
193000	193	4.37487	26249.2	267.326	5070.97	4531.82	0	0	25594.3	0	0	0
194000	194	4.38594	26315.6	266.694	5198.28	4518.56	0	0	25427.1	0	0	0
195000	195	4.44062	26643.7	263.559	5206.97	4178.14	0	0	25083.9	0	0	0
196000	196	4.37605	26256.3	275.849	5195.88	4490.01	0	0	25484	0	0	0
197000	197	4.51749	27104.9	273.828	4994.22	4410.41	0	0	25445.2	0	0	0
198000	198	4.4906	26943.6	272.311	5251.24	4429.47	0	0	25442.8	0	0	0
199000	199	4.48037	26882.2	272.944	5174.54	4349.19	0	0	25590.3	0	0	0
200000	200	4.44621	26677.3	262.259	5001.55	4369.75	0	0	25165.7	0	0	0
201000	201	4.37108	26226.5	266.823	5141.23	4511.9	0	0	25682.9	0	0	0
202000	202	4.39609	26376.6	268.302	5256.35	4400.78	0	0	25223.7	0	0	0
203000	203	4.50581	27034.9	269.488	5367.38	4298.69	0	0	25675.1	0	0	0
204000	204	4.53407	27204.4	261.317	5382.99	4506.24	0	0	25426.5	0	0	0
205000	205	4.42509	26550.5	277.669	5307.37	4468.91	0	0	25316.7	0	0	0
206000	206	4.40948	26456.9	267.721	5227.5	4561.73	0	0	25618.9	0	0	0
207000	207	4.37529	26251.7	271.36	5212.04	4238.93	0	0	25502.1	0	0	0
208000	208	4.43298	26597.9	271.11	5141.21	4218.84	0	0	25602	0	0	0
209000	209	4.39542	26372.5	254.772	5070.35	4587.68	0	0	25308.9	0	0	0
210000	210	4.34604	26076.2	269.368	5426.4	4579.79	0	0	25425.8	0	0	0
211000	211	4.44583	26675	277.947	5056.41	4450.59	0	0	25602.1	0	0	0
212000	212	4.44071	26644.3	273.297	5020.88	4410.74	0	0	25402	0	0	0
213000	213	4.41161	26469.6	259.037	5024.28	4353.79	0	0	25269.4	0	0	0
214000	214	4.31105	25866.3	271.942	5300.85	4312.38	0	0	25768	0	0	0
215000	215	4.47986	26879.2	260.082	5262.12	4658.19	0	0	25363.5	0	0	0
216000	216	4.51054	27063.3	261.782	4976.61	4460.46	0	0	25537.8	0	0	0
217000	217	4.43777	26626.6	262.53	5240.81	4162.22	0	0	25725.8	0	0	0
218000	218	4.34281	26056.9	258.286	5206.95	4506.92	0	0	25679.2	0	0	0
219000	219	4.51518	27091.1	253.905	5359.66	4220.56	0	0	25564.4	0	0	0
220000	220	4.42381	26542.9	275.405	5349.24	4425.8	0	0	26030.9	0	0	0
221000	221	4.42773	26566.4	267.999	5064.25	4619.14	0	0	25584.3	0	0	0
222000	222	4.41161	26469.7	273.361	5306.45	4375.58	0	0	25457	0	0	0
223000	223	4.49136	26948.1	273.191	5058.89	4417.09	0	0	25905.8	0	0	0
224000	224	4.35654	26139.3	264.804	5244.93	4305.89	0	0	25384.3	0	0	0
225000	225	4.47068	26824.1	270.343	5347.66	4360.59	0	0	25464.7	0	0	0
226000	226	4.44002	26640.1	265.908	5064.79	4321.02	0	0	25564.4	0	0	0
227000	227	4.42136	26528.2	266.106	5195.73	4495.4	0	0	25329.7	0	0	0
228000	228	4.37072	26224.3	266.695	4727.05	4741.06	0	0	25539.3	0	0	0
229000	229	4.4725	26835	271.46	5102.08	4410.53	0	0	25317.6	0	0	0
230000	230	4.46266	26775.9	269.119	5487.84	4210.53	0	0	25259.3	0	0	0
231000	231	4.37052	26223.1	269.85	5098.42	4638.06	0	0	25773.7	0	0	0
232000	232	4.41933	26516	261.709	5325.99	4572.75	0	0	25741.4	0	0	0
233000	233	4.48374	26902.5	264.267	5259.65	4381.49	0	0	25572.5	0	0	0
234000	234	4.43135	26588.1	260.353	5316.25	4419.44	0	0	25506.2	0	0	0
235000	235	4.43168	26590.1	280.906	5148.27	4346.8	0	0	25884	0	0	0
236000	236	4.3545	26127	271.222	5456.51	4238.84	0	0	26172.8	0	0	0
237000	237	4.44538	26672.3	266.417	4916.22	4586	0	0	25712.1	0	0	0
238000	238	4.4831	26898.6	282.027	5044.01	4390.95	0	0	25650.5	0	0	0
239000	239	4.50539	27032.3	268.937	5224.31	4315.79	0	0	25650.3	0	0	0
240000	240	4.37602	26256.1	274.739	5017.2	4482.04	0	0	25215.9	0	0	0
241000	241	4.43268	26596.1	261.252	5051.47	4411.96	0	0	25393.2	0	0	0
242000	242	4.42632	26557.9	269.256	5092.38	4376.92	0	0	25535.3	0	0	0
243000	243	4.47922	26875.3	266.986	5312.45	4522.05	0	0	25623.9	0	0	0
244000	244	4.45266	26715.9	275.832	5171.08	4545.05	0	0	25532	0	0	0
245000	245	4.38427	26305.6	272.7	4905.37	4460.68	0	0	25232	0	0	0
246000	246	4.41008	26460.5	275.268	5165.51	4391.66	0	0	25698.9	0	0	0
247000	247	4.46452	26787.1	280.722	5137.71	4386.02	0	0	25784.6	0	0	0
248000	248	4.43376	26602.5	262.039	5265.85	4525.63	0	0	25596.2	0	0	0
249000	249	4.44718	26683.1	270.437	5348.99	4660.74	0	0	25623.9	0	0	0
250000	250	4.50288	27017.3	266.171	5096.43	4734.32	0	0	25286.5	0	0	0
251000	251	4.32373	25942.4	260.5	5130.84	4528.25	0	0	25954.6	0	0	0
252000	252	4.45625	26737.5	268.049	5190.62	4383.37	0	0	25531.9	0	0	0
253000	253	4.46167	26770	263.652	5062.19	4405	0	0	25736.5	0	0	0
254000	254	4.31399	25884	275.761	4940.44	4271.71	0	0	25586.3	0	0	0
255000	255	4.46753	26805.2	262.485	4993.28	4320.27	0	0	25632.7	0	0	0
256000	256	4.29974	25798.4	261.088	4964.96	4321.9	0	0	25699	0	0	0
257000	257	4.40341	26420.5	265.707	5352.37	4448.41	0	0	25538.5	0	0	0
258000	258	4.51166	27070	268.465	4881.1	4415.88	0	0	25290.8	0	0	0
259000	259	4.50825	27049.5	260.598	5340.47	4320.04	0	0	25404.2	0	0	0
260000	260	4.35895	26153.7	274.544	4994.42	4552.2	0	0	24984.5	0	0	0
261000	261	4.39353	26361.2	256.196	5366.11	4323.28	0	0	24802.8	0	0	0
262000	262	4.37165	26229.9	268.153	5089.72	4659.73	0	0	25008.4	0	0	0
263000	263	4.3572	26143.2	254.067	5164.59	4323.98	0	0	25353.2	0	0	0
264000	264	4.56117	27367	259.99	4994.38	4441.35	0	0	25523.8	0	0	0
265000	265	4.40593	26435.6	266.016	5258.08	4389	0	0	25332	0	0	0
266000	266	4.38232	26293.9	270.007	5110	4416.16	0	0	25563.5	0	0	0
267000	267	4.51878	27112.7	263.097	5461.61	4296.87	0	0	25411.9	0	0	0
268000	268	4.42021	26521.3	267.615	5095.28	4591.66	0	0	25338.6	0	0	0
269000	269	4.4321	26592.6	262.461	5039.23	4550.41	0	0	25727.7	0	0	0
270000	270	4.32985	25979.1	266.946	5344.76	4464.56	0	0	25087.6	0	0	0
271000	271	4.36184	26171	265.723	5197.22	4439.33	0	0	25374.8	0	0	0
272000	272	4.46072	26764.3	262.946	5341.64	4141.09	0	0	25078.3	0	0	0
273000	273	4.40891	26453.5	257.439	5111.11	4471.81	0	0	25341.3	0	0	0
274000	274	4.52456	27147.4	269.853	5063.55	4245.02	0	0	25562.1	0	0	0
275000	275	4.48348	26900.9	268.21	5232.83	4482.35	0	0	25652.9	0	0	0
276000	276	4.33359	26001.6	263.623	5254.46	4441.86	0	0	25660.9	0	0	0
277000	277	4.36109	26166.5	269.705	5321.65	4301.15	0	0	25557.1	0	0	0
278000	278	4.45363	26721.8	277.501	5233.5	4445.46	0	0	25207.6	0	0	0
279000	279	4.41534	26492	261.983	5086.09	4469.04	0	0	25271.2	0	0	0
280000	280	4.38473	26308.4	252.91	5171.34	4747.94	0	0	25461.6	0	0	0
281000	281	4.46991	26819.5	274.3	5238.45	4569.54	0	0	25438.7	0	0	0
282000	282	4.49486	26969.2	284.132	4964.55	4388.01	0	0	25792.4	0	0	0
283000	283	4.38369	26302.2	258.774	5156.4	4395.07	0	0	25731.8	0	0	0
284000	284	4.49501	26970.1	270.423	5340.26	4621.58	0	0	25410.6	0	0	0
285000	285	4.47805	26868.3	259.328	5117.65	4557.69	0	0	25594.2	0	0	0
286000	286	4.45437	26726.2	268.916	5091.45	4294.16	0	0	25467	0	0	0
287000	287	4.44308	26658.5	259.091	5178.86	4549.32	0	0	26038.7	0	0	0
288000	288	4.49423	26965.4	254.898	5348.43	4504.08	0	0	25860.7	0	0	0
289000	289	4.39496	26369.8	274.154	4982.65	4489.59	0	0	26076.7	0	0	0
290000	290	4.47622	26857.3	260.19	4881.41	4378.19	0	0	25836.2	0	0	0
291000	291	4.42851	26571	260.539	5211.97	4402.42	0	0	25589.8	0	0	0
292000	292	4.39777	26386.6	269.742	5410.76	4446.08	0	0	25626	0	0	0
293000	293	4.46347	26780.8	268.968	5407.96	4232.03	0	0	25607.6	0	0	0
294000	294	4.46997	26819.8	258.586	5287.83	4456.51	0	0	25495.8	0	0	0
295000	295	4.45556	26733.4	266.229	5368	4402.1	0	0	25941.9	0	0	0
296000	296	4.33516	26011	268.634	5105.43	4399.01	0	0	25704.3	0	0	0
297000	297	4.3649	26189.4	271.892	4863.65	4218.09	0	0	25563.3	0	0	0
298000	298	4.3937	26362.2	264.219	5088.66	4331.9	0	0	25570.9	0	0	0
299000	299	4.4025	26415	275.445	5076.12	4311.48	0	0	25514.9	0	0	0
300000	300	4.42787	26567.2	274.985	5166.91	4326.11	0	0	25510.1	0	0	0
301000	301	4.48923	26935.4	275.652	5518.96	4415.39	0	0	25641.3	0	0	0
302000	302	4.42781	26566.9	254.614	5018.21	4226.12	0	0	25638.4	0	0	0
303000	303	4.3545	26127	265.496	5194.26	4249.74	0	0	25489	0	0	0
304000	304	4.40425	26425.5	266.643	5251	4389.72	0	0	25688	0	0	0
305000	305	4.445	26670	278.049	5037.32	4202.69	0	0	25659.2	0	0	0
306000	306	4.41559	26493.6	254.193	5328.27	4624.15	0	0	25244.5	0	0	0
307000	307	4.3449	26069.4	267.636	5146.46	4540.85	0	0	25233.5	0	0	0
308000	308	4.43135	26588.1	273.928	5370.63	4335.21	0	0	25130.8	0	0	0
309000	309	4.30308	25818.5	258.126	5188.97	4385.7	0	0	25757.6	0	0	0
310000	310	4.40915	26454.9	268.949	5267.52	4471.39	0	0	25935.9	0	0	0
311000	311	4.40968	26458.1	261.991	4943.85	4197.28	0	0	26152	0	0	0
312000	312	4.44413	26664.8	266.932	5235.01	4370.66	0	0	26342.2	0	0	0
313000	313	4.44818	26689.1	264.928	5128.73	4516.23	0	0	25577.3	0	0	0
314000	314	4.44011	26640.7	264.371	4950.12	4508	0	0	25604.4	0	0	0
315000	315	4.32568	25954.1	272.731	5274.74	4489.62	0	0	25403.3	0	0	0
316000	316	4.49771	26986.2	269.334	5070.97	4221.44	0	0	24832	0	0	0
317000	317	4.44989	26699.4	271.887	5237.28	4624.39	0	0	25258.2	0	0	0
