step	time	T	Ekin	P	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	tab-dynamic_0	cr_5	count_0
88000	88	4.48053	26883.2	271.055	5376.56	4477.28	0	0	25677.1	0	0	0
89000	89	4.40325	26419.5	269.638	5129.34	4379.02	0	0	25062.1	0	0	0
90000	90	4.60926	27655.6	270.639	5079.13	4599.89	0	0	25054.7	0	0	0
91000	91	4.45908	26754.5	256.747	5434.53	4478.66	0	0	25423.5	0	0	0
92000	92	4.32003	25920.2	269.065	5174.61	4429.69	0	0	25593.3	0	0	0
93000	93	4.49039	26942.3	264.582	5238.78	4580.14	0	0	25124.9	0	0	0
94000	94	4.57096	27425.8	269.494	5478.9	4356.29	0	0	25423.1	0	0	0
95000	95	4.43922	26635.3	274.955	5227.63	4531.69	0	0	25701.9	0	0	0
96000	96	4.47472	26848.3	271.033	5138.94	4352.28	0	0	25986.8	0	0	0
97000	97	4.40065	26403.9	270.461	5634.6	4678.92	0	0	25162.7	0	0	0
98000	98	4.51575	27094.5	267.421	5355.43	4287.18	0	0	25607	0	0	0
99000	99	4.44859	26691.6	267.099	5225.49	4436.62	0	0	25709.7	0	0	0
100000	100	4.40908	26454.5	265.09	5353.23	4443.66	0	0	24898.1	0	0	0
101000	101	4.37549	26252.9	262.922	5173.02	4452.2	0	0	25195.6	0	0	0
102000	102	4.39537	26372.2	265.614	5391.64	4351.01	0	0	25195.2	0	0	0
103000	103	4.41834	26510	268.327	5419.57	4349.79	0	0	25370	0	0	0
104000	104	4.54839	27290.3	271.817	5323.09	4489.83	0	0	25483.9	0	0	0
105000	105	4.43587	26615.2	269.266	5293.85	4403.33	0	0	25712.3	0	0	0
106000	106	4.39923	26395.4	272.538	5131.9	4526.77	0	0	25744	0	0	0
107000	107	4.36088	26165.3	270.203	5333.44	4551.02	0	0	25692.9	0	0	0
108000	108	4.43347	26600.8	262.082	5054.51	4436.91	0	0	26171.5	0	0	0
109000	109	4.396	26376	268.049	5368.5	4377.86	0	0	25561.8	0	0	0
110000	110	4.39158	26349.5	276.296	5109.94	4300.66	0	0	25704.7	0	0	0
111000	111	4.53313	27198.8	268.136	5382.73	4507.35	0	0	25541.6	0	0	0
112000	112	4.45577	26734.6	274.663	5349.99	4418.66	0	0	25437.3	0	0	0
113000	113	4.42481	26548.9	267.625	5392.52	4508.79	0	0	25315.4	0	0	0
114000	114	4.34317	26059	264.194	5106.86	4319.59	0	0	25454.6	0	0	0
115000	115	4.44441	26666.4	276.593	5241.98	4511.64	0	0	25805.2	0	0	0
116000	116	4.33397	26003.8	279.729	5316.2	4693.99	0	0	25525.2	0	0	0
117000	117	4.47167	26830	260.405	5348.48	4404.82	0	0	25214	0	0	0
118000	118	4.37353	26241.2	256.838	5075.98	4386.97	0	0	25482.7	0	0	0
119000	119	4.4008	26404.8	258.106	5109.69	4492.07	0	0	25487.8	0	0	0
120000	120	4.4563	26737.8	261.865	4981.43	4335.61	0	0	25513.3	0	0	0
121000	121	4.36041	26162.5	270.135	5195.48	4673.19	0	0	25390.2	0	0	0
122000	122	4.40736	26444.2	276.185	5515.53	4197.34	0	0	25496.4	0	0	0
123000	123	4.49664	26979.8	274.388	5825.7	4370.61	0	0	25762.4	0	0	0
124000	124	4.4791	26874.6	261.533	5056.73	4226.96	0	0	25789.3	0	0	0
125000	125	4.4323	26593.8	265.1	5314.22	4297.71	0	0	25913.7	0	0	0
126000	126	4.31492	25889.5	258.479	5537.35	4428.44	0	0	25556.1	0	0	0
127000	127	4.33878	26032.7	267.929	5610.08	4381.93	0	0	25643	0	0	0
128000	128	4.46937	26816.2	268.895	5370.74	4274.62	0	0	25712.2	0	0	0
129000	129	4.36281	26176.9	259.007	5247.89	4398.34	0	0	25909.9	0	0	0
130000	130	4.44319	26659.2	279.282	5288.97	4408.78	0	0	26204.8	0	0	0
131000	131	4.48595	26915.7	273.521	5425.81	4530.46	0	0	25897.6	0	0	0
132000	132	4.35156	26109.4	262.991	5448.53	4585.63	0	0	25759.7	0	0	0
133000	133	4.49726	26983.6	265.409	5277.42	4344.21	0	0	25933.3	0	0	0
134000	134	4.47028	26821.7	262.808	5342.17	4309.06	0	0	25730.9	0	0	0
135000	135	4.47171	26830.3	273.629	5381.42	4141.26	0	0	25602.4	0	0	0
136000	136	4.36407	26184.4	262.354	5219.32	4342.99	0	0	25859.1	0	0	0
137000	137	4.46012	26760.7	265.835	5485.2	4560.17	0	0	25623.2	0	0	0
138000	138	4.31268	25876.1	262.766	5102.57	4653.21	0	0	25582.1	0	0	0
139000	139	4.45552	26733.1	271.081	5248.69	4406.52	0	0	25175.4	0	0	0
140000	140	4.47785	26867.1	279.731	5370.83	4518.43	0	0	25134.4	0	0	0
141000	141	4.4211	26526.6	269.201	5286.35	4324.07	0	0	25101.9	0	0	0
142000	142	4.48492	26909.5	270.345	5230.52	4420.91	0	0	25705.5	0	0	0
143000	143	4.50445	27026.7	274.705	5157.51	4455.86	0	0	25727.9	0	0	0
144000	144	4.49085	26945.1	275.278	5232.19	4344.17	0	0	25332.1	0	0	0
145000	145	4.43248	26594.9	267.143	5231.61	4499.05	0	0	25893.2	0	0	0
146000	146	4.37661	26259.7	274.754	5218.52	4327.82	0	0	25962.6	0	0	0
147000	147	4.43535	26612.1	264.077	5135.96	4471.62	0	0	25795.7	0	0	0
148000	148	4.40783	26447	271.73	5388.96	4254.66	0	0	25945.1	0	0	0
149000	149	4.29643	25778.6	275.555	5272.2	4411.74	0	0	26004	0	0	0
150000	150	4.42089	26525.3	272.07	5179.83	4311.63	0	0	25746.5	0	0	0
151000	151	4.34002	26040.1	279.12	5086.37	4501.14	0	0	25821.1	0	0	0
152000	152	4.40595	26435.7	267.558	5173.01	4497.41	0	0	25306.1	0	0	0
153000	153	4.37123	26227.4	272.236	5199.66	4309.35	0	0	25371.6	0	0	0
154000	154	4.41	26460	261.932	5371.72	4412.46	0	0	25655.3	0	0	0
155000	155	4.30881	25852.9	269.692	5127.86	4337.58	0	0	25635.7	0	0	0
156000	156	4.39865	26391.9	264.163	5205.91	4336.92	0	0	25514.7	0	0	0
157000	157	4.45399	26723.9	263.594	5146.08	4510.3	0	0	25435.2	0	0	0
158000	158	4.50176	27010.6	251.975	4982.93	4548.02	0	0	25374.2	0	0	0
159000	159	4.37688	26261.3	254.375	5125.37	4265.95	0	0	25602.5	0	0	0
160000	160	4.54616	27277	275.217	5467.74	4221.11	0	0	26000.5	0	0	0
161000	161	4.46118	26767.1	274.713	5388.64	4792.69	0	0	25797.6	0	0	0
162000	162	4.39627	26377.6	267.686	5086.56	4216.31	0	0	25610.2	0	0	0
163000	163	4.40189	26411.3	259.185	4989.62	4399.81	0	0	25330	0	0	0
164000	164	4.4139	26483.4	267.155	5144.89	4334.75	0	0	25313.4	0	0	0
165000	165	4.46147	26768.8	264.652	4754.9	4514.63	0	0	25313.8	0	0	0
166000	166	4.35362	26121.7	262.208	5224.94	4550.3	0	0	25533.6	0	0	0
167000	167	4.52878	27172.7	269.876	5368.54	4457.85	0	0	25128	0	0	0
168000	168	4.39554	26373.2	255.096	5291.6	4520.86	0	0	25327.5	0	0	0
169000	169	4.47318	26839.1	265.028	5199.1	4447.61	0	0	25323	0	0	0
170000	170	4.43213	26592.8	266.487	5126.07	4350.41	0	0	25365.7	0	0	0
171000	171	4.41827	26509.6	265.103	5306.06	4544.02	0	0	25805	0	0	0
172000	172	4.45869	26752.1	270.294	5210.88	4540.41	0	0	25594.8	0	0	0
173000	173	4.4249	26549.4	264.136	5291.22	4403.23	0	0	25539.8	0	0	0
174000	174	4.39732	26383.9	260.76	5240.53	4315.36	0	0	25610.9	0	0	0
175000	175	4.37436	26246.2	278.045	5043.28	4413.16	0	0	25642.3	0	0	0
176000	176	4.44075	26644.5	263.678	5346.32	4515.37	0	0	25054	0	0	0
177000	177	4.4746	26847.6	270.473	5443.98	4547.32	0	0	25408.2	0	0	0
178000	178	4.38204	26292.2	264.533	5010.3	4208.7	0	0	25470.4	0	0	0
179000	179	4.44465	26667.9	274.134	5217.09	4376.53	0	0	25606	0	0	0
180000	180	4.50109	27006.5	258.456	5137.73	4480.17	0	0	25804.2	0	0	0
181000	181	4.40754	26445.2	264.376	5002.62	4254.76	0	0	25723.6	0	0	0
182000	182	4.35091	26105.4	271.379	5474.04	4279.73	0	0	25708.3	0	0	0
183000	183	4.44889	26693.4	272.191	5261.89	4459.65	0	0	25702.3	0	0	0
184000	184	4.48038	26882.3	265.24	5001.56	4634.9	0	0	26122.4	0	0	0
185000	185	4.42358	26541.5	260.776	5258.2	4458.85	0	0	25693	0	0	0
186000	186	4.40302	26418.1	274.748	5221.05	4484.13	0	0	25714.1	0	0	0
187000	187	4.44504	26670.3	271.219	5472.1	4592.61	0	0	26243.9	0	0	0
188000	188	4.50229	27013.7	268.461	5240.6	4537.54	0	0	25725.1	0	0	0
189000	189	4.43176	26590.6	265.917	5388.02	4423.6	0	0	25566.7	0	0	0
190000	190	4.41376	26482.6	267.647	5466.87	4257.06	0	0	25873.8	0	0	0
191000	191	4.48927	26935.6	271.194	5024.41	4233.39	0	0	25595.1	0	0	0
192000	192	4.38517	26311	266.633	5339.88	4435.22	0	0	25017.6	0	0	0
193000	193	4.44032	26641.9	276.744	5106.38	4355.96	0	0	25491	0	0	0
194000	194	4.43155	26589.3	267.121	5192.99	4608.83	0	0	25446.3	0	0	0
195000	195	4.44546	26672.8	266.409	5192.51	4366.25	0	0	25677.4	0	0	0
196000	196	4.39139	26348.4	263.826	5365.57	4400.56	0	0	24972.1	0	0	0
197000	197	4.50377	27022.6	273.23	5360.63	4311.85	0	0	25286.5	0	0	0
198000	198	4.35582	26134.9	267.683	4959.46	4590.74	0	0	25619.7	0	0	0
199000	199	4.32509	25950.6	258.974	5317.5	4414.53	0	0	25219.2	0	0	0
200000	200	4.46844	26810.6	265.061	5172.36	4384.77	0	0	25762.4	0	0	0
201000	201	4.48822	26929.3	268.609	5186.4	4308.64	0	0	25677.6	0	0	0
202000	202	4.42531	26551.9	278.515	5282.09	4502.74	0	0	25406.1	0	0	0
203000	203	4.47267	26836	272.069	5290.02	4391.49	0	0	25695.1	0	0	0
204000	204	4.38994	26339.6	261.054	5056.5	4368.92	0	0	25202.5	0	0	0
205000	205	4.54828	27289.7	258.776	5427.81	4558.55	0	0	25423.7	0	0	0
206000	206	4.43544	26612.6	257.831	5380.11	4250.99	0	0	25043.4	0	0	0
207000	207	4.38417	26305	263.778	5090.46	4346.28	0	0	24999.7	0	0	0
208000	208	4.4578	26746.8	274.129	5241.5	4368.33	0	0	25175.7	0	0	0
209000	209	4.4254	26552.4	267.322	5271.92	4300.95	0	0	25292.4	0	0	0
210000	210	4.40624	26437.4	257.694	5267.56	4544.94	0	0	25262.7	0	0	0
211000	211	4.42635	26558.1	268.374	5048.6	4347	0	0	24987.3	0	0	0
212000	212	4.43934	26636	272.14	5074.09	4253.73	0	0	25881.3	0	0	0
213000	213	4.46657	26799.4	258.266	5221.42	4672.9	0	0	25898.9	0	0	0
214000	214	4.47494	26849.7	285.245	5228.63	4454.56	0	0	26065.6	0	0	0
215000	215	4.55676	27340.6	263.77	5217.38	4334.23	0	0	25785	0	0	0
216000	216	4.37649	26258.9	266.595	5082.91	4286.4	0	0	25216.1	0	0	0
217000	217	4.49506	26970.4	282.772	5086.15	4593.09	0	0	25308.8	0	0	0
218000	218	4.36977	26218.6	268.749	5357.6	4387.7	0	0	25794.5	0	0	0
219000	219	4.48709	26922.5	266.814	4982.67	4429	0	0	25107	0	0	0
220000	220	4.40408	26424.5	280.886	5091.8	4695.3	0	0	25999	0	0	0
221000	221	4.48129	26887.8	267.948	5193.3	4331.5	0	0	25506.8	0	0	0
222000	222	4.43505	26610.3	266.281	4853.84	4494.63	0	0	25768.6	0	0	0
223000	223	4.46631	26797.9	265.333	5260.85	4494.79	0	0	25569.8	0	0	0
224000	224	4.40446	26426.8	269.703	5329.16	4675.16	0	0	25642.5	0	0	0
225000	225	4.3575	26145	262.187	5298.41	4546.76	0	0	25536.7	0	0	0
226000	226	4.48191	26891.5	257.462	5205.7	4480.02	0	0	25325.1	0	0	0
227000	227	4.36752	26205.1	262.149	5207.84	4168.9	0	0	25276.1	0	0	0
228000	228	4.38493	26309.6	270.691	5132.3	4331.97	0	0	25483.8	0	0	0
229000	229	4.52428	27145.7	266.528	5384.31	4401.73	0	0	25350.1	0	0	0
230000	230	4.38218	26293.1	264.562	5244.21	4677.23	0	0	25474	0	0	0
231000	231	4.43066	26584	276.186	5239.65	4405.12	0	0	25754.4	0	0	0
232000	232	4.41717	26503	265.494	5105.91	4454.58	0	0	25549.4	0	0	0
233000	233	4.4783	26869.8	268.178	4993.67	4311.81	0	0	25829.9	0	0	0
234000	234	4.36418	26185.1	260.987	5085.75	4358.34	0	0	25950.8	0	0	0
235000	235	4.45861	26751.7	264.675	5460.64	4364.07	0	0	25735.6	0	0	0
236000	236	4.4533	26719.8	267.574	5169.68	4346.95	0	0	25396.2	0	0	0
237000	237	4.38858	26331.5	265.005	5024.09	4251.06	0	0	25491.5	0	0	0
238000	238	4.53257	27195.4	270.955	5007.72	4271.3	0	0	25906.9	0	0	0
239000	239	4.33283	25997	272.531	5268.3	4445.77	0	0	25271.7	0	0	0
240000	240	4.49093	26945.6	259.606	5080.97	4307.68	0	0	25053.7	0	0	0
241000	241	4.3844	26306.4	271.532	4859.52	4372.99	0	0	25614.1	0	0	0
242000	242	4.34122	26047.3	266.768	5118.26	4617.07	0	0	25617.4	0	0	0
243000	243	4.39567	26374	278.129	5320.72	4218.36	0	0	25443.8	0	0	0
244000	244	4.49238	26954.3	258.692	5179.85	4114.42	0	0	25681.7	0	0	0
245000	245	4.50377	27022.6	268.529	5215.49	4596.05	0	0	26102	0	0	0
246000	246	4.33754	26025.2	268.183	5040.08	4465.78	0	0	25719.4	0	0	0
247000	247	4.39898	26393.9	268.851	5363.78	4503.24	0	0	25768.4	0	0	0
248000	248	4.41106	26466.4	270.514	4966.29	4298.22	0	0	25783.5	0	0	0
249000	249	4.46941	26816.5	259.599	4963.08	4831.93	0	0	25675.1	0	0	0
250000	250	4.49752	26985.1	271.994	5055.1	4409.97	0	0	25873.2	0	0	0
251000	251	4.44856	26691.4	273.338	5168.39	4441.6	0	0	25301.2	0	0	0
252000	252	4.42032	26521.9	265.354	4870.87	4357.78	0	0	25415.1	0	0	0
253000	253	4.40559	26433.6	265.688	5159.76	4462.12	0	0	25377.3	0	0	0
254000	254	4.47397	26843.8	267.402	5119.68	4651.73	0	0	25632.6	0	0	0
255000	255	4.42322	26539.3	268.978	5181.89	4147.56	0	0	25314	0	0	0
256000	256	4.47415	26844.9	263.925	5357.06	4386.21	0	0	25536.1	0	0	0
257000	257	4.47703	26862.2	264.589	5337.51	4514.2	0	0	24984.8	0	0	0
258000	258	4.47768	26866.1	273.138	5330.81	4391.21	0	0	25868.5	0	0	0
259000	259	4.44371	26662.2	275.648	5320.19	4196.12	0	0	25555	0	0	0
260000	260	4.50916	27055	272.515	5163.13	4483.56	0	0	25598.9	0	0	0
261000	261	4.49433	26966	268.616	5394.05	4274.66	0	0	25482.6	0	0	0
262000	262	4.39734	26384	262.043	5469.46	4622.46	0	0	25222	0	0	0
263000	263	4.49807	26988.4	271.367	5204.52	4497.61	0	0	25433.8	0	0	0
264000	264	4.43873	26632.4	281.24	4982.11	4600.6	0	0	25035	0	0	0
265000	265	4.51858	27111.5	268.766	5324.73	4454.89	0	0	25697.4	0	0	0
266000	266	4.48176	26890.6	264.109	5223.85	4201.38	0	0	25056.9	0	0	0
267000	267	4.50423	27025.4	263.942	5026.83	4584.81	0	0	25545.7	0	0	0
268000	268	4.55688	27341.3	257.144	5238.42	4734.87	0	0	25545.2	0	0	0
269000	269	4.41086	26465.2	264.412	5251.92	4519.7	0	0	25913.1	0	0	0
270000	270	4.46512	26790.7	263.565	5257.82	4424.39	0	0	25825.2	0	0	0
271000	271	4.50217	27013	269.952	5087.29	4541.2	0	0	25656.2	0	0	0
272000	272	4.4756	26853.6	271.609	5395.44	4580.82	0	0	25334.7	0	0	0
273000	273	4.45406	26724.4	258.484	5543.24	4509.17	0	0	25940.6	0	0	0
274000	274	4.49973	26998.4	264.209	5302.06	4144.87	0	0	25228.5	0	0	0
275000	275	4.48733	26924	265.717	5158.16	4556.5	0	0	25849.4	0	0	0
276000	276	4.41229	26473.7	260.44	5599.62	4502.77	0	0	25139.3	0	0	0
277000	277	4.39833	26390	261.726	5267.37	4210.76	0	0	25709	0	0	0
278000	278	4.44459	26667.6	266.999	5243.04	4629.14	0	0	25964.7	0	0	0
279000	279	4.42713	26562.8	269.76	5296.41	4402.78	0	0	25119.8	0	0	0
280000	280	4.43761	26625.7	270.974	5031.75	4442.07	0	0	24995.6	0	0	0
281000	281	4.37388	26243.3	271.377	5264.49	4415.38	0	0	25582	0	0	0
282000	282	4.31472	25888.3	269.537	5103.77	4172.7	0	0	25063.8	0	0	0
283000	283	4.51938	27116.3	266.783	5191.7	4399.08	0	0	25486.5	0	0	0
284000	284	4.37917	26275	259.548	5328.49	4431.11	0	0	24994.6	0	0	0
285000	285	4.45641	26738.5	265.247	5161.04	4523.42	0	0	25330	0	0	0
286000	286	4.38791	26327.4	259.298	5233.48	4474.49	0	0	25129.8	0	0	0
287000	287	4.4212	26527.2	268.934	5153.6	4436.79	0	0	24998.9	0	0	0
288000	288	4.5207	27124.2	264.977	5131.71	4356.18	0	0	25163.2	0	0	0
289000	289	4.37318	26239.1	262.375	4946	4394.11	0	0	25293	0	0	0
290000	290	4.44607	26676.4	269.072	5026.12	4422.44	0	0	25316.8	0	0	0
291000	291	4.39893	26393.6	270.857	4993.3	4528.73	0	0	25558.8	0	0	0
292000	292	4.40282	26416.9	266.09	5293.27	4556.93	0	0	25576.6	0	0	0
293000	293	4.46307	26778.4	265.418	5241.34	4554.14	0	0	25485.6	0	0	0
294000	294	4.43183	26591	275.931	5099.05	4328.34	0	0	25278.8	0	0	0
295000	295	4.40063	26403.8	261.916	4952.98	4620.95	0	0	25032	0	0	0
296000	296	4.40839	26450.4	266.499	5273.62	4581.19	0	0	25322.9	0	0	0
297000	297	4.46846	26810.8	271.819	5184.86	4490.88	0	0	25850.9	0	0	0
298000	298	4.42165	26529.9	275.207	5548.41	4304.88	0	0	25966.6	0	0	0
299000	299	4.44636	26678.2	284.768	5100.64	4761.91	0	0	25785	0	0	0
300000	300	4.47329	26839.7	259.665	5205.57	4423.43	0	0	25578.1	0	0	0
301000	301	4.49844	26990.6	264.822	5015.43	4552.55	0	0	25868.6	0	0	0
302000	302	4.48492	26909.5	270.174	5418.77	4775.58	0	0	25410.3	0	0	0
303000	303	4.43638	26618.3	276.709	5288.41	4403.77	0	0	25834.7	0	0	0
304000	304	4.40144	26408.6	267.43	5054.26	4537.14	0	0	25420.2	0	0	0
305000	305	4.46402	26784.1	266.267	5280.92	4286.27	0	0	25716.6	0	0	0
306000	306	4.45342	26720.5	274.824	5155.63	4363.04	0	0	25545.8	0	0	0
307000	307	4.53334	27200	267.548	5155.57	4387.63	0	0	25313.9	0	0	0
308000	308	4.37295	26237.7	254.462	4944.92	4568.22	0	0	25359.2	0	0	0
309000	309	4.44575	26674.5	260.221	5073.94	4375.87	0	0	25297.5	0	0	0
310000	310	4.51971	27118.3	263.176	5025.42	4648.07	0	0	25742.6	0	0	0
311000	311	4.30808	25848.5	264.08	4938.97	4562.32	0	0	25375	0	0	0
312000	312	4.54117	27247	264.456	5181.03	4376.03	0	0	25756.9	0	0	0
313000	313	4.50042	27002.5	267.773	5346.88	4451.45	0	0	25816	0	0	0
314000	314	4.49607	26976.4	275.614	5309.17	4539.96	0	0	25374.9	0	0	0
315000	315	4.3882	26329.2	266.068	4954.36	4330.95	0	0	25915.8	0	0	0
316000	316	4.36679	26200.7	262.859	5243.29	4595.83	0	0	25515.2	0	0	0
317000	317	4.34985	26099.1	268.142	5055.89	4576.95	0	0	25128.1	0	0	0
