step	time	T	Ekin	P	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	tab-dynamic_0	cr_5	count_0
65000	65	4.38606	26316.3	266.131	5145.52	4436.02	0	0	25425.5	0	0	0
66000	66	4.44185	26651.1	266.54	5335	4505.46	0	0	25374.3	0	0	0
67000	67	4.42699	26561.9	268.048	5282.28	4360.55	0	0	25101.8	0	0	0
68000	68	4.39603	26376.2	267.945	5254.47	4628.9	0	0	25598.8	0	0	0
69000	69	4.51628	27097.7	279.19	5155.81	4669.05	0	0	25483.5	0	0	0
70000	70	4.42583	26555	265.945	5188.08	4496.3	0	0	25759.4	0	0	0
71000	71	4.47775	26866.5	265.562	5044.6	4196.6	0	0	25383.4	0	0	0
72000	72	4.40049	26403	272.929	5236.26	4354.33	0	0	25898.8	0	0	0
73000	73	4.46398	26783.9	263.087	5162.62	4360.07	0	0	25289.8	0	0	0
74000	74	4.4769	26861.4	269.282	5581.08	4336.06	0	0	25514.8	0	0	0
75000	75	4.419	26514	269.784	5369.69	4567.29	0	0	25041	0	0	0
76000	76	4.45927	26755.6	264.453	5287.64	4135.2	0	0	25256.5	0	0	0
77000	77	4.45907	26754.4	266.278	5226.8	4496.51	0	0	25595.4	0	0	0
78000	78	4.42932	26575.9	267.549	5255.74	4100.13	0	0	25734	0	0	0
79000	79	4.49607	26976.4	261.189	5247.56	4483.83	0	0	25626.9	0	0	0
80000	80	4.45726	26743.5	265.7	5265.77	4267.7	0	0	25899.4	0	0	0
81000	81	4.45155	26709.3	260.55	5185.12	4193.63	0	0	25396.3	0	0	0
82000	82	4.39122	26347.3	264.498	5204.63	4369.51	0	0	25363.2	0	0	0
83000	83	4.35647	26138.8	257.008	5144.72	4584.4	0	0	25438.7	0	0	0
84000	84	4.41635	26498.1	270.242	5350.07	4418.58	0	0	25772.9	0	0	0
85000	85	4.3888	26332.8	268.19	5101.14	4459.96	0	0	25734.4	0	0	0
86000	86	4.37351	26241.1	270.115	5121.53	4402.14	0	0	26085.2	0	0	0
87000	87	4.46979	26818.7	274.342	5358.28	4463.46	0	0	25590.2	0	0	0
88000	88	4.56157	27369.4	268.541	5259.59	4226.04	0	0	25625.6	0	0	0
89000	89	4.44559	26673.6	258.923	5214.94	4205.69	0	0	25590.2	0	0	0
90000	90	4.40163	26409.8	259.748	5154.98	4479.15	0	0	25574.7	0	0	0
91000	91	4.43623	26617.4	273.19	5129.09	4484.69	0	0	25316	0	0	0
92000	92	4.33419	26005.2	264.056	5207.97	4345.56	0	0	25632.8	0	0	0
93000	93	4.45008	26700.5	265.117	5362.82	4366.24	0	0	25346.4	0	0	0
94000	94	4.37537	26252.2	272.215	4926.48	4435.52	0	0	25470.3	0	0	0
95000	95	4.44533	26672	266.045	5448.28	4512.78	0	0	25872.7	0	0	0
96000	96	4.45076	26704.6	266.108	5299.11	4200.96	0	0	25401.5	0	0	0
97000	97	4.36842	26210.5	265.399	5087.34	4280.66	0	0	25501.6	0	0	0
98000	98	4.47563	26853.8	265.502	5246.82	4546.34	0	0	25230.1	0	0	0
99000	99	4.39903	26394.2	248.847	5092.61	4431.37	0	0	25025	0	0	0
100000	100	4.49424	26965.5	263.692	5199.29	4500.95	0	0	25552.1	0	0	0
101000	101	4.36727	26203.6	259.992	5059.08	4183.98	0	0	25145.5	0	0	0
102000	102	4.39004	26340.2	254.023	5400.46	4334	0	0	25451.4	0	0	0
103000	103	4.37699	26262	262.493	5267.37	4538.79	0	0	25582.6	0	0	0
104000	104	4.4894	26936.4	268.816	5047.14	4530.74	0	0	24887.7	0	0	0
105000	105	4.41563	26493.8	257.213	5340.9	4539.26	0	0	25767.9	0	0	0
106000	106	4.46477	26788.6	265.788	5196.81	4524.46	0	0	25310.4	0	0	0
107000	107	4.32636	25958.2	260.189	5175.37	4577.25	0	0	25500.4	0	0	0
108000	108	4.39135	26348.1	263.502	5208.61	4643.17	0	0	25509.1	0	0	0
109000	109	4.45779	26746.7	273.031	5293.83	4504.08	0	0	25507.9	0	0	0
110000	110	4.49964	26997.8	271.992	4973.87	4350.05	0	0	25367.8	0	0	0
111000	111	4.42472	26548.3	271.465	5153.67	4335.51	0	0	25962.6	0	0	0
112000	112	4.49406	26964.3	264.266	5118.75	4461.6	0	0	25165.3	0	0	0
113000	113	4.3145	25887	261.445	5101.2	4356.08	0	0	25865.3	0	0	0
114000	114	4.40358	26421.5	268.932	5361.58	4537.62	0	0	25800.1	0	0	0
115000	115	4.44969	26698.1	277.287	4997.18	4570.64	0	0	25924	0	0	0
116000	116	4.36747	26204.8	269.789	5162.17	4537.2	0	0	25818.2	0	0	0
117000	117	4.43838	26630.3	265.254	5000.42	4445.13	0	0	25390.1	0	0	0
118000	118	4.44917	26695	272.506	5055.26	4530.78	0	0	25675.9	0	0	0
119000	119	4.53269	27196.1	272.236	5127.14	4631.66	0	0	25277	0	0	0
120000	120	4.34443	26066.6	257.922	5028.8	4300.55	0	0	25565.4	0	0	0
121000	121	4.39609	26376.5	265.995	5275.05	4760.77	0	0	25633.3	0	0	0
122000	122	4.50579	27034.7	267.396	5363.45	4356.19	0	0	25727.1	0	0	0
123000	123	4.48135	26888.1	255.544	5112.92	4335.36	0	0	25636	0	0	0
124000	124	4.48928	26935.7	273.607	5379.46	4392.07	0	0	25709.9	0	0	0
125000	125	4.29664	25779.8	266.412	5047.99	4452.06	0	0	25677.4	0	0	0
126000	126	4.51106	27066.4	253.406	5091.73	4485.77	0	0	25830.2	0	0	0
127000	127	4.40663	26439.8	260.811	4830.26	4555.34	0	0	25477.2	0	0	0
128000	128	4.37351	26241.1	253.459	5292.95	4533.98	0	0	25939.3	0	0	0
129000	129	4.37259	26235.5	258.336	5243.17	4469.57	0	0	25462.1	0	0	0
130000	130	4.46025	26761.5	266.813	5107.08	4471	0	0	25945.7	0	0	0
131000	131	4.35563	26133.8	261.821	5081.32	4386.54	0	0	25425.6	0	0	0
132000	132	4.45162	26709.7	264.616	5001.19	4308.54	0	0	25338.3	0	0	0
133000	133	4.39659	26379.6	261.732	5235.27	4294.06	0	0	24772.3	0	0	0
134000	134	4.40457	26427.4	255.96	5172.47	4348.51	0	0	25404.7	0	0	0
135000	135	4.45469	26728.1	267.014	5492.64	4626.6	0	0	25640.8	0	0	0
136000	136	4.36531	26191.8	275.034	5161.04	4141.86	0	0	25342.7	0	0	0
137000	137	4.41047	26462.8	266.102	5306.41	4347.73	0	0	25384.9	0	0	0
138000	138	4.50584	27035	257.448	5089.85	4774.33	0	0	25586.2	0	0	0
139000	139	4.4452	26671.2	274.486	5336.03	4557.56	0	0	25270.5	0	0	0
140000	140	4.3501	26100.6	262.531	5319.42	4589.35	0	0	25265	0	0	0
141000	141	4.4322	26593.2	268.544	5253.15	4582.3	0	0	25282.5	0	0	0
142000	142	4.36474	26188.5	259.89	5126.31	4263.9	0	0	25570.1	0	0	0
143000	143	4.35123	26107.4	266.764	5315.37	4544.71	0	0	25562.9	0	0	0
144000	144	4.38278	26296.7	259.659	5112.97	4539.44	0	0	25499.3	0	0	0
145000	145	4.48646	26918.7	266.322	5335.22	4279.22	0	0	25539.7	0	0	0
146000	146	4.34783	26087	259.837	5137.86	4344.24	0	0	25454.1	0	0	0
147000	147	4.49853	26991.2	260.045	5179.36	4118.66	0	0	24992.5	0	0	0
148000	148	4.44898	26693.9	269.381	5051.63	4439.01	0	0	25393.3	0	0	0
149000	149	4.44374	26662.5	264.308	4932.25	4234.87	0	0	25797.4	0	0	0
150000	150	4.40432	26425.9	256.883	5381.82	4689.7	0	0	25828.4	0	0	0
151000	151	4.38926	26335.6	260.431	5130.56	4447.46	0	0	25576.7	0	0	0
152000	152	4.4468	26680.8	259.344	5305.62	4533.21	0	0	25644.5	0	0	0
153000	153	4.46367	26782	264.006	5337.14	4277.24	0	0	25538.5	0	0	0
154000	154	4.38963	26337.8	273.748	5236.68	4390.15	0	0	25530.8	0	0	0
155000	155	4.35911	26154.6	261.88	5236.96	4310.33	0	0	25493.3	0	0	0
156000	156	4.3535	26121	258.821	5284.55	4463.79	0	0	25536.7	0	0	0
157000	157	4.41693	26501.6	267.29	5332.29	4669.02	0	0	25210.9	0	0	0
158000	158	4.40329	26419.7	264.507	5227.83	4656.83	0	0	25516.3	0	0	0
159000	159	4.45683	26741	252.946	5226.96	4439.36	0	0	25394.6	0	0	0
160000	160	4.43688	26621.3	274.281	5201.34	4145.47	0	0	25549.8	0	0	0
161000	161	4.39148	26348.9	266.191	5317.19	4567.21	0	0	25664.2	0	0	0
162000	162	4.44351	26661.1	266.792	4983.93	4392.67	0	0	25665.2	0	0	0
163000	163	4.4461	26676.6	266.942	5304.22	4241.43	0	0	25611.5	0	0	0
164000	164	4.5364	27218.4	265.34	5201.63	4333.55	0	0	25494.9	0	0	0
165000	165	4.35685	26141.1	254.283	5288.82	4362.64	0	0	25209.7	0	0	0
166000	166	4.4341	26604.6	266.125	5120.08	4581.73	0	0	25747.4	0	0	0
167000	167	4.45489	26729.3	261.343	5132.2	4451.92	0	0	25505.3	0	0	0
168000	168	4.38419	26305.1	255.442	5382.22	4473.73	0	0	25374	0	0	0
169000	169	4.51278	27076.7	267.312	5097.44	4790.41	0	0	25629.6	0	0	0
170000	170	4.48265	26895.9	264.101	5229.79	4527.46	0	0	25304.7	0	0	0
171000	171	4.45417	26725	258.476	5272.77	4559.18	0	0	25681.5	0	0	0
172000	172	4.38955	26337.3	269.342	5244.15	4737.9	0	0	25619	0	0	0
173000	173	4.44223	26653.4	261.919	5198.82	4517.64	0	0	25827.9	0	0	0
174000	174	4.44241	26654.5	275.475	5335.59	4554.13	0	0	25840.1	0	0	0
175000	175	4.258	25548	269.608	5120.97	4678.73	0	0	25616.5	0	0	0
176000	176	4.32713	25962.8	256.907	5203.94	4128.77	0	0	25528.4	0	0	0
177000	177	4.41925	26515.5	270.297	5176.19	4391.94	0	0	25456.7	0	0	0
178000	178	4.40086	26405.2	263.525	5279.04	4384.07	0	0	25510.2	0	0	0
179000	179	4.43848	26630.9	263.317	5319.02	4238.03	0	0	25847.3	0	0	0
180000	180	4.40923	26455.4	256.573	5305.98	4581.67	0	0	26079.3	0	0	0
181000	181	4.42304	26538.2	264.571	5066.64	4558.51	0	0	25876.3	0	0	0
182000	182	4.41755	26505.3	264.208	5371.17	4431.38	0	0	25661.2	0	0	0
183000	183	4.43253	26595.2	252.756	4989.27	4507.81	0	0	25625.9	0	0	0
184000	184	4.38496	26309.8	270.164	5308.49	4442.06	0	0	25331.2	0	0	0
185000	185	4.48376	26902.5	267.386	5046.94	4656.88	0	0	25540.5	0	0	0
186000	186	4.45266	26716	267.18	5195.99	4391.41	0	0	25532	0	0	0
187000	187	4.46568	26794.1	263.989	5132.43	4531.58	0	0	25552.9	0	0	0
188000	188	4.44749	26685	263.122	5345.22	4545.1	0	0	25291.2	0	0	0
189000	189	4.39821	26389.3	268.299	4912.28	4631.07	0	0	25138.5	0	0	0
190000	190	4.47986	26879.2	268.741	5416.18	4329.33	0	0	25412	0	0	0
191000	191	4.39585	26375.1	253.246	5084.49	4425.58	0	0	25362.5	0	0	0
192000	192	4.44695	26681.7	266.757	5259.58	4322.47	0	0	25660.4	0	0	0
193000	193	4.51593	27095.6	267.521	5352.93	4315.49	0	0	25435.7	0	0	0
194000	194	4.50673	27040.4	270.235	5150.86	4335.34	0	0	25795.1	0	0	0
195000	195	4.36083	26165	266.214	5459.02	4665.99	0	0	25177.6	0	0	0
196000	196	4.45651	26739	262.798	5270.04	4307.69	0	0	25563.4	0	0	0
197000	197	4.3439	26063.4	262.419	5414.92	4124.03	0	0	25765.3	0	0	0
198000	198	4.44702	26682.1	266.396	5543.59	4183.23	0	0	25740	0	0	0
199000	199	4.53273	27196.4	257.93	5193.78	4623.44	0	0	25503.5	0	0	0
200000	200	4.4209	26525.4	271.157	5024.56	4607.7	0	0	25411.6	0	0	0
201000	201	4.30585	25835.1	249.877	5248.37	4434.78	0	0	25366.2	0	0	0
202000	202	4.47707	26862.4	271.738	5131.6	4578.25	0	0	25308	0	0	0
203000	203	4.50638	27038.3	261.725	5188.19	4471.87	0	0	25568.5	0	0	0
204000	204	4.36634	26198	273.306	5133.87	4729.16	0	0	25473.8	0	0	0
205000	205	4.3462	26077.2	260.008	5384.61	4390.4	0	0	25375.1	0	0	0
206000	206	4.38735	26324.1	266.484	5520.97	4446.69	0	0	25581.1	0	0	0
207000	207	4.38825	26329.5	263.945	5197.45	4246.47	0	0	25683.8	0	0	0
208000	208	4.39165	26349.9	267.806	4989.13	4689.13	0	0	25383.1	0	0	0
209000	209	4.40531	26431.9	260.47	5192.27	4444.04	0	0	25471.6	0	0	0
210000	210	4.35342	26120.5	270.139	5266.55	4427.06	0	0	25591	0	0	0
211000	211	4.45722	26743.3	266.149	5058.03	4574.95	0	0	25475.7	0	0	0
212000	212	4.38672	26320.3	260.881	5263.07	4331.21	0	0	25316.5	0	0	0
213000	213	4.44946	26696.7	262.484	5101.54	4358.71	0	0	25498.5	0	0	0
214000	214	4.45188	26711.3	267.95	5178.97	4658.3	0	0	25796.3	0	0	0
215000	215	4.48659	26919.6	266.112	5159.05	4600.44	0	0	25293.3	0	0	0
216000	216	4.43442	26606.5	262.275	5415.69	4317.84	0	0	25304	0	0	0
217000	217	4.5216	27129.6	271.324	5213.12	4333.54	0	0	25474.2	0	0	0
218000	218	4.40259	26415.5	274.656	5499.63	4513.12	0	0	25695.8	0	0	0
219000	219	4.43027	26581.6	269.916	5186.82	4618.84	0	0	25875.5	0	0	0
220000	220	4.38698	26321.9	262.94	5390.25	4300.1	0	0	26154.4	0	0	0
221000	221	4.55454	27327.2	260.548	5093.45	4241.32	0	0	25587.2	0	0	0
222000	222	4.36203	26172.2	263.913	5387.56	4412.92	0	0	25428.2	0	0	0
223000	223	4.55824	27349.5	263.639	5072.32	4274.58	0	0	25408.8	0	0	0
224000	224	4.38641	26318.4	253.313	5120.07	4574.68	0	0	25456.1	0	0	0
225000	225	4.35409	26124.5	262.756	5222.58	4418.49	0	0	25453.1	0	0	0
226000	226	4.38321	26299.3	267.067	5135.27	4209.5	0	0	25962.6	0	0	0
227000	227	4.30026	25801.5	266.504	5272.19	4560.08	0	0	25636.2	0	0	0
228000	228	4.43957	26637.4	257.756	5417.11	4091.69	0	0	25118.9	0	0	0
229000	229	4.50093	27005.6	268.348	5347.27	4199.58	0	0	25304.6	0	0	0
230000	230	4.40657	26439.4	259.858	5040.7	4535.03	0	0	25601.3	0	0	0
231000	231	4.36562	26193.7	265.629	5024.65	4504.36	0	0	25455	0	0	0
232000	232	4.45491	26729.5	258.359	5211.91	4277.46	0	0	24982.7	0	0	0
233000	233	4.39204	26352.2	268.39	5140.5	4581.45	0	0	25433.6	0	0	0
234000	234	4.35309	26118.6	264.74	5011.27	4464.7	0	0	25475.7	0	0	0
235000	235	4.37812	26268.7	258.003	5469.68	4290.81	0	0	25452.8	0	0	0
236000	236	4.37943	26276.6	263.882	5136.88	4143.01	0	0	25633.9	0	0	0
237000	237	4.43664	26619.9	269.286	5298.08	4398.13	0	0	25513.8	0	0	0
238000	238	4.4488	26692.8	273.733	5362.23	4642.39	0	0	25780.2	0	0	0
239000	239	4.46043	26762.6	261.506	4814.23	4499.49	0	0	25794.2	0	0	0
240000	240	4.40663	26439.8	260.578	5049.06	4432.74	0	0	25723.7	0	0	0
241000	241	4.47049	26822.9	265.363	5413.74	4141.84	0	0	26005.5	0	0	0
242000	242	4.49458	26967.5	264.519	5174.16	4413.31	0	0	25442.9	0	0	0
243000	243	4.4023	26413.8	262.593	5264.34	4474.4	0	0	25574	0	0	0
244000	244	4.40014	26400.8	259.9	5184.37	4301.28	0	0	25436.1	0	0	0
245000	245	4.43569	26614.1	261.959	5099.69	4304.02	0	0	25395.4	0	0	0
246000	246	4.34474	26068.4	266.058	5326.96	4677.49	0	0	25578	0	0	0
247000	247	4.49346	26960.7	274.854	5515.37	4673.67	0	0	25072.9	0	0	0
248000	248	4.53098	27185.9	259.948	5196.27	4544.25	0	0	25359.7	0	0	0
249000	249	4.47118	26827.1	261.424	4990.9	4442.91	0	0	25520.9	0	0	0
250000	250	4.47808	26868.5	271.167	5281.2	4507.8	0	0	25587.9	0	0	0
251000	251	4.46846	26810.7	258.251	5304.05	4463.35	0	0	25450.6	0	0	0
252000	252	4.42535	26552.1	273.726	5201.68	4585.95	0	0	26160.3	0	0	0
253000	253	4.43617	26617	262.378	5146.6	4531.97	0	0	25756.4	0	0	0
254000	254	4.36836	26210.2	256.252	5209.07	4380.22	0	0	25343.2	0	0	0
255000	255	4.4409	26645.4	268.239	5230.22	4427.86	0	0	25986.4	0	0	0
256000	256	4.31516	25891	265.806	5414.92	4516.67	0	0	25691.7	0	0	0
257000	257	4.44127	26647.6	264.61	5038.25	4536.62	0	0	25796.8	0	0	0
258000	258	4.40923	26455.4	277.085	5013.06	4255.96	0	0	25631.2	0	0	0
259000	259	4.37459	26247.5	259.099	5204.34	4382.88	0	0	25728.6	0	0	0
260000	260	4.33665	26019.9	266.517	5367.43	4330.49	0	0	26183.7	0	0	0
261000	261	4.41915	26514.9	268.315	5191.43	4423.08	0	0	26011.2	0	0	0
262000	262	4.37423	26245.4	261.306	5290.05	4353.84	0	0	25481.3	0	0	0
263000	263	4.44798	26687.9	260.852	5065.25	4467.35	0	0	25380	0	0	0
264000	264	4.4754	26852.4	260.692	5108.3	4583.03	0	0	25584	0	0	0
265000	265	4.43051	26583	261.659	5470.57	4510.79	0	0	26007.6	0	0	0
266000	266	4.37423	26245.4	271.274	5304.14	4570.81	0	0	25507.6	0	0	0
267000	267	4.53969	27238.1	258.053	5407.36	4548.18	0	0	25327.2	0	0	0
268000	268	4.46679	26800.7	270.596	5192.79	4349.5	0	0	25571.5	0	0	0
269000	269	4.37922	26275.3	255.428	5090.57	4362.04	0	0	25350.3	0	0	0
270000	270	4.45702	26742.1	264.32	5093.46	4547.38	0	0	25470.4	0	0	0
271000	271	4.48203	26892.2	264.116	5437.91	4554.88	0	0	25643.9	0	0	0
272000	272	4.44249	26654.9	262.521	5258.44	4284.67	0	0	25413	0	0	0
273000	273	4.40502	26430.1	268.439	5360.58	4425.12	0	0	25683.2	0	0	0
274000	274	4.39711	26382.7	267.727	5308.92	4485.91	0	0	25462	0	0	0
275000	275	4.44957	26697.4	254.308	5424	4486.57	0	0	25751.1	0	0	0
276000	276	4.39706	26382.3	254.055	5455.22	4453.01	0	0	25829.4	0	0	0
277000	277	4.38542	26312.5	251.806	5118.42	4436.3	0	0	25559.6	0	0	0
278000	278	4.3398	26038.8	271.689	5160	4713.02	0	0	25474.4	0	0	0
279000	279	4.51915	27114.9	255.644	5070.12	4448.91	0	0	25917.7	0	0	0
280000	280	4.5033	27019.8	277.591	5150.3	4226.54	0	0	25564.3	0	0	0
281000	281	4.3431	26058.6	261.337	5069.94	4245.32	0	0	25181	0	0	0
282000	282	4.45329	26719.7	262.095	5502.32	4413.36	0	0	25520.9	0	0	0
283000	283	4.50547	27032.8	264.227	5529.27	4345.66	0	0	25956.7	0	0	0
284000	284	4.41743	26504.6	254.153	5291.67	4457.29	0	0	25614.9	0	0	0
285000	285	4.47473	26848.4	261.309	5180.22	4476.23	0	0	25487.6	0	0	0
286000	286	4.40308	26418.5	257.165	5456.02	4549.79	0	0	26076.6	0	0	0
287000	287	4.41715	26502.9	275.203	5561.96	4386.36	0	0	25582.2	0	0	0
288000	288	4.40974	26458.4	261.596	5305.18	4650.31	0	0	25428	0	0	0
289000	289	4.43436	26606.1	271.039	5246.12	4499.65	0	0	25499.3	0	0	0
290000	290	4.43147	26588.8	270.06	5379.91	4405.69	0	0	25652.9	0	0	0
291000	291	4.47144	26828.6	274.828	5352.27	4276.36	0	0	25660.2	0	0	0
292000	292	4.29274	25756.4	257.011	5301.49	4463.27	0	0	25714.5	0	0	0
293000	293	4.50184	27011.1	265.623	4995.69	4432.74	0	0	25418.1	0	0	0
294000	294	4.57123	27427.4	265.825	5280.13	4497.8	0	0	25359.4	0	0	0
295000	295	4.37932	26275.9	266.029	5015.99	4746.66	0	0	25768.3	0	0	0
296000	296	4.45253	26715.2	270.325	5237.64	4425.51	0	0	25813.1	0	0	0
297000	297	4.42873	26572.4	262.37	5110.36	4307.17	0	0	25562.1	0	0	0
298000	298	4.35239	26114.3	265.466	5380.05	4221.68	0	0	25503.6	0	0	0
299000	299	4.31952	25917.1	262.301	5324	4302.05	0	0	25726.5	0	0	0
300000	300	4.46992	26819.5	267.643	5106.1	4415.32	0	0	25835.2	0	0	0
301000	301	4.33528	26011.7	263.279	5401.39	4479.9	0	0	25672.2	0	0	0
302000	302	4.47433	26846	262.587	5138.17	4475.69	0	0	26087.4	0	0	0
303000	303	4.37463	26247.8	262.467	5191.64	4372.41	0	0	25542	0	0	0
304000	304	4.44158	26649.5	268.696	5090.56	4513.06	0	0	25512.1	0	0	0
305000	305	4.45747	26744.8	261.801	5210.04	4437.75	0	0	25412.7	0	0	0
306000	306	4.43811	26628.7	268.319	5003.5	4232.35	0	0	25378.5	0	0	0
307000	307	4.40841	26450.5	263.308	5275.16	4476.61	0	0	25374.4	0	0	0
308000	308	4.48857	26931.4	255.873	5244.35	4414.75	0	0	25770.7	0	0	0
309000	309	4.54789	27287.3	266.402	5148.55	4528.28	0	0	25477.3	0	0	0
310000	310	4.36984	26219	263.464	5306.81	4248.35	0	0	25433.2	0	0	0
311000	311	4.51093	27065.6	261.688	5087.99	4666.47	0	0	25494	0	0	0
312000	312	4.39949	26396.9	262.439	5117.46	4286.93	0	0	25206.6	0	0	0
313000	313	4.44398	26663.9	256.04	5103.61	4471.52	0	0	25576.3	0	0	0
314000	314	4.39557	26373.4	268.597	5174.91	4516.97	0	0	25546.1	0	0	0
315000	315	4.36381	26182.8	267.978	5232.88	4460.28	0	0	25391.6	0	0	0
316000	316	4.42426	26545.6	264.861	5323.83	4426.74	0	0	25342.4	0	0	0
